Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
18/08/20 18:00;17,77;7,41;0,99;5,90;0,45;
18/08/20 19:00;26,84;7,57;0,97;6,09;0,46;
18/08/20 20:00;23,94;12,88;1,22;11,01;0,46;
18/08/20 21:00;10,35;9,45;1,10;7,78;0,46;
18/08/20 22:00;6,03;13,54;1,28;11,56;;
18/08/20 23:00;22,14;13,81;1,22;11,92;0,45;
19/08/20 00:00;22,26;13,73;1,31;11,72;0,44;
19/08/20 01:00;5,88;12,99;1,10;11,31;0,42;
19/08/20 02:00;18,65;16,15;1,15;14,39;0,41;
19/08/20 03:00;23,06;11,83;1,16;10,05;0,41;
19/08/20 04:00;21,71;8,69;1,15;6,92;0,42;
19/08/20 05:00;18,29;13,38;1,68;10,81;0,42;
19/08/20 06:00;27,56;21,48;1,87;18,61;0,44;
19/08/20 07:00;26,86;24,23;2,80;19,93;0,45;
19/08/20 08:00;31,00;16,60;2,21;13,22;0,42;
19/08/20 09:00;23,73;14,60;1,92;11,65;0,41;
19/08/20 10:00;17,51;11,01;1,62;8,53;0,40;
19/08/20 11:00;15,57;9,99;1,37;7,89;0,42;
19/08/20 12:00;26,51;8,89;1,35;6,82;0,43;
19/08/20 13:00;18,51;;;;0,43;
19/08/20 14:00;13,66;5,92;1,05;4,31;0,41;
19/08/20 15:00;10,38;6,11;1,06;4,49;0,41;
19/08/20 16:00;15,30;7,02;1,15;5,26;0,40;
19/08/20 17:00;19,56;6,94;1,13;5,20;0,41;
19/08/20 18:00;11,94;10,55;1,34;8,49;0,41;
19/08/20 19:00;15,44;16,61;1,19;14,78;0,42;
19/08/20 20:00;11,40;24,39;1,40;22,25;0,43;
19/08/20 21:00;18,03;23,27;1,46;21,03;0,41;
19/08/20 22:00;13,69;21,89;1,37;19,79;0,41;
19/08/20 23:00;18,85;24,29;1,27;22,34;0,41;
20/08/20 00:00;18,67;35,51;1,24;33,61;0,43;
20/08/20 01:00;21,21;30,58;1,58;28,16;0,42;
20/08/20 02:00;19,17;12,99;1,27;11,05;0,39;
20/08/20 03:00;16,50;12,84;1,23;10,95;0,39;
20/08/20 04:00;15,07;17,72;1,34;15,66;0,39;
20/08/20 05:00;15,38;17,72;1,75;15,07;0,39;
20/08/20 06:00;16,68;26,71;2,05;23,57;0,40;
20/08/20 07:00;31,34;32,14;3,45;26,86;0,43;
20/08/20 08:00;32,92;24,84;3,01;20,22;0,40;
20/08/20 09:00;20,35;13,82;1,84;11,00;0,36;
20/08/20 10:00;16,29;11,37;1,52;9,04;;
20/08/20 11:00;9,51;11,70;1,56;9,32;0,39;
20/08/20 12:00;9,18;10,40;1,45;8,17;0,40;
20/08/20 13:00;10,40;10,94;1,51;8,62;0,40;
20/08/20 14:00;8,74;8,62;1,41;6,45;0,40;
20/08/20 15:00;7,07;7,69;1,35;5,63;0,39;
20/08/20 16:00;10,93;7,38;1,30;5,38;0,41;
20/08/20 17:00;15,50;7,34;1,17;5,55;0,41;
20/08/20 18:00;14,14;9,90;1,11;8,20;0,43;
20/08/20 19:00;13,73;15,24;1,05;13,63;0,43;
20/08/20 20:00;12,69;31,52;1,68;28,95;0,45;
20/08/20 21:00;17,56;45,13;1,78;42,40;0,43;
20/08/20 22:00;13,60;33,54;1,67;30,99;0,38;
20/08/20 23:00;16,84;31,62;1,71;29,00;0,35;
21/08/20 00:00;18,40;35,89;1,83;33,08;0,35;
21/08/20 01:00;27,61;25,16;1,59;22,73;0,34;
21/08/20 02:00;22,55;30,23;1,28;28,27;0,32;
21/08/20 03:00;22,50;38,51;1,42;36,35;0,32;
21/08/20 04:00;19,44;40,93;1,45;38,70;0,32;
21/08/20 05:00;18,83;44,27;1,98;41,25;0,32;
21/08/20 06:00;15,30;45,83;3,02;41,16;0,34;
21/08/20 07:00;20,67;52,04;5,87;43,04;0,37;
21/08/20 08:00;25,55;34,19;4,75;26,91;0,42;
21/08/20 09:00;19,30;15,20;1,94;12,22;0,37;
21/08/20 10:00;11,63;11,75;1,61;9,28;0,37;
21/08/20 11:00;8,88;;;;0,38;
21/08/20 12:00;6,99;10,88;1,45;8,66;0,38;
21/08/20 13:00;14,74;9,51;1,30;7,52;0,37;
21/08/20 14:00;5,54;7,80;1,21;5,95;0,36;
21/08/20 15:00;6,40;7,04;1,13;5,31;0,33;
21/08/20 16:00;12,29;7,62;1,18;5,81;0,36;
21/08/20 17:00;14,07;9,02;1,21;7,16;0,35;
21/08/20 18:00;7,39;12,31;1,10;10,63;0,37;
21/08/20 19:00;11,80;24,94;1,10;23,26;0,44;
21/08/20 20:00;11,84;54,76;1,49;52,47;0,48;
21/08/20 21:00;15,46;43,96;1,37;41,85;0,44;
21/08/20 22:00;15,77;65,18;2,14;61,90;;
21/08/20 23:00;18,87;41,53;2,13;38,26;0,43;
22/08/20 00:00;16,04;42,04;2,09;38,84;0,38;
22/08/20 01:00;19,14;27,24;1,68;24,66;0,34;
22/08/20 02:00;;22,26;1,49;19,97;0,30;
22/08/20 03:00;15,25;19,77;1,43;17,59;0,30;
22/08/20 04:00;14,13;16,75;1,37;14,64;0,30;
22/08/20 05:00;13,75;25,43;1,61;22,96;0,30;
22/08/20 06:00;12,25;41,84;2,71;37,68;0,31;
22/08/20 07:00;21,99;59,52;8,65;46,25;0,35;
22/08/20 08:00;33,51;42,87;5,81;33,96;0,34;
22/08/20 09:00;21,81;18,52;2,17;15,19;0,32;
22/08/20 10:00;20,10;19,88;2,25;16,43;0,36;
22/08/20 11:00;9,97;13,65;1,72;11,02;0,34;
22/08/20 12:00;15,03;11,81;1,58;9,38;0,33;
22/08/20 13:00;5,83;15,16;1,96;12,16;0,32;
22/08/20 14:00;7,86;11,91;1,60;9,46;0,33;
22/08/20 15:00;13,93;11,67;1,54;9,31;0,33;
22/08/20 16:00;14,03;9,33;1,20;7,49;0,34;
22/08/20 17:00;12,13;11,01;1,33;8,97;0,36;
22/08/20 18:00;18,55;15,15;1,19;13,32;0,38;
22/08/20 19:00;11,94;25,55;1,05;23,94;0,44;
22/08/20 20:00;15,83;43,14;1,33;41,11;0,46;
22/08/20 21:00;22,37;53,52;1,57;51,11;0,48;
22/08/20 22:00;27,07;78,04;3,34;72,92;0,52;
22/08/20 23:00;24,30;70,82;2,70;66,68;0,48;
23/08/20 00:00;32,41;41,07;1,65;38,54;0,43;
23/08/20 01:00;31,55;28,14;1,45;25,87;0,38;
23/08/20 02:00;30,49;33,68;1,44;31,43;0,38;
23/08/20 03:00;26,09;39,46;1,48;37,18;0,38;
23/08/20 04:00;29,49;31,47;1,52;29,14;0,39;
23/08/20 05:00;27,54;23,69;1,34;21,65;0,39;
23/08/20 06:00;23,68;25,98;1,62;23,50;0,41;
23/08/20 07:00;23,70;31,22;2,75;27,00;0,44;
23/08/20 08:00;49,44;25,96;2,44;22,22;0,48;
23/08/20 09:00;43,91;;;;0,45;
23/08/20 10:00;22,31;15,87;1,68;13,30;;
23/08/20 11:00;22,53;14,20;1,48;11,93;0,44;
23/08/20 12:00;21,15;12,51;1,44;10,31;0,42;
23/08/20 13:00;11,40;10,49;1,34;8,45;0,39;
23/08/20 14:00;13,92;15,07;1,70;12,46;0,41;
23/08/20 15:00;16,63;10,79;1,40;8,66;0,42;
23/08/20 16:00;14,29;13,74;1,53;11,39;0,40;
23/08/20 17:00;22,85;16,33;1,52;13,99;0,41;
23/08/20 18:00;14,33;12,76;1,31;10,75;0,40;
23/08/20 19:00;9,09;19,33;1,14;17,58;0,43;
23/08/20 20:00;18,22;32,07;1,12;30,34;0,52;
23/08/20 21:00;16,70;42,57;1,22;40,71;0,57;
23/08/20 22:00;28,96;62,19;1,23;60,30;0,56;
23/08/20 23:00;28,04;26,19;1,21;24,33;0,48;
24/08/20 00:00;18,38;23,56;1,19;21,74;0,49;
24/08/20 01:00;12,70;16,79;1,20;14,96;0,48;
24/08/20 02:00;9,12;26,08;1,35;24,01;0,51;
24/08/20 03:00;17,86;22,76;1,32;20,74;0,51;
24/08/20 04:00;26,49;19,37;1,59;16,93;0,50;
24/08/20 05:00;24,60;24,09;1,78;21,36;0,50;
24/08/20 06:00;22,79;35,17;2,67;31,08;0,51;
24/08/20 07:00;29,99;36,93;4,09;30,66;0,50;
24/08/20 08:00;59,14;25,67;3,38;20,49;0,50;
24/08/20 09:00;44,87;31,86;4,52;24,94;0,51;
24/08/20 10:00;31,66;19,39;2,27;15,91;0,48;
24/08/20 11:00;29,22;17,31;2,64;13,26;0,47;
24/08/20 12:00;19,75;14,99;2,05;11,85;0,46;
24/08/20 13:00;29,93;10,45;1,77;7,73;0,47;
24/08/20 14:00;24,74;15,48;2,83;11,44;0,47;
24/08/20 15:00;44,66;21,82;4,83;14,79;0,47;
24/08/20 16:00;39,59;13,50;2,16;10,27;0,46;
24/08/20 17:00;16,82;9,05;1,56;6,65;0,46;
24/08/20 18:00;30,84;17,50;1,36;15,40;0,48;
24/08/20 19:00;26,75;20,61;1,26;18,67;0,49;
24/08/20 20:00;19,45;21,32;1,14;19,57;0,50;
24/08/20 21:00;26,53;21,46;1,14;19,72;0,52;
24/08/20 22:00;16,75;23,59;1,25;21,68;;
24/08/20 23:00;17,18;20,56;2,03;17,48;0,49;
25/08/20 00:00;18,71;12,24;1,24;10,34;0,50;
25/08/20 01:00;30,60;8,99;1,21;7,14;0,48;
25/08/20 02:00;25,43;7,29;1,23;5,41;0,48;
25/08/20 03:00;27,57;7,98;1,28;6,04;0,48;
25/08/20 04:00;16,38;7,56;1,21;5,71;0,47;
25/08/20 05:00;21,94;10,19;1,42;8,02;0,47;
25/08/20 06:00;20,74;12,75;1,92;9,81;0,45;
25/08/20 07:00;20,35;;;;0,46;
25/08/20 08:00;38,74;16,39;2,69;12,24;0,47;
25/08/20 09:00;34,85;13,61;2,19;10,31;0,46;
25/08/20 10:00;18,94;13,24;2,14;9,96;0,47;
25/08/20 11:00;18,43;11,33;1,81;8,55;0,46;
25/08/20 12:00;12,69;10,28;1,74;7,61;0,46;
25/08/20 13:00;21,89;9,48;1,50;7,19;0,45;
25/08/20 14:00;15,96;7,35;1,26;5,41;0,44;
25/08/20 15:00;15,54;7,77;1,33;5,73;0,43;
25/08/20 16:00;25,98;8,14;1,41;5,98;0,43;
25/08/20 17:00;21,04;8,29;1,24;6,38;0,44;
25/08/20 18:00;30,97;9,64;1,22;7,77;0,44;
25/08/20 19:00;25,32;11,33;1,11;9,63;0,45;
25/08/20 20:00;22,42;12,39;1,03;10,80;0,45;
25/08/20 21:00;19,80;9,78;1,06;8,16;0,44;
25/08/20 22:00;23,28;7,48;1,13;5,74;0,44;
25/08/20 23:00;11,02;11,96;1,30;9,96;0,43;
26/08/20 00:00;11,71;19,54;1,37;17,45;0,42;
26/08/20 01:00;43,99;16,42;1,25;14,51;0,40;
26/08/20 02:00;36,15;11,94;1,23;10,06;0,40;
26/08/20 03:00;12,99;14,73;1,15;12,97;0,41;
26/08/20 04:00;16,58;24,76;1,34;22,69;0,41;
26/08/20 05:00;19,29;32,98;1,77;30,26;0,43;
26/08/20 06:00;18,36;63,11;5,24;55,02;0,43;
26/08/20 07:00;24,21;44,55;5,71;35,80;0,43;
26/08/20 08:00;40,01;34,06;4,40;27,32;0,45;
26/08/20 09:00;28,14;18,58;2,22;15,17;0,44;
26/08/20 10:00;13,55;14,10;1,81;11,32;;
26/08/20 11:00;8,94;11,40;1,61;8,93;0,43;
26/08/20 12:00;9,48;9,30;1,46;7,06;0,38;
26/08/20 13:00;12,61;9,72;1,45;7,50;0,38;
26/08/20 14:00;2,33;8,65;1,42;6,48;0,38;
26/08/20 15:00;5,65;8,84;1,33;6,80;0,38;
26/08/20 16:00;5,18;10,00;1,35;7,93;0,39;
26/08/20 17:00;12,41;14,18;1,42;12,00;0,38;
26/08/20 18:00;16,30;23,57;1,53;21,22;0,39;
26/08/20 19:00;8,78;29,60;1,13;27,86;0,40;
26/08/20 20:00;16,13;74,79;5,01;67,17;0,45;
26/08/20 21:00;14,97;59,22;2,95;54,65;0,43;
26/08/20 22:00;28,18;41,72;2,30;38,20;0,43;
26/08/20 23:00;25,99;34,44;1,94;31,47;0,42;
27/08/20 00:00;17,92;20,28;1,50;17,98;0,40;
27/08/20 01:00;26,55;20,10;1,41;17,94;0,42;
27/08/20 02:00;25,01;18,97;1,27;17,02;0,42;
27/08/20 03:00;33,59;28,02;1,27;26,08;0,42;
27/08/20 04:00;27,67;34,63;1,42;32,45;0,48;
27/08/20 05:00;34,43;;;;0,46;
27/08/20 06:00;34,81;101,31;12,67;81,89;0,63;
27/08/20 07:00;46,10;99,12;14,04;77,60;0,59;
27/08/20 08:00;39,47;40,31;4,19;33,89;0,46;
27/08/20 09:00;36,70;23,30;2,48;19,49;0,44;
27/08/20 10:00;68,85;24,57;3,13;19,77;0,47;
27/08/20 11:00;48,76;17,72;2,27;14,26;0,47;
27/08/20 12:00;36,66;14,84;1,92;11,90;0,47;
27/08/20 13:00;30,73;10,93;1,41;8,77;0,48;
27/08/20 14:00;36,83;20,27;3,29;15,27;0,47;
27/08/20 15:00;45,49;14,19;1,90;11,28;0,44;
27/08/20 16:00;22,13;18,92;2,11;15,67;0,43;
27/08/20 17:00;12,51;14,95;1,62;12,47;0,42;
27/08/20 18:00;14,59;19,80;1,46;17,56;0,43;
27/08/20 19:00;7,27;30,95;1,37;28,85;0,46;
27/08/20 20:00;12,07;41,61;1,40;39,47;0,52;
27/08/20 21:00;26,13;62,93;7,66;51,19;0,48;
27/08/20 22:00;35,77;28,70;1,38;26,58;;
27/08/20 23:00;24,57;18,01;1,45;15,79;0,45;
28/08/20 00:00;18,25;13,51;1,38;11,40;0,44;
28/08/20 01:00;19,80;21,68;1,27;19,74;0,43;
28/08/20 02:00;6,05;13,82;1,32;11,81;0,42;
28/08/20 03:00;17,97;25,14;1,45;22,93;0,45;
28/08/20 04:00;23,08;43,24;1,74;40,58;0,51;
28/08/20 05:00;39,59;54,62;2,69;50,50;0,51;
28/08/20 06:00;32,02;67,96;4,58;60,94;0,59;
28/08/20 07:00;52,58;104,90;16,73;79,25;0,63;
28/08/20 08:00;75,35;60,70;7,67;48,94;0,51;
28/08/20 09:00;29,87;23,87;2,98;19,31;0,45;
28/08/20 10:00;24,98;16,54;2,20;13,16;0,44;
28/08/20 11:00;16,26;16,97;2,22;13,57;0,46;
28/08/20 12:00;39,10;17,89;2,08;14,70;0,47;
28/08/20 13:00;38,74;17,75;2,05;14,63;0,50;
28/08/20 14:00;22,15;13,55;1,74;10,88;0,53;
28/08/20 15:00;34,42;13,46;1,95;10,47;0,46;
28/08/20 16:00;25,33;15,80;1,96;12,79;0,46;
28/08/20 17:00;28,14;21,50;2,04;18,37;0,48;
28/08/20 18:00;24,40;19,81;1,90;16,89;0,45;
28/08/20 19:00;17,11;15,05;1,44;12,84;0,45;
28/08/20 20:00;21,20;18,89;1,70;16,27;0,46;
28/08/20 21:00;23,84;16,11;1,40;13,96;0,46;
28/08/20 22:00;22,45;13,76;1,30;11,77;0,46;
28/08/20 23:00;22,88;19,96;1,37;17,86;0,47;
29/08/20 00:00;17,98;22,54;1,29;20,56;0,47;
29/08/20 01:00;30,35;15,40;1,23;13,52;0,49;
29/08/20 02:00;30,35;22,87;1,24;20,97;0,54;
29/08/20 03:00;27,75;;;;0,48;
29/08/20 04:00;24,26;14,71;1,39;12,57;0,47;
29/08/20 05:00;22,95;14,94;1,78;12,22;0,51;
29/08/20 06:00;24,36;17,57;2,17;14,25;0,52;
29/08/20 07:00;21,26;17,59;2,71;13,43;0,52;
29/08/20 08:00;28,61;14,79;2,92;10,32;0,50;
29/08/20 09:00;24,83;13,78;2,75;9,56;0,47;
29/08/20 10:00;11,72;14,59;2,58;10,63;;
29/08/20 11:00;13,33;14,45;2,47;10,66;0,38;
29/08/20 12:00;16,38;12,68;2,20;9,30;0,34;
29/08/20 13:00;12,88;12,95;2,03;9,83;0,33;
29/08/20 14:00;22,43;9,53;1,59;7,09;0,36;
29/08/20 15:00;18,83;7,12;1,25;5,20;0,38;
29/08/20 16:00;22,72;8,56;1,36;6,47;0,41;
29/08/20 17:00;;387,49;113,87;213,10;5,40;
29/08/20 18:00;;62,94;11,09;45,94;1,17;
29/08/20 19:00;107,52;20,81;3,46;15,51;0,55;
29/08/20 20:00;13,85;18,24;3,06;13,56;0,50;
29/08/20 21:00;9,29;13,27;2,34;9,69;0,50;
29/08/20 22:00;12,79;11,77;1,95;8,79;0,51;
29/08/20 23:00;7,99;11,29;1,99;8,24;0,50;
30/08/20 00:00;20,90;9,95;1,78;7,21;0,54;
30/08/20 01:00;30,29;9,80;1,84;6,97;0,50;
30/08/20 02:00;28,37;8,38;1,61;5,91;0,49;
30/08/20 03:00;20,79;7,74;1,48;5,46;0,48;
30/08/20 04:00;29,36;7,80;1,42;5,62;0,49;
30/08/20 05:00;24,82;8,33;1,47;6,07;0,49;
30/08/20 06:00;28,90;8,53;1,46;6,28;0,51;
30/08/20 07:00;27,50;9,79;1,74;7,12;0,50;
30/08/20 08:00;31,12;8,70;1,69;6,11;0,49;
30/08/20 09:00;16,70;11,05;1,96;8,04;0,51;
30/08/20 10:00;25,21;9,64;1,60;7,18;0,49;
30/08/20 11:00;15,97;9,76;1,55;7,38;0,46;
30/08/20 12:00;21,63;9,88;1,65;7,35;0,44;
30/08/20 13:00;33,12;9,73;1,48;7,46;0,44;
30/08/20 14:00;25,70;8,05;1,23;6,17;0,46;
30/08/20 15:00;17,44;7,57;1,20;5,74;0,45;
30/08/20 16:00;22,82;7,24;1,20;5,40;0,44;
30/08/20 17:00;27,90;8,58;1,32;6,56;0,44;
30/08/20 18:00;17,25;10,21;1,32;8,19;0,43;
30/08/20 19:00;20,92;11,72;1,36;9,63;0,45;
30/08/20 20:00;15,35;10,78;1,41;8,61;0,45;
30/08/20 21:00;26,29;9,24;1,41;7,08;0,46;
30/08/20 22:00;18,27;10,02;1,42;7,84;;
30/08/20 23:00;20,13;11,49;1,40;9,35;0,47;
31/08/20 00:00;14,68;12,35;1,31;10,35;0,48;
31/08/20 01:00;17,49;;;;0,47;
31/08/20 02:00;29,24;9,28;1,32;7,25;0,51;
31/08/20 03:00;18,22;11,17;1,36;9,08;0,50;
31/08/20 04:00;21,65;18,97;1,42;16,80;0,48;
31/08/20 05:00;15,48;36,01;4,21;29,56;0,53;
31/08/20 06:00;30,87;60,93;8,81;47,42;0,56;
31/08/20 07:00;44,05;104,02;27,31;62,14;0,64;
31/08/20 08:00;64,75;60,77;11,75;42,75;0,56;
31/08/20 09:00;39,17;32,18;3,58;26,68;0,53;
31/08/20 10:00;45,40;25,83;3,03;21,19;0,51;
31/08/20 11:00;24,14;18,98;2,22;15,58;0,48;
31/08/20 12:00;30,75;21,59;2,51;17,74;0,47;
31/08/20 13:00;38,68;16,47;1,86;13,62;0,49;
31/08/20 14:00;54,12;12,53;1,82;9,73;0,50;
31/08/20 15:00;43,06;10,83;1,69;8,24;0,47;
31/08/20 16:00;28,08;10,12;1,41;7,95;0,47;
31/08/20 17:00;22,07;13,49;1,47;11,24;0,48;
31/08/20 18:00;35,59;16,87;1,34;14,81;0,51;
31/08/20 19:00;38,64;23,11;1,37;21,02;0,58;
31/08/20 20:00;38,82;14,14;1,47;11,89;0,53;
31/08/20 21:00;23,66;11,43;1,44;9,22;0,52;
31/08/20 22:00;26,12;11,17;1,37;9,07;0,47;
31/08/20 23:00;20,43;10,54;1,30;8,54;0,41;
01/09/20 00:00;24,90;10,91;1,22;9,04;0,43;
01/09/20 01:00;23,82;12,49;1,29;10,51;0,40;
01/09/20 02:00;16,68;11,56;1,20;9,72;0,32;
01/09/20 03:00;9,98;7,21;1,17;5,41;0,32;
01/09/20 04:00;9,96;7,81;1,21;5,95;0,33;
01/09/20 05:00;9,82;13,67;1,84;10,85;0,35;
01/09/20 06:00;9,94;21,09;2,47;17,31;0,37;
01/09/20 07:00;17,02;25,44;3,79;19,65;0,37;
01/09/20 08:00;24,64;21,24;3,49;15,93;0,37;
01/09/20 09:00;17,69;14,55;2,27;11,07;0,36;
01/09/20 10:00;11,02;14,55;2,39;10,89;;
01/09/20 11:00;10,11;11,66;1,64;9,15;0,40;
01/09/20 12:00;16,05;9,64;1,46;7,41;0,41;
01/09/20 13:00;16,07;8,25;1,28;6,28;0,40;
01/09/20 14:00;23,89;6,33;1,07;4,68;0,39;
01/09/20 15:00;11,35;6,06;0,97;4,57;0,38;
01/09/20 16:00;2,74;6,42;1,01;4,88;0,38;
01/09/20 17:00;12,89;7,71;1,09;6,04;0,39;
01/09/20 18:00;5,31;10,05;1,05;8,44;0,41;
01/09/20 19:00;10,78;13,40;1,01;11,85;0,42;
01/09/20 20:00;16,66;11,62;1,03;10,05;0,41;
01/09/20 21:00;11,33;15,83;1,14;14,08;0,42;
01/09/20 22:00;11,96;17,20;1,30;15,20;0,43;
01/09/20 23:00;13,55;;;;0,46;
02/09/20 00:00;16,04;26,36;1,37;24,26;0,43;
02/09/20 01:00;26,52;21,73;1,35;19,66;0,42;
02/09/20 02:00;23,12;12,85;1,21;10,99;0,40;
02/09/20 03:00;10,84;16,82;1,58;14,39;0,40;
02/09/20 04:00;17,96;21,68;1,58;19,26;0,43;
02/09/20 05:00;11,66;33,02;2,42;29,31;0,45;
02/09/20 06:00;13,48;55,16;4,02;49,00;0,44;
02/09/20 07:00;27,51;82,28;14,12;60,70;0,49;
02/09/20 08:00;52,62;44,94;6,87;34,54;0,48;
02/09/20 09:00;30,34;20,98;2,84;16,57;0,45;
02/09/20 10:00;23,13;11,43;1,70;8,82;0,43;
02/09/20 11:00;11,22;173,15;106,07;10,70;1,16;
02/09/20 12:00;6,25;8,65;1,44;6,45;0,42;
02/09/20 13:00;5,56;8,58;1,28;6,61;0,43;
02/09/20 14:00;15,76;6,34;1,11;4,64;0,42;
02/09/20 15:00;7,79;5,53;1,01;3,98;0,42;
02/09/20 16:00;3,51;7,32;1,07;5,67;0,43;
02/09/20 17:00;13,52;6,56;0,92;5,15;0,44;
02/09/20 18:00;11,39;10,91;0,94;9,47;0,44;
02/09/20 19:00;11,13;17,50;1,01;15,95;0,44;
02/09/20 20:00;19,74;18,60;1,11;16,89;0,46;
02/09/20 21:00;10,00;23,38;1,21;21,51;0,49;
02/09/20 22:00;17,03;23,31;1,15;21,56;;
02/09/20 23:00;17,66;32,33;1,39;30,20;0,55;
03/09/20 00:00;27,70;34,24;1,47;31,99;0,51;
03/09/20 01:00;32,34;24,80;1,37;22,69;0,53;
03/09/20 02:00;39,82;22,56;1,37;20,46;0,49;
03/09/20 03:00;35,02;25,48;1,57;23,07;0,52;
03/09/20 04:00;22,29;34,45;1,89;31,55;0,55;
03/09/20 05:00;23,12;41,09;2,97;36,54;0,51;
03/09/20 06:00;21,50;67,72;6,11;58,36;0,55;
03/09/20 07:00;42,78;92,89;14,80;70,20;0,62;
03/09/20 08:00;44,61;53,12;7,12;42,21;0,52;
03/09/20 09:00;23,94;20,54;2,41;16,85;0,49;
03/09/20 10:00;29,28;20,07;2,72;15,91;0,49;
03/09/20 11:00;21,77;15,61;2,17;12,28;0,48;
03/09/20 12:00;16,09;11,70;1,77;8,98;0,46;
03/09/20 13:00;11,01;13,19;1,61;10,73;0,47;
03/09/20 14:00;5,86;10,46;1,55;8,08;0,44;
03/09/20 15:00;14,78;7,46;1,30;5,46;0,45;
03/09/20 16:00;4,75;8,10;1,22;6,23;0,43;
03/09/20 17:00;8,07;9,55;1,17;7,76;0,45;
03/09/20 18:00;5,22;10,59;1,09;8,91;0,46;
03/09/20 19:00;6,69;16,01;1,13;14,27;0,46;
03/09/20 20:00;10,95;19,63;1,25;17,70;0,46;
03/09/20 21:00;11,99;;;;0,45;
03/09/20 22:00;10,32;12,91;1,20;11,07;0,43;
03/09/20 23:00;11,01;11,21;1,42;9,04;0,43;
04/09/20 00:00;11,82;11,88;1,28;9,91;0,44;
04/09/20 01:00;12,23;10,30;1,26;8,36;0,44;
04/09/20 02:00;1,96;9,02;1,15;7,26;0,43;
04/09/20 03:00;3,16;8,96;1,29;6,99;0,43;
04/09/20 04:00;11,78;8,77;1,28;6,81;0,42;
04/09/20 05:00;13,45;14,48;1,93;11,53;0,43;
04/09/20 06:00;10,67;27,59;2,36;23,97;0,45;
04/09/20 07:00;22,82;26,84;3,39;21,64;0,47;
04/09/20 08:00;23,03;18,92;2,72;14,75;0,45;
04/09/20 09:00;27,16;16,82;2,52;12,97;0,45;
04/09/20 10:00;15,83;13,64;2,40;9,99;;
04/09/20 11:00;13,22;11,64;1,85;8,81;0,45;
04/09/20 12:00;23,21;11,94;1,91;9,02;0,44;
04/09/20 13:00;23,39;10,93;1,68;8,35;0,43;
04/09/20 14:00;23,93;9,88;1,51;7,57;0,43;
04/09/20 15:00;16,53;8,38;1,29;6,40;0,41;
04/09/20 16:00;20,22;8,14;1,13;6,41;0,41;
04/09/20 17:00;13,04;10,31;1,21;8,46;0,42;
04/09/20 18:00;14,39;12,64;1,19;10,81;0,42;
04/09/20 19:00;14,77;13,61;1,12;11,90;0,40;
04/09/20 20:00;16,64;14,12;1,17;12,33;0,39;
04/09/20 21:00;9,62;12,25;1,28;10,29;0,40;
04/09/20 22:00;16,93;9,98;1,13;8,25;0,40;
04/09/20 23:00;19,55;15,33;1,62;12,85;0,40;
05/09/20 00:00;18,72;17,67;1,58;15,25;0,39;
05/09/20 01:00;8,38;14,30;1,20;12,46;0,39;
05/09/20 02:00;2,95;11,14;1,18;9,33;0,38;
05/09/20 03:00;13,94;11,55;1,12;9,83;0,38;
05/09/20 04:00;14,21;12,94;1,16;11,16;0,36;
05/09/20 05:00;9,34;13,85;1,31;11,86;0,36;
05/09/20 06:00;10,79;22,36;1,56;19,96;0,38;
05/09/20 07:00;18,53;30,04;2,83;25,70;0,42;
05/09/20 08:00;37,04;23,25;2,72;19,09;0,42;
05/09/20 09:00;29,41;16,96;2,30;13,44;0,39;
05/09/20 10:00;19,43;12,42;1,58;9,95;0,40;
05/09/20 11:00;9,01;14,00;1,92;11,05;0,42;
05/09/20 12:00;4,58;11,11;1,46;8,86;0,42;
05/09/20 13:00;15,39;8,67;1,16;6,89;0,43;
05/09/20 14:00;16,01;6,52;0,97;5,04;0,43;
05/09/20 15:00;18,91;5,63;0,94;4,19;0,43;
05/09/20 16:00;16,02;6,28;0,88;4,93;0,45;
05/09/20 17:00;11,30;6,61;0,96;5,14;0,45;
05/09/20 18:00;8,26;7,83;0,95;6,38;0,45;
05/09/20 19:00;10,64;;;;0,46;
05/09/20 20:00;15,99;25,86;1,24;23,96;0,46;
05/09/20 21:00;18,42;57,49;2,50;53,65;0,59;
05/09/20 22:00;18,71;42,87;1,45;40,65;;
05/09/20 23:00;41,42;43,28;1,74;40,61;0,57;
06/09/20 00:00;45,44;37,30;1,91;34,38;0,57;
06/09/20 01:00;32,00;36,84;2,00;33,78;0,48;
06/09/20 02:00;32,00;35,70;1,74;33,04;0,48;
06/09/20 03:00;20,58;29,02;1,72;26,38;0,46;
06/09/20 04:00;14,16;22,90;1,69;20,30;0,42;
06/09/20 05:00;25,42;22,57;1,84;19,75;0,42;
06/09/20 06:00;18,85;20,07;2,14;16,78;0,43;
06/09/20 07:00;27,14;22,85;2,96;18,32;0,45;
06/09/20 08:00;41,18;26,41;3,25;21,42;0,48;
06/09/20 09:00;43,36;23,23;2,75;19,01;0,46;
06/09/20 10:00;21,63;35,90;4,30;29,29;0,49;
06/09/20 11:00;25,62;18,64;2,21;15,27;0,46;
06/09/20 12:00;21,88;14,51;1,66;11,98;0,47;
06/09/20 13:00;19,46;15,82;1,81;13,04;0,46;
06/09/20 14:00;11,31;9,96;1,40;7,81;0,45;
