Stat;EN04;;;;;
Parm;PM10;NOX;NO;NO2;CO;
Unit;ug/m3;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;
30/07/20 21:00;23,24;75,53;2,18;72,18;0,45;
30/07/20 22:00;40,73;77,15;2,65;73,09;0,46;
30/07/20 23:00;29,73;59,51;1,73;56,86;0,45;
31/07/20 00:00;25,80;65,22;3,26;60,21;0,37;
31/07/20 01:00;40,79;55,83;2,79;51,56;0,36;
31/07/20 02:00;36,69;31,94;1,79;29,20;0,32;
31/07/20 03:00;25,69;23,41;1,84;20,59;0,30;
31/07/20 04:00;23,98;38,02;1,99;34,97;0,32;
31/07/20 05:00;21,71;56,06;4,06;49,84;0,31;
31/07/20 06:00;32,42;101,92;16,86;76,06;0,39;
31/07/20 07:00;57,86;125,24;24,85;87,14;0,49;
31/07/20 08:00;72,59;100,77;15,04;77,70;0,48;
31/07/20 09:00;62,09;;;;0,43;
31/07/20 10:00;31,48;52,56;6,14;43,17;0,36;
31/07/20 11:00;31,46;17,12;2,14;13,83;0,39;
31/07/20 12:00;26,19;15,48;1,88;12,59;0,40;
31/07/20 13:00;28,95;12,52;1,70;9,91;0,36;
31/07/20 14:00;22,69;10,14;1,53;7,80;0,33;
31/07/20 15:00;25,63;8,11;1,37;6,00;0,33;
31/07/20 16:00;15,47;9,97;1,41;7,81;0,34;
31/07/20 17:00;34,79;11,43;1,31;9,42;0,36;
31/07/20 18:00;23,66;14,59;1,22;12,73;0,38;
31/07/20 19:00;33,33;29,99;1,20;28,15;0,41;
31/07/20 20:00;24,46;39,97;1,15;38,21;0,44;
31/07/20 21:00;31,70;40,35;1,92;37,41;0,43;
31/07/20 22:00;28,54;29,98;1,29;28,00;;
31/07/20 23:00;30,16;36,61;1,59;34,17;0,42;
01/08/20 00:00;33,99;35,57;1,39;33,44;0,42;
01/08/20 01:00;47,61;35,13;1,54;32,77;0,40;
01/08/20 02:00;42,83;21,75;1,44;19,55;0,39;
01/08/20 03:00;38,17;24,40;1,59;21,96;0,40;
01/08/20 04:00;42,22;19,25;1,41;17,08;0,37;
01/08/20 05:00;37,39;42,34;2,28;38,84;0,42;
01/08/20 06:00;40,85;52,64;4,11;46,34;0,49;
01/08/20 07:00;55,76;35,60;3,75;29,85;0,47;
01/08/20 08:00;55,45;20,73;2,34;17,15;0,42;
01/08/20 09:00;36,74;18,86;1,97;15,85;0,41;
01/08/20 10:00;30,56;17,13;1,96;14,25;0,40;
01/08/20 11:00;69,74;26,80;5,00;19,12;0,39;
01/08/20 12:00;121,29;22,34;3,59;16,86;0,39;
01/08/20 13:00;71,39;12,13;1,61;9,65;0,40;
01/08/20 14:00;40,82;8,16;1,27;6,21;0,42;
01/08/20 15:00;48,72;7,18;1,26;5,25;0,43;
01/08/20 16:00;41,67;7,66;1,31;5,66;0,42;
01/08/20 17:00;24,38;9,96;1,39;7,83;0,42;
01/08/20 18:00;44,17;12,07;1,44;9,87;0,43;
01/08/20 19:00;34,21;13,02;1,26;11,08;0,44;
01/08/20 20:00;39,17;16,96;1,21;15,10;0,45;
01/08/20 21:00;27,27;15,91;1,17;14,11;0,44;
01/08/20 22:00;32,26;12,14;1,22;10,28;0,45;
01/08/20 23:00;33,63;20,41;1,43;18,22;0,46;
02/08/20 00:00;38,04;19,64;1,40;17,50;0,47;
02/08/20 01:00;34,21;17,46;1,43;15,26;0,48;
02/08/20 02:00;31,49;11,60;1,16;9,82;0,44;
02/08/20 03:00;33,34;8,96;1,16;7,18;0,42;
02/08/20 04:00;36,65;8,95;1,12;7,24;0,43;
02/08/20 05:00;36,27;10,59;1,07;8,95;0,41;
02/08/20 06:00;26,56;15,68;1,28;13,72;0,41;
02/08/20 07:00;40,02;;;;0,42;
02/08/20 08:00;34,89;13,35;1,39;11,22;0,39;
02/08/20 09:00;23,84;10,99;1,29;9,02;0,38;
02/08/20 10:00;31,15;10,78;1,28;8,82;;
02/08/20 11:00;17,36;9,34;1,19;7,52;0,34;
02/08/20 12:00;20,09;9,10;1,22;7,23;0,33;
02/08/20 13:00;21,06;8,40;1,13;6,67;0,33;
02/08/20 14:00;22,59;6,90;1,13;5,17;0,34;
02/08/20 15:00;21,66;7,05;1,07;5,42;0,32;
02/08/20 16:00;16,56;7,45;1,14;5,70;0,29;
02/08/20 17:00;27,62;7,30;1,15;5,54;0,26;
02/08/20 18:00;16,91;7,72;1,08;6,05;0,25;
02/08/20 19:00;10,27;15,77;0,98;14,27;0,28;
02/08/20 20:00;19,82;29,07;1,01;27,51;0,31;
02/08/20 21:00;19,18;51,66;1,33;49,63;0,31;
02/08/20 22:00;28,63;70,59;1,66;68,04;0,35;
02/08/20 23:00;37,02;69,08;1,95;66,09;0,35;
03/08/20 00:00;25,04;58,26;2,12;55,01;0,35;
03/08/20 01:00;34,36;45,72;1,72;43,08;0,34;
03/08/20 02:00;26,30;33,05;1,60;30,59;0,31;
03/08/20 03:00;17,46;27,96;1,70;25,33;0,29;
03/08/20 04:00;18,12;27,43;1,56;25,05;0,27;
03/08/20 05:00;17,39;44,46;3,48;39,13;0,26;
03/08/20 06:00;27,49;47,68;3,41;42,45;0,34;
03/08/20 07:00;34,88;51,39;5,63;42,76;0,36;
03/08/20 08:00;49,16;43,19;5,88;34,17;0,33;
03/08/20 09:00;38,99;51,08;11,58;33,33;0,33;
03/08/20 10:00;36,93;74,24;18,79;45,57;0,35;
03/08/20 11:00;47,64;112,22;27,49;70,49;0,34;
03/08/20 12:00;79,61;51,86;11,32;34,51;0,30;
03/08/20 13:00;34,41;48,14;12,51;28,99;0,32;
03/08/20 14:00;39,91;131,41;41,57;67,74;0,34;
03/08/20 15:00;54,18;136,36;41,20;73,18;0,36;
03/08/20 16:00;49,91;136,76;45,66;66,85;0,39;
03/08/20 17:00;36,15;203,31;77,09;85,15;0,39;
03/08/20 18:00;35,32;35,96;7,85;23,91;0,39;
03/08/20 19:00;45,68;53,29;16,56;27,94;0,40;
03/08/20 20:00;39,89;13,71;2,13;10,45;0,43;
03/08/20 21:00;32,03;10,21;1,49;7,92;0,43;
03/08/20 22:00;33,39;8,96;1,39;6,84;;
03/08/20 23:00;31,24;8,28;1,25;6,36;0,41;
04/08/20 00:00;29,90;9,86;1,35;7,78;0,43;
04/08/20 01:00;19,47;11,08;1,27;9,14;0,42;
04/08/20 02:00;33,07;9,68;1,19;7,86;0,42;
04/08/20 03:00;30,84;12,49;1,18;10,69;0,43;
04/08/20 04:00;37,33;12,29;1,27;10,34;0,43;
04/08/20 05:00;35,42;;;;0,43;
04/08/20 06:00;37,27;48,42;3,54;42,99;0,49;
04/08/20 07:00;40,00;57,62;6,04;48,36;0,49;
04/08/20 08:00;54,90;40,79;7,43;29,40;0,44;
04/08/20 09:00;43,57;57,02;10,30;41,23;0,49;
04/08/20 10:00;46,29;65,88;16,56;40,50;0,46;
04/08/20 11:00;49,62;89,31;25,65;50,01;0,46;
04/08/20 12:00;41,79;94,36;29,56;49,07;0,45;
04/08/20 13:00;39,16;94,58;29,19;49,84;0,43;
04/08/20 14:00;47,22;102,97;33,05;52,38;0,42;
04/08/20 15:00;37,63;21,22;2,94;16,72;0,40;
04/08/20 16:00;15,19;70,03;18,42;41,87;0,35;
04/08/20 17:00;25,37;21,25;3,37;16,10;0,43;
04/08/20 18:00;28,49;18,96;2,85;14,59;0,39;
04/08/20 19:00;22,69;20,32;2,49;16,51;0,32;
04/08/20 20:00;13,88;31,19;2,51;27,34;0,24;
04/08/20 21:00;11,58;22,93;1,62;20,44;0,24;
04/08/20 22:00;17,65;18,55;1,73;15,90;0,26;
04/08/20 23:00;20,61;11,99;1,48;9,72;0,26;
05/08/20 00:00;25,73;10,25;1,34;8,20;0,23;
05/08/20 01:00;17,59;8,86;1,32;6,83;0,21;
05/08/20 02:00;18,97;10,15;1,17;8,35;0,21;
05/08/20 03:00;23,75;10,23;1,12;8,51;0,21;
05/08/20 04:00;20,40;8,74;1,21;6,90;0,21;
05/08/20 05:00;19,69;15,57;1,65;12,99;0,23;
05/08/20 06:00;30,85;32,18;2,60;28,19;0,25;
05/08/20 07:00;45,64;30,76;3,34;25,65;0,29;
05/08/20 08:00;43,83;31,50;5,23;23,50;0,29;
05/08/20 09:00;34,29;38,67;7,87;26,69;0,26;
05/08/20 10:00;31,46;18,32;2,83;13,97;;
05/08/20 11:00;21,33;11,62;1,81;8,85;0,40;
05/08/20 12:00;24,29;11,30;1,86;8,44;0,40;
05/08/20 13:00;20,63;9,38;1,68;6,80;0,31;
05/08/20 14:00;18,47;11,47;2,00;8,42;0,31;
05/08/20 15:00;20,03;15,64;2,27;12,16;0,34;
05/08/20 16:00;20,40;28,36;3,81;22,52;0,33;
05/08/20 17:00;21,02;25,85;3,52;20,47;0,37;
05/08/20 18:00;15,99;26,51;3,50;21,10;0,37;
05/08/20 19:00;14,45;26,90;3,07;22,26;0,37;
05/08/20 20:00;16,25;37,88;3,58;32,36;0,39;
05/08/20 21:00;10,82;29,22;2,88;24,81;0,36;
05/08/20 22:00;12,71;26,86;2,40;23,19;0,35;
05/08/20 23:00;9,13;24,07;3,03;19,42;0,35;
06/08/20 00:00;8,16;18,47;2,26;15,00;0,33;
06/08/20 01:00;;12,58;1,90;9,66;0,32;
06/08/20 02:00;7,45;12,86;1,82;10,07;0,32;
06/08/20 03:00;11,70;;;;0,32;
06/08/20 04:00;10,74;12,27;2,39;8,63;0,32;
06/08/20 05:00;8,99;18,23;2,20;14,86;0,32;
06/08/20 06:00;8,08;24,25;3,42;19,01;0,34;
06/08/20 07:00;12,96;38,67;6,55;28,63;0,37;
06/08/20 08:00;22,06;71,22;16,84;45,40;0,40;
06/08/20 09:00;28,14;44,76;9,49;30,20;0,37;
06/08/20 10:00;17,29;28,49;4,19;22,12;0,35;
06/08/20 11:00;13,03;23,68;4,24;17,23;0,36;
06/08/20 12:00;16,07;21,88;3,63;16,30;0,34;
06/08/20 13:00;9,34;14,89;2,79;10,61;0,35;
06/08/20 14:00;11,06;14,80;3,50;9,50;0,33;
06/08/20 15:00;5,39;11,18;2,74;7,02;0,35;
06/08/20 16:00;16,39;13,27;2,89;8,85;0,36;
06/08/20 17:00;14,04;13,34;2,76;9,11;0,36;
06/08/20 18:00;13,84;13,93;2,53;10,05;0,36;
06/08/20 19:00;14,55;13,72;2,05;10,57;0,36;
06/08/20 20:00;21,50;19,72;2,20;16,34;0,49;
06/08/20 21:00;38,24;17,16;2,28;13,65;0,48;
06/08/20 22:00;13,58;21,10;2,12;17,85;;
06/08/20 23:00;14,62;19,96;1,97;16,94;0,34;
07/08/20 00:00;9,31;12,80;1,82;10,01;0,35;
07/08/20 01:00;12,55;9,34;1,66;6,81;0,35;
07/08/20 02:00;16,82;8,95;1,56;6,55;0,36;
07/08/20 03:00;18,35;8,65;1,43;6,46;0,36;
07/08/20 04:00;12,51;10,28;1,52;7,95;0,36;
07/08/20 05:00;17,34;16,65;2,12;13,42;0,37;
07/08/20 06:00;16,10;16,77;2,22;13,36;0,39;
07/08/20 07:00;26,95;24,79;4,40;18,14;0,41;
07/08/20 08:00;33,94;24,88;3,88;18,93;0,41;
07/08/20 09:00;24,34;15,11;2,52;11,26;0,39;
07/08/20 10:00;20,72;16,27;2,83;11,93;0,37;
07/08/20 11:00;15,61;14,57;2,82;10,26;0,37;
07/08/20 12:00;18,66;26,32;4,38;19,61;0,37;
07/08/20 13:00;25,20;10,80;2,11;7,57;0,37;
07/08/20 14:00;21,28;13,58;2,50;9,74;0,39;
07/08/20 15:00;27,26;12,15;2,20;8,78;0,39;
07/08/20 16:00;24,59;10,33;1,96;7,32;0,37;
07/08/20 17:00;13,54;12,37;1,75;9,70;0,41;
07/08/20 18:00;13,91;14,86;1,94;11,89;0,41;
07/08/20 19:00;13,26;18,67;2,17;15,34;0,39;
07/08/20 20:00;11,29;21,69;1,53;19,35;0,40;
07/08/20 21:00;24,43;17,60;1,65;15,07;0,43;
07/08/20 22:00;23,07;26,12;1,79;23,37;0,40;
07/08/20 23:00;23,21;18,30;1,56;15,91;0,38;
08/08/20 00:00;23,37;19,33;1,64;16,82;0,39;
08/08/20 01:00;32,88;;;;0,39;
08/08/20 02:00;34,11;11,12;1,32;9,07;0,40;
08/08/20 03:00;32,37;8,46;1,16;6,68;0,39;
08/08/20 04:00;26,67;9,12;1,32;7,10;0,39;
08/08/20 05:00;25,64;13,39;1,54;11,03;0,39;
08/08/20 06:00;39,75;14,99;1,65;12,46;0,40;
08/08/20 07:00;47,74;16,21;2,05;13,07;0,43;
08/08/20 08:00;36,23;17,20;2,13;13,93;0,44;
08/08/20 09:00;29,55;12,63;1,76;9,93;0,42;
08/08/20 10:00;18,38;12,46;2,08;9,28;;
08/08/20 11:00;16,57;11,86;1,97;8,84;0,40;
08/08/20 12:00;27,02;13,86;2,47;10,09;0,40;
08/08/20 13:00;13,95;11,04;1,91;8,11;0,38;
08/08/20 14:00;16,30;7,62;1,51;5,31;0,38;
08/08/20 15:00;14,91;5,93;1,37;3,83;0,37;
08/08/20 16:00;10,39;7,59;1,46;5,35;0,36;
08/08/20 17:00;11,86;8,98;1,38;6,87;0,38;
08/08/20 18:00;26,19;10,94;1,51;8,60;0,41;
08/08/20 19:00;19,51;12,85;1,32;10,82;0,42;
08/08/20 20:00;17,43;14,53;1,28;12,57;0,43;
08/08/20 21:00;15,68;10,63;1,28;8,68;0,41;
08/08/20 22:00;15,45;8,85;1,27;6,90;0,38;
08/08/20 23:00;11,66;8,87;1,34;6,81;0,37;
09/08/20 00:00;18,15;13,96;1,51;11,64;0,39;
09/08/20 01:00;10,15;12,65;1,42;10,47;0,37;
09/08/20 02:00;19,21;10,58;1,27;8,62;0,36;
09/08/20 03:00;14,55;7,67;1,13;5,93;0,35;
09/08/20 04:00;17,07;8,29;1,13;6,55;0,37;
09/08/20 05:00;22,40;10,36;1,15;8,59;0,40;
09/08/20 06:00;21,64;13,54;1,28;11,57;0,43;
09/08/20 07:00;31,58;15,31;1,65;12,78;0,44;
09/08/20 08:00;33,76;14,93;1,74;12,25;0,43;
09/08/20 09:00;20,58;9,91;1,50;7,61;0,41;
09/08/20 10:00;34,01;10,09;1,58;7,66;0,43;
09/08/20 11:00;31,67;9,91;1,52;7,58;0,46;
09/08/20 12:00;38,52;9,44;1,55;7,06;0,44;
09/08/20 13:00;31,38;8,26;1,42;6,08;0,44;
09/08/20 14:00;34,25;6,07;1,25;4,15;0,42;
09/08/20 15:00;28,95;6,62;1,31;4,61;0,41;
09/08/20 16:00;30,14;6,43;1,33;4,39;0,42;
09/08/20 17:00;29,47;7,71;1,28;5,74;0,39;
09/08/20 18:00;26,36;11,12;1,26;9,19;0,40;
09/08/20 19:00;40,10;12,91;1,16;11,12;0,45;
09/08/20 20:00;40,37;12,66;1,13;10,92;0,48;
09/08/20 21:00;33,42;13,66;1,19;11,84;0,48;
09/08/20 22:00;29,38;12,48;1,25;10,56;;
09/08/20 23:00;29,77;;;;0,45;
10/08/20 00:00;25,83;17,75;1,28;15,78;0,42;
10/08/20 01:00;27,45;15,55;1,24;13,66;0,41;
10/08/20 02:00;18,12;10,25;1,17;8,46;0,40;
10/08/20 03:00;26,83;10,64;1,23;8,76;0,39;
10/08/20 04:00;32,82;35,58;4,85;28,15;0,41;
10/08/20 05:00;33,80;37,72;2,38;34,06;0,44;
10/08/20 06:00;29,32;38,69;2,56;34,77;0,44;
10/08/20 07:00;42,68;35,36;3,26;30,36;0,44;
10/08/20 08:00;51,19;22,49;2,49;18,67;0,42;
10/08/20 09:00;33,44;17,05;1,98;14,02;0,43;
10/08/20 10:00;34,67;13,70;1,60;11,24;0,44;
10/08/20 11:00;30,39;12,08;1,52;9,75;0,46;
10/08/20 12:00;25,96;10,69;1,42;8,51;0,46;
10/08/20 13:00;36,14;9,24;1,39;7,11;0,46;
10/08/20 14:00;29,10;7,19;1,27;5,24;0,46;
10/08/20 15:00;33,42;7,24;1,20;5,39;0,46;
10/08/20 16:00;33,73;8,47;1,27;6,53;0,46;
10/08/20 17:00;29,98;10,04;1,23;8,15;0,46;
10/08/20 18:00;40,62;10,63;1,10;8,94;0,46;
10/08/20 19:00;31,30;16,11;1,11;14,41;0,51;
10/08/20 20:00;35,90;33,68;1,13;31,94;0,54;
10/08/20 21:00;31,81;45,31;1,30;43,32;0,59;
10/08/20 22:00;36,19;38,25;1,38;36,14;0,55;
10/08/20 23:00;37,40;39,69;1,54;37,34;0,60;
11/08/20 00:00;38,14;31,91;1,39;29,77;0,52;
11/08/20 01:00;23,72;26,79;1,36;24,70;0,50;
11/08/20 02:00;40,86;22,25;1,38;20,14;0,46;
11/08/20 03:00;33,97;15,20;1,22;13,34;0,42;
11/08/20 04:00;30,41;20,37;1,35;18,30;0,41;
11/08/20 05:00;26,79;28,45;1,41;26,29;0,41;
11/08/20 06:00;43,96;59,86;4,92;52,32;0,44;
11/08/20 07:00;54,99;95,48;15,80;71,26;0,48;
11/08/20 08:00;117,01;64,62;9,18;50,54;0,47;
11/08/20 09:00;76,59;37,36;3,83;31,50;0,47;
11/08/20 10:00;52,37;18,48;1,93;15,52;;
11/08/20 11:00;39,15;13,93;1,59;11,49;0,43;
11/08/20 12:00;32,06;11,97;1,50;9,67;0,44;
11/08/20 13:00;39,93;10,83;1,45;8,60;0,46;
11/08/20 14:00;33,27;11,45;1,57;9,04;0,46;
11/08/20 15:00;29,55;13,54;1,87;10,67;0,46;
11/08/20 16:00;38,78;13,92;1,63;11,42;0,50;
11/08/20 17:00;37,94;15,72;1,58;13,30;0,46;
11/08/20 18:00;37,66;31,88;1,74;29,22;0,45;
11/08/20 19:00;35,62;39,90;1,30;37,91;0,54;
11/08/20 20:00;33,99;79,34;1,69;76,74;0,55;
11/08/20 21:00;46,85;;;;0,63;
11/08/20 22:00;41,96;67,43;1,56;65,04;0,59;
11/08/20 23:00;47,46;65,05;2,01;61,98;0,60;
12/08/20 00:00;36,60;56,87;2,41;53,17;0,54;
12/08/20 01:00;22,72;38,23;1,56;35,84;0,44;
12/08/20 02:00;28,46;31,61;1,56;29,22;0,41;
12/08/20 03:00;28,98;23,75;1,52;21,42;0,39;
12/08/20 04:00;28,44;27,76;1,62;25,28;0,37;
12/08/20 05:00;25,08;36,74;2,48;32,94;0,40;
12/08/20 06:00;26,93;67,92;5,17;59,99;0,43;
12/08/20 07:00;39,51;81,23;12,76;61,67;0,45;
12/08/20 08:00;50,56;45,54;5,89;36,51;0,44;
12/08/20 09:00;51,80;24,65;2,61;20,65;0,42;
12/08/20 10:00;41,91;20,54;2,19;17,17;0,42;
12/08/20 11:00;28,50;13,67;1,62;11,18;0,41;
12/08/20 12:00;30,17;11,94;1,59;9,51;0,42;
12/08/20 13:00;29,74;11,42;1,50;9,12;0,44;
12/08/20 14:00;24,64;10,23;1,47;7,98;0,42;
12/08/20 15:00;26,01;10,95;1,56;8,56;0,40;
12/08/20 16:00;22,63;13,32;1,76;10,62;0,37;
12/08/20 17:00;21,14;11,99;1,43;9,80;0,36;
12/08/20 18:00;28,80;14,26;1,25;12,34;0,42;
12/08/20 19:00;26,50;16,45;1,09;14,78;0,47;
12/08/20 20:00;32,45;26,67;1,12;24,95;0,51;
12/08/20 21:00;29,54;36,63;1,27;34,68;0,49;
12/08/20 22:00;30,42;40,20;1,47;37,94;;
12/08/20 23:00;27,42;29,99;1,53;27,65;0,45;
13/08/20 00:00;29,32;24,01;1,43;21,83;0,41;
13/08/20 01:00;33,06;31,42;1,44;29,21;0,42;
13/08/20 02:00;34,72;29,86;1,45;27,66;0,40;
13/08/20 03:00;23,08;28,79;1,41;26,62;0,38;
13/08/20 04:00;27,78;36,37;1,87;33,50;0,38;
13/08/20 05:00;32,26;35,45;2,14;32,17;0,39;
13/08/20 06:00;36,12;52,01;2,90;47,57;0,45;
13/08/20 07:00;50,49;63,13;7,12;52,22;0,48;
13/08/20 08:00;53,39;33,65;3,52;28,25;0,40;
13/08/20 09:00;46,68;26,23;2,61;22,23;0,43;
13/08/20 10:00;47,56;26,20;2,44;22,45;0,47;
13/08/20 11:00;39,96;12,62;1,56;10,22;0,41;
13/08/20 12:00;28,80;11,38;1,48;9,10;0,39;
13/08/20 13:00;22,50;10,18;1,46;7,94;0,38;
13/08/20 14:00;24,32;10,79;1,48;8,51;0,39;
13/08/20 15:00;30,33;11,02;1,57;8,60;0,41;
13/08/20 16:00;26,21;10,89;1,63;8,35;0,40;
13/08/20 17:00;26,11;13,94;1,46;11,67;0,44;
13/08/20 18:00;34,35;33,60;1,88;30,71;0,47;
13/08/20 19:00;30,49;;;;0,50;
13/08/20 20:00;32,65;90,72;1,53;88,38;0,55;
13/08/20 21:00;37,77;77,95;2,51;74,10;0,56;
13/08/20 22:00;33,18;39,18;1,54;36,82;0,48;
13/08/20 23:00;29,99;41,15;1,63;38,65;0,45;
14/08/20 00:00;25,88;34,06;1,48;31,78;0,43;
14/08/20 01:00;37,26;29,56;1,47;27,30;0,41;
14/08/20 02:00;33,57;26,78;1,34;24,72;0,42;
14/08/20 03:00;39,25;49,79;2,67;45,70;0,44;
14/08/20 04:00;34,72;63,10;2,63;59,07;0,46;
14/08/20 05:00;29,99;44,03;1,71;41,41;0,44;
14/08/20 06:00;42,04;83,65;8,71;70,30;0,54;
14/08/20 07:00;50,64;111,51;20,87;79,51;0,52;
14/08/20 08:00;53,22;67,73;8,99;53,94;0,46;
14/08/20 09:00;42,37;44,88;5,60;36,30;0,44;
14/08/20 10:00;31,90;45,59;4,17;39,19;;
14/08/20 11:00;37,55;17,71;1,91;14,78;0,39;
14/08/20 12:00;29,74;14,32;1,71;11,70;0,37;
14/08/20 13:00;23,13;11,85;1,65;9,33;0,35;
14/08/20 14:00;27,54;10,72;1,53;8,38;0,35;
14/08/20 15:00;16,61;10,21;1,36;8,13;0,37;
14/08/20 16:00;34,48;12,34;1,40;10,19;0,40;
14/08/20 17:00;26,41;43,35;11,53;25,70;0,43;
14/08/20 18:00;30,67;104,07;30,97;56,66;0,36;
14/08/20 19:00;27,67;13,75;1,58;11,34;0,38;
14/08/20 20:00;23,31;16,12;1,71;13,50;0,40;
14/08/20 21:00;27,63;15,52;1,53;13,18;0,40;
14/08/20 22:00;25,95;17,35;1,32;15,33;0,41;
14/08/20 23:00;30,33;17,68;1,42;15,51;0,40;
15/08/20 00:00;29,41;16,08;1,29;14,10;0,41;
15/08/20 01:00;35,32;15,31;1,39;13,17;0,38;
15/08/20 02:00;33,90;15,55;1,38;13,43;0,36;
15/08/20 03:00;37,37;12,14;1,25;10,22;0,39;
15/08/20 04:00;40,20;11,63;1,26;9,69;0,42;
15/08/20 05:00;40,59;18,52;1,31;16,51;0,40;
15/08/20 06:00;37,47;24,73;1,58;22,30;0,43;
15/08/20 07:00;40,98;24,63;2,09;21,43;0,45;
15/08/20 08:00;47,56;14,08;1,83;11,28;0,46;
15/08/20 09:00;43,63;13,67;1,73;11,01;0,46;
15/08/20 10:00;39,16;12,68;1,64;10,18;0,47;
15/08/20 11:00;27,68;9,93;1,42;7,74;0,46;
15/08/20 12:00;37,88;8,24;1,43;6,06;0,47;
15/08/20 13:00;24,50;7,10;1,33;5,05;0,47;
15/08/20 14:00;24,99;5,50;1,22;3,64;0,45;
15/08/20 15:00;24,50;4,87;1,21;3,01;0,43;
15/08/20 16:00;16,83;4,33;1,15;2,57;0,42;
15/08/20 17:00;29,90;;;;0,44;
15/08/20 18:00;24,37;6,40;0,95;4,95;0,45;
15/08/20 19:00;27,58;6,60;1,04;5,01;0,46;
15/08/20 20:00;28,86;12,38;1,30;10,39;0,48;
15/08/20 21:00;29,66;13,34;1,33;11,30;0,48;
15/08/20 22:00;23,74;10,67;1,12;8,96;;
15/08/20 23:00;17,36;13,79;1,12;12,08;0,47;
16/08/20 00:00;16,07;16,70;1,29;14,71;0,47;
16/08/20 01:00;36,20;13,96;1,15;12,19;0,40;
16/08/20 02:00;32,81;13,01;1,21;11,15;0,40;
16/08/20 03:00;26,77;15,10;1,23;13,21;0,41;
16/08/20 04:00;26,33;13,46;1,17;11,67;0,43;
16/08/20 05:00;23,94;11,22;1,11;9,52;0,44;
16/08/20 06:00;26,05;12,89;1,36;10,81;0,46;
16/08/20 07:00;28,06;15,65;1,65;13,12;0,47;
16/08/20 08:00;33,96;12,25;1,70;9,64;0,46;
16/08/20 09:00;28,54;11,38;1,59;8,94;0,46;
16/08/20 10:00;19,47;10,27;1,28;8,32;0,45;
16/08/20 11:00;24,29;7,88;1,24;5,98;0,44;
16/08/20 12:00;22,47;6,82;1,19;5,00;0,43;
16/08/20 13:00;21,13;7,50;1,25;5,57;0,44;
16/08/20 14:00;22,55;5,25;1,10;3,56;0,43;
16/08/20 15:00;13,06;4,71;1,13;2,97;0,42;
16/08/20 16:00;19,40;5,56;1,08;3,90;0,42;
16/08/20 17:00;19,30;8,52;1,32;6,49;0,42;
16/08/20 18:00;21,64;7,74;1,14;5,99;0,43;
16/08/20 19:00;10,54;17,42;1,02;15,86;0,43;
16/08/20 20:00;15,18;30,78;1,22;28,90;0,45;
16/08/20 21:00;19,18;23,20;1,10;21,51;0,45;
16/08/20 22:00;15,55;26,91;1,15;25,15;0,45;
16/08/20 23:00;26,34;34,48;1,52;32,15;0,44;
17/08/20 00:00;14,84;40,14;1,38;38,03;0,46;
17/08/20 01:00;31,10;50,65;1,64;48,13;0,50;
17/08/20 02:00;30,91;39,15;1,34;37,09;0,49;
17/08/20 03:00;28,16;51,99;2,32;48,43;0,54;
17/08/20 04:00;19,15;60,80;5,27;52,72;0,53;
17/08/20 05:00;30,41;48,60;2,81;44,30;0,48;
17/08/20 06:00;31,24;37,04;1,85;34,20;0,46;
17/08/20 07:00;29,74;31,70;2,65;27,64;0,46;
17/08/20 08:00;33,50;32,32;3,33;27,22;0,47;
17/08/20 09:00;40,20;30,17;3,08;25,45;0,46;
17/08/20 10:00;33,61;22,37;2,36;18,76;;
17/08/20 11:00;34,09;16,67;1,80;13,91;0,50;
17/08/20 12:00;24,79;12,49;1,50;10,19;0,44;
17/08/20 13:00;29,85;13,97;1,53;11,62;0,46;
17/08/20 14:00;19,04;12,00;1,47;9,74;0,45;
17/08/20 15:00;15,46;;;;0,42;
17/08/20 16:00;30,13;10,46;1,44;8,25;0,42;
17/08/20 17:00;25,60;23,72;5,19;15,76;0,45;
17/08/20 18:00;33,80;17,62;2,11;14,39;0,44;
17/08/20 19:00;26,89;25,44;5,45;17,11;0,44;
17/08/20 20:00;26,10;26,69;2,33;23,11;0,46;
17/08/20 21:00;38,36;25,46;3,12;20,71;0,46;
17/08/20 22:00;37,72;12,79;1,18;10,99;0,47;
17/08/20 23:00;20,36;13,43;1,32;11,41;0,43;
18/08/20 00:00;26,34;13,86;1,19;12,04;0,42;
18/08/20 01:00;29,99;16,15;1,22;14,28;0,44;
18/08/20 02:00;41,63;14,20;1,13;12,47;0,43;
18/08/20 03:00;38,09;15,36;1,19;13,54;0,43;
18/08/20 04:00;30,35;14,93;1,22;13,06;0,41;
18/08/20 05:00;40,61;34,36;1,66;31,81;0,46;
18/08/20 06:00;41,76;54,30;4,88;46,81;0,46;
18/08/20 07:00;53,30;52,42;6,22;42,87;0,46;
18/08/20 08:00;45,52;24,04;3,40;18,83;0,46;
18/08/20 09:00;38,69;17,31;2,53;13,45;0,45;
18/08/20 10:00;34,24;16,12;2,10;12,91;0,46;
18/08/20 11:00;38,37;16,05;1,83;13,25;0,46;
18/08/20 12:00;24,97;13,94;1,61;11,47;0,46;
18/08/20 13:00;33,18;10,56;1,40;8,40;0,44;
18/08/20 14:00;31,59;7,16;1,25;5,24;0,45;
18/08/20 15:00;32,78;5,91;1,16;4,14;0,45;
18/08/20 16:00;30,65;5,58;1,14;3,83;0,44;
18/08/20 17:00;50,82;6,91;1,06;5,28;0,44;
