NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
30/04/2020 05:00;1,49;7,53;8,96;0,43;6,60;0,04;;
30/04/2020 06:00;1,43;13,53;16,01;0,44;6,60;0,04;;
30/04/2020 07:00;1,59;15,76;20,32;0,47;6,60;0,06;;
30/04/2020 08:00;1,60;11,27;15,79;0,47;6,60;0,13;;
30/04/2020 09:00;1,53;8,87;13,08;0,44;6,60;0,09;;
30/04/2020 10:00;1,72;11,41;17,67;0,45;6,60;0,04;;
30/04/2020 11:00;1,44;4,88;7,57;0,44;6,60;0,03;;
30/04/2020 12:00;1,51;4,06;6,54;0,43;6,60;0,01;;
30/04/2020 13:00;1,46;10,01;15,51;0,44;6,60;;;
30/04/2020 14:00;1,42;4,91;7,66;0,43;6,60;0,02;;
30/04/2020 15:00;1,41;4,21;6,40;0,43;6,60;0,01;;
30/04/2020 16:00;1,46;6,10;8,71;0,44;6,60;;;
30/04/2020 17:00;1,52;4,05;5,57;0,44;6,60;0,01;;
30/04/2020 18:00;1,37;7,10;8,97;0,45;6,60;0,01;;
30/04/2020 19:00;1,44;29,81;32,41;0,47;6,60;0,02;;
30/04/2020 20:00;1,35;10,49;11,86;0,47;6,60;0,07;;
30/04/2020 21:00;1,39;11,25;12,67;0,50;6,60;0,23;;
30/04/2020 22:00;1,47;15,71;17,28;0,53;6,60;0,32;;
30/04/2020 23:00;1,48;11,21;12,75;0,54;6,60;0,36;;
05/01/20 00:00;1,38;5,48;6,73;0,51;6,60;0,10;;
05/01/20 01:00;;6,55;7,90;0,53;12,90;0,04;;
05/01/20 02:00;1,17;;;0,54;12,90;0,06;;
05/01/20 03:00;1,44;2,78;3,92;0,54;12,90;0,07;;
05/01/20 04:00;1,42;3,79;5,11;0,55;12,90;0,11;;
05/01/20 05:00;1,24;8,64;9,86;0,57;12,90;0,16;;
05/01/20 06:00;1,45;7,31;9,04;0,56;12,90;0,22;;
05/01/20 07:00;1,49;9,03;13,02;0,60;12,90;0,45;;
05/01/20 08:00;1,75;11,87;17,27;0,71;12,90;0,57;;
05/01/20 09:00;2,01;6,14;8,93;0,59;12,90;0,32;;
05/01/20 10:00;;;;;12,90;;;
05/01/20 11:00;1,59;1,70;3,17;0,21;12,90;0,05;;
05/01/20 12:00;1,04;1,82;3,18;0,20;12,90;0,03;;
05/01/20 13:00;0,88;1,25;2,66;0,19;12,90;0,03;;
05/01/20 14:00;1,51;1,17;2,62;0,19;12,90;0,01;;
05/01/20 15:00;1,36;0,99;2,38;0,18;12,90;;;
05/01/20 16:00;1,44;1,45;2,66;0,19;12,90;0,02;;
05/01/20 17:00;1,36;1,25;2,61;0,17;12,90;;;
05/01/20 18:00;1,35;2,09;3,55;0,19;12,90;0,03;;
05/01/20 19:00;1,52;2,50;3,84;0,19;12,90;0,04;;
05/01/20 20:00;1,41;3,73;5,00;0,22;12,90;0,21;;
05/01/20 21:00;1,36;4,71;6,10;0,22;12,90;0,11;;
05/01/20 22:00;1,46;6,59;8,10;0,22;12,90;0,06;;
05/01/20 23:00;1,48;4,64;5,99;0,23;12,90;0,04;;
05/02/20 00:00;1,39;3,15;4,34;0,26;12,90;0,08;;
05/02/20 01:00;1,53;2,05;3,29;0,25;11,10;0,08;;
05/02/20 02:00;1,39;4,26;5,58;0,26;11,10;0,05;;
05/02/20 03:00;1,56;7,96;9,85;0,28;11,10;0,13;;
05/02/20 04:00;1,73;3,83;5,28;0,24;11,10;0,12;;
05/02/20 05:00;1,50;5,35;6,90;0,25;11,10;0,03;;
05/02/20 06:00;1,59;6,90;8,47;0,25;11,10;0,03;;
05/02/20 07:00;1,55;6,57;8,41;0,25;11,10;0,02;;
05/02/20 08:00;1,56;5,66;7,55;0,29;11,10;0,14;;
05/02/20 09:00;1,68;4,08;6,05;0,25;11,10;0,07;;
05/02/20 10:00;1,39;2,96;4,77;0,24;11,10;0,04;;
05/02/20 11:00;1,68;2,86;4,66;0,24;11,10;0,01;;
05/02/20 12:00;1,62;3,00;4,77;0,25;11,10;0,03;;
05/02/20 13:00;1,61;9,78;12,09;0,26;11,10;0,03;;
05/02/20 14:00;1,50;6,65;8,66;0,25;11,10;0,02;;
05/02/20 15:00;1,64;4,69;6,81;0,25;11,10;;;
05/02/20 16:00;1,45;5,70;8,07;0,24;11,10;0,01;;
05/02/20 17:00;1,49;2,25;3,66;0,24;11,10;0,24;;
05/02/20 18:00;1,51;4,46;5,99;0,27;11,10;;;
05/02/20 19:00;1,48;2,97;4,26;0,29;11,10;0,02;;
05/02/20 20:00;1,50;5,69;6,99;0,31;11,10;0,04;;
05/02/20 21:00;1,55;10,08;11,38;0,36;11,10;0,09;;
05/02/20 22:00;1,41;11,02;12,69;0,39;11,10;0,09;;
05/02/20 23:00;1,42;5,36;6,85;0,41;11,10;0,25;;
05/03/20 00:00;1,35;3,78;5,16;0,38;11,10;0,15;;
05/03/20 01:00;;4,89;6,18;0,40;10,90;0,15;;
05/03/20 02:00;1,57;;;0,41;10,90;0,17;;
05/03/20 03:00;1,76;4,72;6,32;0,45;10,90;0,20;;
05/03/20 04:00;1,62;4,94;6,37;0,45;10,90;0,23;;
05/03/20 05:00;1,50;7,21;9,03;0,45;10,90;0,21;;
05/03/20 06:00;1,94;13,25;28,22;0,47;10,90;0,20;;
05/03/20 07:00;1,69;8,38;15,19;0,36;10,90;0,30;;
05/03/20 08:00;1,77;6,65;11,19;0,29;10,90;0,12;;
05/03/20 09:00;1,64;7,72;12,32;0,27;10,90;0,03;;
05/03/20 10:00;1,48;3,43;5,58;0,29;10,90;0,02;;
05/03/20 11:00;1,62;1,98;3,61;0,31;10,90;0,02;;
05/03/20 12:00;1,48;2,32;3,95;0,34;10,90;;;
05/03/20 13:00;1,50;3,13;5,18;0,33;10,90;0,01;;
05/03/20 14:00;1,56;5,28;8,36;0,31;10,90;;;
05/03/20 15:00;1,55;4,16;6,40;0,31;10,90;;;
05/03/20 16:00;1,43;2,98;4,91;0,32;10,90;;;
05/03/20 17:00;1,50;1,86;3,43;0,33;10,90;0,27;;
05/03/20 18:00;1,44;1,98;3,35;0,33;10,90;;;
05/03/20 19:00;1,55;9,55;11,08;0,35;10,90;1,20;;
05/03/20 20:00;1,61;7,17;8,41;0,33;10,90;1,00;;
05/03/20 21:00;1,45;9,09;10,94;0,35;10,90;0,01;;
05/03/20 22:00;1,35;6,93;8,41;0,34;10,90;0,04;;
05/03/20 23:00;1,35;8,04;9,53;0,34;10,90;0,04;;
05/04/20 00:00;1,38;5,56;7,00;0,35;10,90;0,04;;
05/04/20 01:00;1,29;4,06;5,28;0,37;9,70;0,03;;
05/04/20 02:00;1,32;3,35;4,48;0,38;9,70;0,04;;
05/04/20 03:00;1,49;4,91;6,38;0,39;9,70;0,04;;
05/04/20 04:00;1,63;6,72;8,07;0,40;9,70;0,04;;
05/04/20 05:00;1,32;4,81;6,06;0,40;9,70;0,04;;
05/04/20 06:00;1,35;4,12;5,52;0,39;9,70;0,04;;
05/04/20 07:00;1,47;12,47;17,04;0,40;9,70;0,04;;
05/04/20 08:00;1,40;14,90;21,34;0,39;9,70;0,04;;
05/04/20 09:00;1,34;5,82;8,70;0,39;9,70;0,03;;
05/04/20 10:00;1,48;4,22;6,81;0,40;9,70;0,03;;
05/04/20 11:00;1,48;3,57;5,69;0,40;9,70;0,03;;
05/04/20 12:00;1,42;4,05;6,49;0,38;9,70;0,03;;
05/04/20 13:00;1,16;2,76;4,87;0,39;9,70;0,03;;
05/04/20 14:00;1,18;3,39;5,91;0,40;9,70;0,03;;
05/04/20 15:00;1,48;3,50;5,68;0,39;9,70;;;
05/04/20 16:00;1,34;3,09;5,28;0,24;9,70;;;
05/04/20 17:00;1,34;3,40;5,41;0,01;9,70;;;
05/04/20 18:00;1,33;3,11;4,52;0,11;9,70;;;
05/04/20 19:00;1,29;9,73;11,70;0,05;9,70;;;
05/04/20 20:00;1,41;1,99;3,31;;9,70;;;
05/04/20 21:00;1,27;2,14;3,36;;9,70;;;
05/04/20 22:00;1,33;;;0,05;9,70;;;
05/04/20 23:00;1,35;2,37;3,79;0,20;9,70;0,11;;
05/05/20 00:00;1,38;5,67;7,03;0,11;9,70;0,07;;
05/05/20 01:00;;6,31;7,73;0,13;15,30;0,07;;
05/05/20 02:00;1,38;;;;15,30;0,06;;
05/05/20 03:00;1,42;4,60;6,03;;15,30;0,05;;
05/05/20 04:00;1,32;6,64;7,96;;15,30;0,11;;
05/05/20 05:00;1,48;25,63;28,57;;15,30;0,06;;
05/05/20 06:00;1,52;18,60;28,14;;15,30;0,20;;
05/05/20 07:00;1,75;21,05;31,05;;15,30;0,47;;
05/05/20 08:00;2,46;19,39;28,35;0,42;15,30;0,30;;
05/05/20 09:00;2,49;10,78;14,66;0,59;15,30;0,28;;
05/05/20 10:00;1,99;5,31;7,52;0,33;15,30;0,18;;
05/05/20 11:00;1,68;2,68;4,05;0,29;15,30;0,06;;
05/05/20 12:00;1,63;2,77;4,39;0,27;15,30;0,07;;
05/05/20 13:00;1,88;6,99;9,54;0,27;15,30;0,11;;
05/05/20 14:00;1,58;3,11;4,91;0,26;15,30;0,14;;
05/05/20 15:00;1,32;1,72;3,24;0,22;15,30;0,04;;
05/05/20 16:00;1,35;2,30;3,99;0,26;15,30;0,02;;
05/05/20 17:00;1,29;2,27;3,88;0,84;15,30;0,03;;
05/05/20 18:00;1,45;3,45;5,00;0,59;15,30;0,04;;
05/05/20 19:00;1,49;4,86;6,48;0,33;15,30;0,07;;
05/05/20 20:00;1,49;7,29;8,67;0,31;15,30;0,05;;
05/05/20 21:00;1,45;11,89;13,45;0,38;15,30;0,09;;
05/05/20 22:00;1,52;10,72;12,37;0,35;15,30;0,16;;
05/05/20 23:00;1,44;6,48;7,96;0,29;15,30;0,06;;
05/06/20 00:00;1,38;4,94;6,31;0,26;15,30;0,04;;
05/06/20 01:00;1,46;3,72;5,01;0,26;14,90;0,06;;
05/06/20 02:00;1,19;4,76;6,17;0,28;14,90;0,07;;
05/06/20 03:00;1,29;3,64;4,90;0,27;14,90;0,06;;
05/06/20 04:00;1,41;3,91;5,42;0,39;14,90;0,07;;
05/06/20 05:00;1,58;6,04;7,98;0,26;14,90;0,08;;
05/06/20 06:00;1,51;11,07;13,86;0,31;14,90;0,08;;
05/06/20 07:00;1,55;8,88;13,22;0,27;14,90;0,07;;
05/06/20 08:00;1,52;4,43;7,05;0,27;14,90;0,04;;
05/06/20 09:00;1,32;5,31;7,71;0,26;14,90;0,05;;
05/06/20 10:00;1,56;4,44;6,47;0,25;14,90;0,06;;
05/06/20 11:00;1,59;4,01;6,07;0,27;14,90;0,05;;
05/06/20 12:00;1,48;4,79;7,12;0,29;14,90;0,04;;
05/06/20 13:00;1,53;3,99;6,21;0,25;14,90;0,04;;
05/06/20 14:00;1,53;4,28;6,34;0,21;14,90;0,04;;
05/06/20 15:00;1,54;2,34;4,31;0,22;14,90;0,04;;
05/06/20 16:00;1,47;3,88;5,98;0,20;14,90;0,02;;
05/06/20 17:00;1,32;7,66;9,61;0,18;14,90;0,03;;
05/06/20 18:00;1,55;10,74;13,08;0,20;14,90;0,06;;
05/06/20 19:00;1,54;5,43;6,69;0,18;14,90;0,03;;
05/06/20 20:00;1,58;14,63;16,02;0,19;14,90;0,04;;
05/06/20 21:00;1,38;9,40;10,84;0,18;14,90;0,10;;
05/06/20 22:00;0,71;2,90;4,01;0,18;14,90;1,83;;
05/06/20 23:00;1,47;9,19;10,57;0,19;14,90;0,04;;
05/07/20 00:00;1,31;9,53;10,99;0,19;14,90;0,03;;
05/07/20 01:00;;8,38;9,87;0,20;12,90;0,04;;
05/07/20 02:00;1,01;;;0,22;12,90;0,04;;
05/07/20 03:00;1,32;16,61;18,38;0,21;12,90;0,03;;
05/07/20 04:00;1,29;13,37;14,64;0,21;12,90;0,04;;
05/07/20 05:00;1,49;10,20;11,78;0,22;12,90;0,04;;
05/07/20 06:00;1,48;12,55;14,91;0,26;12,90;0,05;;
05/07/20 07:00;1,50;8,61;11,75;0,38;12,90;0,20;;
05/07/20 08:00;1,57;11,50;16,22;0,29;12,90;0,11;;
05/07/20 09:00;1,52;8,15;12,11;0,28;12,90;0,04;;
05/07/20 10:00;1,37;7,60;11,54;0,25;12,90;0,03;;
05/07/20 11:00;1,34;6,26;9,61;0,24;12,90;0,03;;
05/07/20 12:00;1,49;3,60;6,12;0,23;12,90;0,02;;
05/07/20 13:00;1,38;6,81;10,19;0,25;12,90;0,03;;
05/07/20 14:00;1,32;7,50;11,30;0,24;12,90;0,03;;
05/07/20 15:00;1,24;3,33;5,74;0,31;12,90;0,02;;
05/07/20 16:00;1,44;4,38;7,09;0,27;12,90;0,03;;
05/07/20 17:00;1,33;2,36;4,38;0,25;12,90;0,02;;
05/07/20 18:00;1,20;3,16;5,27;0,41;12,90;0,01;;
05/07/20 19:00;1,48;3,27;4,87;0,26;12,90;0,01;;
05/07/20 20:00;0,25;1,51;2,86;0,34;12,90;0,02;;
05/07/20 21:00;1,06;1,64;3,07;0,27;12,90;0,01;;
05/07/20 22:00;1,21;2,44;3,89;0,27;12,90;0,03;;
05/07/20 23:00;1,39;2,08;3,35;0,30;12,90;0,03;;
05/08/20 00:00;1,25;3,49;4,62;0,27;12,90;0,03;;
05/08/20 01:00;1,14;4,57;5,98;0,55;16,70;0,03;;
05/08/20 02:00;1,25;8,24;9,90;0,86;16,70;0,03;;
05/08/20 03:00;1,01;15,21;17,04;0,89;16,70;0,04;;
05/08/20 04:00;1,25;14,60;16,31;0,91;16,70;0,05;;
05/08/20 05:00;1,27;11,95;14,21;0,51;16,70;0,05;;
05/08/20 06:00;1,20;17,72;21,39;0,55;16,70;0,05;;
05/08/20 07:00;1,32;12,88;17,32;0,98;16,70;0,05;;
05/08/20 08:00;1,26;7,98;11,57;0,94;16,70;0,05;;
05/08/20 09:00;1,10;7,06;10,39;0,57;16,70;0,04;;
05/08/20 10:00;1,28;5,37;8,26;0,40;16,70;0,04;;
05/08/20 11:00;1,21;5,03;7,79;0,93;16,70;0,03;;
05/08/20 12:00;1,29;3,41;5,49;0,93;16,70;0,03;;
05/08/20 13:00;1,37;5,63;8,32;1,00;16,70;0,03;;
05/08/20 14:00;1,15;4,74;7,19;0,96;16,70;0,03;;
05/08/20 15:00;1,19;4,01;6,18;0,93;16,70;0,03;;
05/08/20 16:00;1,35;9,02;12,67;0,93;16,70;0,03;;
05/08/20 17:00;1,37;3,57;5,45;0,90;16,70;0,03;;
05/08/20 18:00;1,41;20,50;26,08;0,93;16,70;0,03;;
05/08/20 19:00;1,36;22,93;25,19;1,05;16,70;0,03;;
05/08/20 20:00;1,05;7,35;8,76;1,06;16,70;0,03;;
05/08/20 21:00;1,27;20,26;21,99;1,08;16,70;0,05;;
05/08/20 22:00;1,41;23,10;25,59;1,10;16,70;0,09;;
05/08/20 23:00;1,35;20,79;23,49;1,13;16,70;0,11;;
05/09/20 00:00;1,38;18,07;20,78;1,08;16,70;0,34;;
05/09/20 01:00;;10,55;12,54;1,03;13,90;0,13;;
05/09/20 02:00;1,27;;;0,91;13,90;0,12;;
05/09/20 03:00;1,20;12,71;14,45;;13,90;0,13;;
05/09/20 04:00;1,35;17,18;19,94;;13,90;0,08;;
05/09/20 05:00;1,33;15,00;16,81;;13,90;0,09;;
05/09/20 06:00;1,20;12,44;14,77;;13,90;0,07;;
05/09/20 07:00;1,38;10,28;13,87;;13,90;0,18;;
05/09/20 08:00;1,49;4,34;6,27;;13,90;0,07;;
05/09/20 09:00;1,44;3,08;4,77;;13,90;0,06;;
05/09/20 10:00;1,55;2,50;4,05;;13,90;0,07;;
05/09/20 11:00;1,59;4,09;5,85;;13,90;0,06;;
05/09/20 12:00;1,39;2,40;4,07;;13,90;0,04;;
05/09/20 13:00;1,34;1,41;2,89;;13,90;0,03;;
05/09/20 14:00;1,25;1,48;3,02;;13,90;0,01;;
05/09/20 15:00;1,53;1,46;2,95;;13,90;0,02;;
05/09/20 16:00;1,48;1,73;3,25;;13,90;0,03;;
05/09/20 17:00;1,51;1,64;3,13;;13,90;0,03;;
05/09/20 18:00;1,57;2,10;3,51;;13,90;0,03;;
05/09/20 19:00;1,40;2,82;4,21;;13,90;0,03;;
05/09/20 20:00;1,08;5,51;7,08;;13,90;0,05;;
05/09/20 21:00;1,17;7,45;9,05;;13,90;0,04;;
05/09/20 22:00;1,42;7,26;8,65;;13,90;0,08;;
05/09/20 23:00;1,21;4,46;5,89;;13,90;0,06;;
05/10/20 00:00;1,31;4,15;5,63;;13,90;0,06;;
05/10/20 01:00;1,43;4,71;6,00;;13,10;0,05;;
05/10/20 02:00;1,38;4,36;5,84;;13,10;0,04;;
05/10/20 03:00;1,27;4,62;6,15;;13,10;0,03;;
05/10/20 04:00;1,39;5,80;7,44;;13,10;0,05;;
05/10/20 05:00;1,43;6,73;8,14;;13,10;0,06;;
05/10/20 06:00;1,30;4,56;6,31;;13,10;0,05;;
05/10/20 07:00;1,38;2,59;4,12;;13,10;0,06;;
05/10/20 08:00;1,44;1,66;3,55;;13,10;0,04;;
05/10/20 09:00;1,35;2,04;3,70;;13,10;0,03;;
05/10/20 10:00;1,34;6,06;9,10;;13,10;0,04;;
05/10/20 11:00;1,13;3,36;5,08;;13,10;0,08;;
05/10/20 12:00;1,29;1,60;2,99;;13,10;0,06;;
05/10/20 13:00;1,43;1,42;2,76;;13,10;0,03;;
05/10/20 14:00;1,51;1,31;2,80;;13,10;0,03;;
05/10/20 15:00;1,29;1,05;2,58;;13,10;;;
05/10/20 16:00;1,26;1,30;2,62;;13,10;1,55;;
05/10/20 17:00;1,17;1,43;3,03;;13,10;0,01;;
05/10/20 18:00;1,26;1,36;2,66;;13,10;0,01;;
05/10/20 19:00;1,32;2,09;3,43;;13,10;0,01;;
05/10/20 20:00;1,27;3,00;4,53;;13,10;0,01;;
05/10/20 21:00;1,24;3,04;4,59;;13,10;0,02;;
05/10/20 22:00;1,30;3,36;4,77;;13,10;0,01;;
05/10/20 23:00;1,28;4,25;5,88;;13,10;0,03;;
05/11/20 00:00;1,15;3,37;4,84;;13,10;0,04;;
05/11/20 01:00;;2,70;3,95;;;0,02;;
05/11/20 02:00;1,14;;;;;0,03;;
05/11/20 03:00;1,59;1,82;3,22;;;;;
05/11/20 04:00;1,52;1,75;3,29;;;0,02;;
05/11/20 05:00;1,45;2,57;3,92;;;0,02;;
05/11/20 06:00;1,47;4,57;6,36;;;0,02;;
05/11/20 07:00;1,40;5,44;7,47;;;0,13;;
05/11/20 08:00;1,35;3,67;5,67;;;0,05;;
05/11/20 09:00;1,41;2,92;4,60;;;0,05;;
05/11/20 10:00;1,39;2,70;4,58;;;0,03;;
05/11/20 11:00;1,41;2,36;4,10;;;0,02;;
05/11/20 12:00;1,30;2,06;3,70;;;0,02;;
05/11/20 13:00;1,36;2,75;4,34;0,05;;0,02;;
05/11/20 14:00;1,20;2,58;4,02;0,03;;0,07;;
05/11/20 15:00;1,57;2,23;3,88;0,03;;0,01;;
05/11/20 16:00;1,37;2,57;4,27;0,03;;0,02;;
05/11/20 17:00;1,47;2,42;4,02;0,02;;0,12;;
05/11/20 18:00;1,47;1,95;3,65;0,01;;0,03;;
05/11/20 19:00;1,56;2,54;4,14;0,02;;0,01;;
05/11/20 20:00;1,82;2,84;4,47;0,02;;0,03;;
05/11/20 21:00;1,30;1,33;2,66;0,02;;0,01;;
05/11/20 22:00;1,51;1,35;2,53;0,02;;;;
05/11/20 23:00;1,52;;;0,03;;;;
05/12/20 00:00;1,40;;;0,04;;;;
05/12/20 01:00;1,48;1,83;3,24;0,04;;;;
05/12/20 02:00;1,55;4,66;6,39;0,05;;0,01;;
05/12/20 03:00;1,37;9,73;12,76;0,07;;;;
05/12/20 04:00;1,37;8,65;10,55;0,09;;0,02;;
05/12/20 05:00;1,55;16,88;23,47;0,16;;0,03;;
05/12/20 06:00;1,48;21,40;27,52;0,24;;0,23;;
05/12/20 07:00;1,54;16,83;26,38;0,23;;0,37;;
05/12/20 08:00;1,66;11,10;16,61;0,14;;0,18;;
05/12/20 09:00;1,73;6,03;9,05;0,12;;0,11;;
05/12/20 10:00;1,51;5,34;8,11;0,16;;0,16;;
05/12/20 11:00;1,27;3,40;5,36;0,12;;0,07;;
05/12/20 12:00;1,51;2,42;4,17;0,10;;0,04;;
05/12/20 13:00;1,36;2,34;4,12;0,09;;;;
05/12/20 14:00;2,31;;;0,08;;;;
05/12/20 15:00;3,15;1,89;3,70;0,03;;0,05;;
05/12/20 16:00;1,00;1,42;3,09;0,13;;0,01;;
05/12/20 17:00;1,29;1,01;2,58;0,20;;;;
05/12/20 18:00;1,27;1,65;3,17;0,18;;0,07;;
05/12/20 19:00;1,15;2,26;3,66;0,18;;0,02;;
05/12/20 20:00;1,30;4,27;5,82;0,20;;0,01;;
05/12/20 21:00;1,34;8,91;10,57;0,21;;0,03;;
05/12/20 22:00;1,37;4,83;6,18;0,22;;0,03;;
05/12/20 23:00;1,41;5,77;7,24;0,23;;0,03;;
13/05/2020 00:00;1,28;3,74;5,21;0,23;;0,05;;
13/05/2020 01:00;;4,22;5,74;0,24;;0,05;;
13/05/2020 02:00;0,54;;;0,24;;0,04;;
13/05/2020 03:00;0,87;8,30;10,06;0,25;;0,04;;
13/05/2020 04:00;1,41;9,20;10,78;0,26;;0,04;;
13/05/2020 05:00;1,26;12,08;15,43;0,27;;0,03;;
13/05/2020 06:00;1,39;12,05;16,40;0,26;;0,03;;
13/05/2020 07:00;1,39;5,90;9,03;0,24;;0,16;;
13/05/2020 08:00;1,32;3,45;5,69;0,23;;0,05;;
13/05/2020 09:00;1,29;7,06;10,04;0,26;;0,06;;
13/05/2020 10:00;1,57;4,58;7,03;0,26;;0,09;;
13/05/2020 11:00;1,35;2,51;4,04;0,24;;0,05;;
13/05/2020 12:00;1,52;2,88;4,75;0,25;;0,04;;
13/05/2020 13:00;1,49;1,88;3,78;0,25;;0,05;;
13/05/2020 14:00;1,40;1,62;3,26;0,24;;0,01;;
13/05/2020 15:00;1,34;1,82;3,41;0,22;;1,58;;
13/05/2020 16:00;1,49;2,86;4,55;0,29;;;;
13/05/2020 17:00;1,36;3,04;4,74;0,27;;0,02;;
13/05/2020 18:00;1,20;3,19;4,53;0,24;;0,02;;
13/05/2020 19:00;1,32;3,24;4,80;0,22;;;;
13/05/2020 20:00;1,33;2,74;4,27;0,22;;1,57;;
13/05/2020 21:00;1,36;2,99;4,35;0,23;;0,02;;
13/05/2020 22:00;1,40;1,39;2,67;0,21;;0,01;;
13/05/2020 23:00;1,43;1,48;3,00;0,20;;;;
14/05/2020 00:00;1,31;1,80;3,38;0,20;;;;
14/05/2020 01:00;1,40;2,23;3,98;0,20;16,50;1,38;;
14/05/2020 02:00;1,31;1,88;3,34;0,21;16,50;;;
14/05/2020 03:00;1,30;1,93;3,38;0,21;16,50;;;
14/05/2020 04:00;1,44;1,48;3,00;0,20;16,50;0,33;;
14/05/2020 05:00;1,52;2,86;4,34;0,26;16,50;0,01;;
14/05/2020 06:00;1,48;4,46;6,00;0,26;16,50;0,02;;
14/05/2020 07:00;1,51;4,97;6,58;0,24;16,50;0,03;;
14/05/2020 08:00;1,59;3,99;5,52;0,23;16,50;0,02;;
14/05/2020 09:00;1,51;4,39;6,26;0,21;16,50;0,01;;
14/05/2020 10:00;1,43;6,88;8,93;0,20;16,50;1,53;;
14/05/2020 11:00;1,53;5,65;7,51;0,29;16,50;0,04;;
14/05/2020 12:00;1,53;2,62;4,67;0,32;16,50;0,03;;
14/05/2020 13:00;2,46;1,85;3,57;0,31;16,50;0,02;;
14/05/2020 14:00;1,86;1,80;3,76;0,32;16,50;0,01;;
14/05/2020 15:00;1,54;1,71;3,61;0,32;16,50;;;
14/05/2020 16:00;1,47;1,95;3,56;0,28;16,50;;;
14/05/2020 17:00;1,46;2,34;3,72;0,23;16,50;;;
14/05/2020 18:00;1,31;1,82;3,45;0,22;16,50;;;
14/05/2020 19:00;0,86;1,93;3,20;0,18;16,50;1,29;;
14/05/2020 20:00;2,20;1,90;3,53;0,18;16,50;;;
14/05/2020 21:00;1,22;2,36;3,91;0,18;16,50;0,36;;
14/05/2020 22:00;1,38;1,59;3,33;0,18;16,50;0,07;;
14/05/2020 23:00;1,41;1,48;2,84;0,17;16,50;2,70;;
15/05/2020 00:00;1,20;1,31;2,73;0,17;16,50;;;
15/05/2020 01:00;;1,23;2,67;0,16;43,60;0,30;;
15/05/2020 02:00;1,73;;;0,17;43,60;2,48;;
15/05/2020 03:00;1,31;1,70;3,30;0,17;43,60;;;
15/05/2020 04:00;1,70;1,62;2,98;0,18;43,60;0,01;;
15/05/2020 05:00;1,56;2,12;3,55;0,18;43,60;0,01;;
15/05/2020 06:00;1,42;4,03;5,64;0,18;43,60;;;
15/05/2020 07:00;1,50;7,02;8,85;0,19;43,60;;;
15/05/2020 08:00;1,14;7,66;9,59;0,21;43,60;0,06;;
15/05/2020 09:00;1,47;7,16;9,22;0,21;43,60;0,08;;
15/05/2020 10:00;1,56;6,46;9,04;0,21;43,60;0,06;;
15/05/2020 11:00;1,49;5,46;7,46;0,23;43,60;0,11;;
15/05/2020 12:00;1,80;9,40;12,17;0,21;43,60;0,07;;
15/05/2020 13:00;1,38;9,00;11,77;0,20;43,60;0,08;;
15/05/2020 14:00;1,45;3,95;6,09;0,20;43,60;0,03;;
15/05/2020 15:00;1,31;2,69;4,51;0,19;43,60;0,03;;
15/05/2020 16:00;1,32;4,24;6,17;0,19;43,60;0,01;;
15/05/2020 17:00;1,54;2,88;4,55;0,20;43,60;0,46;;
15/05/2020 18:00;1,31;2,55;4,29;0,20;43,60;0,01;;
15/05/2020 19:00;1,15;6,07;7,62;0,21;43,60;0,02;;
15/05/2020 20:00;1,35;3,12;4,72;0,23;43,60;0,06;;
15/05/2020 21:00;1,23;4,17;5,71;0,21;43,60;0,05;;
15/05/2020 22:00;1,34;2,63;4,07;0,20;43,60;0,03;;
15/05/2020 23:00;1,36;2,31;3,82;0,22;43,60;0,03;;
16/05/2020 00:00;1,13;3,05;4,82;0,23;43,60;0,04;;
16/05/2020 01:00;1,31;5,03;6,27;0,24;52,00;0,05;;
16/05/2020 02:00;1,50;5,99;7,71;0,29;52,00;0,09;;
16/05/2020 03:00;1,44;10,31;11,80;0,32;52,00;0,13;;
16/05/2020 04:00;1,44;18,43;19,93;0,28;52,00;0,11;;
16/05/2020 05:00;1,36;17,79;19,75;0,26;52,00;0,10;;
16/05/2020 06:00;1,39;19,92;23,36;0,24;52,00;0,05;;
16/05/2020 07:00;1,41;13,01;16,92;0,25;52,00;0,05;;
16/05/2020 08:00;0,92;9,21;12,08;0,24;52,00;0,05;;
16/05/2020 09:00;1,23;9,63;13,27;0,24;52,00;0,08;;
16/05/2020 10:00;1,46;15,07;20,98;0,24;52,00;0,08;;
16/05/2020 11:00;0,68;11,84;16,37;0,25;52,00;0,07;;
16/05/2020 12:00;1,18;22,18;30,37;0,23;52,00;3,42;;
16/05/2020 13:00;1,41;13,69;20,06;0,22;52,00;0,15;;
16/05/2020 14:00;1,41;10,80;14,23;0,21;52,00;0,06;;
16/05/2020 15:00;1,01;18,61;25,49;0,22;52,00;0,06;;
16/05/2020 16:00;1,24;15,53;20,29;0,20;52,00;0,06;;
16/05/2020 17:00;1,47;16,28;20,01;0,19;52,00;0,05;;
16/05/2020 18:00;1,41;28,04;31,69;0,21;52,00;0,05;;
16/05/2020 19:00;1,21;9,25;10,94;0,23;52,00;0,58;;
