NetC;Brindisi;;;;;;;
Stat;S.I.S.R.I;;;;;;;
Parm;SO2;NO2;NOX;CO;PM10;BENZENE;;
;;;;;;;;
Unit;ug/m3 293K;ug/m3 293K;ug/m3 293K;mg/m3 293K;ug/m3;ug/m3 293K;;
;;;;;;;;
;;;;;;;;
13/04/2020 18:00;0,91;1,91;2,72;;23,90;0,04;;
13/04/2020 19:00;1,01;2,48;3,27;;23,90;0,04;;
13/04/2020 20:00;1,20;2,82;3,53;;23,90;0,05;;
13/04/2020 21:00;0,97;3,02;3,70;;23,90;0,08;;
13/04/2020 22:00;1,05;2,57;3,17;;23,90;0,12;;
13/04/2020 23:00;1,14;3,40;4,10;;23,90;0,12;;
14/04/2020 00:00;1,08;3,16;3,85;;23,90;0,13;;
14/04/2020 01:00;1,07;2,03;2,95;;23,30;0,10;;
14/04/2020 02:00;1,16;2,29;3,01;;23,30;0,08;;
14/04/2020 03:00;1,16;2,39;3,26;;23,30;0,08;;
14/04/2020 04:00;1,29;2,04;2,62;;23,30;0,08;;
14/04/2020 05:00;1,03;3,13;3,68;;23,30;0,09;;
14/04/2020 06:00;1,16;4,41;5,18;;23,30;0,10;;
14/04/2020 07:00;1,12;8,88;9,91;;23,30;0,10;;
14/04/2020 08:00;1,18;3,77;4,42;;23,30;0,10;;
14/04/2020 09:00;1,08;2,93;3,80;;23,30;0,09;;
14/04/2020 10:00;0,87;3,78;4,59;;23,30;0,09;;
14/04/2020 11:00;0,89;2,73;3,55;;23,30;0,09;;
14/04/2020 12:00;1,18;3,77;4,48;;23,30;0,09;;
14/04/2020 13:00;1,21;4,60;5,56;;23,30;0,09;;
14/04/2020 14:00;1,22;2,84;3,77;;23,30;0,09;;
14/04/2020 15:00;1,18;2,31;3,07;;23,30;0,08;;
14/04/2020 16:00;1,24;3,11;3,93;;23,30;0,10;;
14/04/2020 17:00;1,46;3,06;3,71;;23,30;0,08;;
14/04/2020 18:00;1,38;3,77;4,32;;23,30;0,10;;
14/04/2020 19:00;1,24;6,73;7,69;;23,30;0,11;;
14/04/2020 20:00;1,36;6,33;7,11;;23,30;0,14;;
14/04/2020 21:00;1,21;8,15;8,95;;23,30;0,15;;
14/04/2020 22:00;1,25;6,70;7,41;;23,30;0,11;;
14/04/2020 23:00;0,94;10,03;10,46;;23,30;0,07;;
15/04/2020 00:00;0,81;14,25;15,32;;23,30;0,07;;
15/04/2020 01:00;;8,14;9,16;;13,20;0,08;;
15/04/2020 02:00;1,23;;;;13,20;0,05;;
15/04/2020 03:00;1,11;6,32;7,19;;13,20;0,05;;
15/04/2020 04:00;1,23;10,89;11,82;;13,20;0,07;;
15/04/2020 05:00;1,18;8,37;9,44;;13,20;0,09;;
15/04/2020 06:00;1,06;10,39;11,81;;13,20;0,09;;
15/04/2020 07:00;1,02;15,08;18,06;;13,20;0,20;;
15/04/2020 08:00;1,24;11,79;15,44;;13,20;0,10;;
15/04/2020 09:00;1,14;11,63;16,16;;13,20;0,08;;
15/04/2020 10:00;1,07;6,84;9,84;;13,20;0,08;;
15/04/2020 11:00;1,08;7,29;9,51;;13,20;0,08;;
15/04/2020 12:00;1,30;9,68;13,48;;13,20;0,08;;
15/04/2020 13:00;1,22;5,59;8,49;;13,20;0,07;;
15/04/2020 14:00;1,13;3,93;5,77;;13,20;0,06;;
15/04/2020 15:00;1,14;4,10;6,01;;13,20;0,06;;
15/04/2020 16:00;1,15;11,41;15,91;;13,20;0,06;;
15/04/2020 17:00;0,82;3,97;5,39;;13,20;0,06;;
15/04/2020 18:00;1,14;3,21;4,13;;13,20;0,06;;
15/04/2020 19:00;1,10;5,54;6,48;;13,20;0,06;;
15/04/2020 20:00;1,13;4,39;5,21;;13,20;0,06;;
15/04/2020 21:00;0,78;2,70;3,31;;13,20;0,06;;
15/04/2020 22:00;0,99;2,42;3,30;;13,20;0,06;;
15/04/2020 23:00;0,99;2,19;2,87;;13,20;0,06;;
16/04/2020 00:00;1,11;2,22;2,87;;13,20;0,06;;
16/04/2020 01:00;0,95;5,36;6,26;;12,60;0,07;;
16/04/2020 02:00;1,02;9,10;9,95;;12,60;0,08;;
16/04/2020 03:00;1,07;7,94;9,07;;12,60;0,08;;
16/04/2020 04:00;1,00;5,81;6,88;;12,60;0,07;;
16/04/2020 05:00;1,07;8,64;9,58;;12,60;0,07;;
16/04/2020 06:00;1,09;20,29;23,51;;12,60;0,07;;
16/04/2020 07:00;1,12;19,05;24,21;;12,60;0,09;;
16/04/2020 08:00;1,02;;;;12,60;0,08;;
16/04/2020 09:00;1,12;11,38;15,29;;12,60;0,08;;
16/04/2020 10:00;1,33;7,77;10,75;;12,60;0,09;;
16/04/2020 11:00;1,01;7,44;9,63;;12,60;0,09;;
16/04/2020 12:00;1,07;7,33;9,94;;12,60;0,09;;
16/04/2020 13:00;1,19;6,51;8,71;;12,60;0,07;;
16/04/2020 14:00;1,00;5,48;7,38;;12,60;0,06;;
16/04/2020 15:00;1,10;7,40;9,45;;12,60;0,05;;
16/04/2020 16:00;1,01;8,36;10,72;;12,60;0,05;;
16/04/2020 17:00;1,02;9,80;12,34;;12,60;0,05;;
16/04/2020 18:00;0,71;8,13;9,37;;12,60;0,05;;
16/04/2020 19:00;0,82;17,71;18,74;;12,60;0,06;;
16/04/2020 20:00;0,91;15,30;16,39;;12,60;0,06;;
16/04/2020 21:00;1,02;24,02;25,43;;12,60;0,08;;
16/04/2020 22:00;1,28;25,31;30,15;;12,60;0,11;;
16/04/2020 23:00;0,98;15,92;17,01;;12,60;0,26;;
17/04/2020 00:00;1,06;9,02;9,94;;12,60;0,27;;
17/04/2020 01:00;;11,31;12,64;;19,00;0,25;;
17/04/2020 02:00;1,16;;;;19,00;0,26;;
17/04/2020 03:00;1,00;11,21;12,22;;19,00;0,25;;
17/04/2020 04:00;1,18;9,45;10,42;;19,00;0,25;;
17/04/2020 05:00;1,02;9,86;10,79;;19,00;0,26;;
17/04/2020 06:00;1,32;24,19;33,93;;19,00;0,28;;
17/04/2020 07:00;2,08;24,84;47,50;;19,00;0,61;;
17/04/2020 08:00;1,70;21,61;38,02;;19,00;0,45;;
17/04/2020 09:00;1,52;20,68;29,86;;19,00;0,37;;
17/04/2020 10:00;1,23;13,34;18,15;;19,00;0,25;;
17/04/2020 11:00;1,14;9,81;12,83;;19,00;0,16;;
17/04/2020 12:00;1,24;7,37;9,41;;19,00;0,11;;
17/04/2020 13:00;1,19;14,50;19,31;;19,00;0,10;;
17/04/2020 14:00;0,99;11,96;15,47;;19,00;0,11;;
17/04/2020 15:00;1,45;15,86;20,15;;19,00;0,11;;
17/04/2020 16:00;1,43;17,92;22,49;;19,00;0,13;;
17/04/2020 17:00;1,58;34,83;43,05;;19,00;0,11;;
17/04/2020 18:00;1,36;25,00;28,10;;19,00;0,09;;
17/04/2020 19:00;1,22;10,74;11,56;;19,00;0,11;;
17/04/2020 20:00;1,27;13,65;15,68;;19,00;0,11;;
17/04/2020 21:00;1,30;26,33;28,80;;19,00;0,22;;
17/04/2020 22:00;1,49;33,05;36,65;;19,00;0,43;;
17/04/2020 23:00;1,63;31,58;44,38;;19,00;0,36;;
18/04/2020 00:00;1,43;22,07;28,07;;19,00;0,42;;
18/04/2020 01:00;1,37;21,08;29,77;;19,50;0,28;;
18/04/2020 02:00;1,33;13,07;15,42;;19,50;0,37;;
18/04/2020 03:00;1,46;12,39;15,36;;19,50;0,62;;
18/04/2020 04:00;1,24;11,43;13,00;;19,50;0,68;;
18/04/2020 05:00;1,23;17,02;20,82;;19,50;0,79;;
18/04/2020 06:00;1,29;23,34;30,19;;19,50;0,70;;
18/04/2020 07:00;1,66;24,19;40,79;;19,50;0,59;;
18/04/2020 08:00;1,72;25,14;33,57;;19,50;0,42;;
18/04/2020 09:00;1,13;20,53;23,08;;19,50;0,41;;
18/04/2020 10:00;1,17;17,92;21,27;;19,50;0,69;;
18/04/2020 11:00;1,10;13,47;15,72;;19,50;0,49;;
18/04/2020 12:00;1,16;7,32;8,74;;19,50;0,36;;
18/04/2020 13:00;1,18;9,71;11,85;;19,50;0,10;;
18/04/2020 14:00;1,09;13,85;16,77;;19,50;0,45;;
18/04/2020 15:00;1,13;14,07;16,58;;19,50;0,77;;
18/04/2020 16:00;1,14;15,38;18,11;;19,50;0,92;;
18/04/2020 17:00;1,08;5,07;6,41;;19,50;0,07;;
18/04/2020 18:00;1,02;5,57;6,68;;19,50;0,04;;
18/04/2020 19:00;1,14;5,27;6,09;;19,50;0,04;;
18/04/2020 20:00;1,20;16,10;18,66;;19,50;0,07;;
18/04/2020 21:00;1,23;27,19;30,48;;19,50;0,09;;
18/04/2020 22:00;1,40;31,18;37,17;;19,50;0,12;;
18/04/2020 23:00;1,07;15,70;20,10;;19,50;0,27;;
19/04/2020 00:00;1,22;14,72;17,38;;19,50;0,23;;
19/04/2020 01:00;;6,74;7,87;;25,00;0,21;;
19/04/2020 02:00;0,85;;;;25,00;0,16;;
19/04/2020 03:00;1,20;11,94;14,36;;25,00;0,19;;
19/04/2020 04:00;1,20;12,25;13,64;;25,00;0,25;;
19/04/2020 05:00;1,24;10,47;11,67;;25,00;0,26;;
19/04/2020 06:00;1,16;9,19;10,38;;25,00;0,25;;
19/04/2020 07:00;1,03;11,19;12,39;;25,00;0,34;;
19/04/2020 08:00;1,18;12,75;14,87;;25,00;0,27;;
19/04/2020 09:00;1,32;6,19;7,79;;25,00;0,19;;
19/04/2020 10:00;1,30;4,36;5,69;;25,00;0,17;;
19/04/2020 11:00;1,10;3,93;5,38;;25,00;0,13;;
19/04/2020 12:00;1,10;2,96;3,98;;25,00;0,11;;
19/04/2020 13:00;1,22;2,25;3,13;;25,00;0,09;;
19/04/2020 14:00;1,07;1,62;2,42;;25,00;0,10;;
19/04/2020 15:00;1,18;1,49;2,52;;25,00;0,11;;
19/04/2020 16:00;1,36;1,52;2,39;;25,00;0,09;;
19/04/2020 17:00;1,28;1,90;2,91;;25,00;0,11;;
19/04/2020 18:00;1,27;3,47;4,36;;25,00;0,13;;
19/04/2020 19:00;1,16;4,83;5,98;;25,00;0,12;;
19/04/2020 20:00;1,18;4,75;5,66;;25,00;0,08;;
19/04/2020 21:00;1,30;8,68;9,90;;25,00;0,38;;
19/04/2020 22:00;1,21;15,59;17,97;;25,00;2,27;;
19/04/2020 23:00;1,30;11,56;13,07;;25,00;0,15;;
20/04/2020 00:00;1,37;11,44;13,55;;25,00;0,14;;
20/04/2020 01:00;1,24;8,88;10,05;;23,10;0,13;;
20/04/2020 02:00;1,32;8,70;10,52;;23,10;0,11;;
20/04/2020 03:00;1,26;5,56;6,65;;23,10;0,11;;
20/04/2020 04:00;1,37;8,67;9,79;;23,10;0,10;;
20/04/2020 05:00;1,32;7,76;8,86;;23,10;0,09;;
20/04/2020 06:00;1,45;7,02;8,58;;23,10;0,07;;
20/04/2020 07:00;1,35;4,61;6,14;;23,10;0,05;;
20/04/2020 08:00;1,17;5,14;6,52;;23,10;0,05;;
20/04/2020 09:00;1,22;4,51;5,69;;23,10;0,08;;
20/04/2020 10:00;1,28;4,53;5,88;;23,10;0,05;;
20/04/2020 11:00;1,33;6,97;9,11;;23,10;0,08;;
20/04/2020 12:00;1,31;6,19;8,05;;23,10;0,12;;
20/04/2020 13:00;1,06;;;;23,10;0,05;;
20/04/2020 14:00;1,33;2,53;3,76;;23,10;0,05;;
20/04/2020 15:00;1,30;2,39;3,17;;23,10;0,06;;
20/04/2020 16:00;1,31;2,64;3,95;;23,10;0,05;;
20/04/2020 17:00;1,38;1,88;3,10;;23,10;0,06;;
20/04/2020 18:00;1,52;6,06;7,27;;23,10;0,05;;
20/04/2020 19:00;1,21;5,42;6,45;;23,10;0,06;;
20/04/2020 20:00;1,39;5,75;6,75;;23,10;0,14;;
20/04/2020 21:00;1,37;3,65;4,70;;23,10;0,19;;
20/04/2020 22:00;1,03;3,50;4,39;;23,10;0,12;;
20/04/2020 23:00;1,37;3,04;4,08;;23,10;0,10;;
21/04/2020 00:00;1,44;2,80;3,87;;23,10;0,08;;
21/04/2020 01:00;;2,99;3,76;;13,40;0,05;;
21/04/2020 02:00;1,46;;;;13,40;0,11;;
21/04/2020 03:00;1,49;2,62;3,68;;13,40;0,03;;
21/04/2020 04:00;1,36;2,29;3,41;;13,40;0,04;;
21/04/2020 05:00;1,35;1,77;2,60;;13,40;0,03;;
21/04/2020 06:00;1,54;4,48;5,31;;13,40;0,02;;
21/04/2020 07:00;1,35;3,60;4,48;;13,40;0,14;;
21/04/2020 08:00;1,50;5,92;7,46;;13,40;0,05;;
21/04/2020 09:00;1,48;5,08;7,10;;13,40;0,05;;
21/04/2020 10:00;1,48;5,03;7,61;;13,40;0,05;;
21/04/2020 11:00;1,51;3,74;5,72;;13,40;0,05;;
21/04/2020 12:00;1,46;5,24;7,40;;13,40;0,06;;
21/04/2020 13:00;1,38;4,96;7,20;;13,40;0,06;;
21/04/2020 14:00;1,28;2,66;4,15;;13,40;0,06;;
21/04/2020 15:00;1,46;2,79;4,03;;13,40;0,04;;
21/04/2020 16:00;1,33;3,04;4,34;;13,40;0,03;;
21/04/2020 17:00;1,48;2,62;3,67;;13,40;0,03;;
21/04/2020 18:00;1,49;7,74;8,90;;13,40;0,04;;
21/04/2020 19:00;1,32;10,05;11,33;;13,40;0,04;;
21/04/2020 20:00;1,42;4,49;5,35;;13,40;0,10;;
21/04/2020 21:00;1,24;14,81;16,14;;13,40;0,03;;
21/04/2020 22:00;1,38;3,85;4,79;;13,40;0,03;;
21/04/2020 23:00;1,13;3,41;4,18;;13,40;0,06;;
22/04/2020 00:00;1,18;4,74;5,67;;13,40;0,12;;
22/04/2020 01:00;1,31;4,33;5,45;;2,00;0,19;;
22/04/2020 02:00;1,48;5,25;6,21;;2,00;0,18;;
22/04/2020 03:00;1,39;3,06;4,01;;2,00;1,53;;
22/04/2020 04:00;1,44;2,76;3,73;;2,00;0,39;;
22/04/2020 05:00;1,30;4,78;5,82;;2,00;0,15;;
22/04/2020 06:00;1,44;6,67;7,80;;2,00;0,10;;
22/04/2020 07:00;1,39;6,22;7,29;;2,00;0,14;;
22/04/2020 08:00;1,26;6,20;7,61;;2,00;0,09;;
22/04/2020 09:00;1,24;2,90;4,01;;2,00;0,08;;
22/04/2020 10:00;1,28;3,27;4,64;;2,00;0,07;;
22/04/2020 11:00;1,04;2,09;3,36;;2,00;0,08;;
22/04/2020 12:00;1,28;2,83;3,99;;2,00;0,08;;
22/04/2020 13:00;1,23;2,02;3,08;;2,00;0,08;;
22/04/2020 14:00;1,49;2,84;3,91;;2,00;0,08;;
22/04/2020 15:00;1,11;1,35;2,32;;2,00;0,08;;
22/04/2020 16:00;1,19;1,90;3,07;;2,00;0,08;;
22/04/2020 17:00;1,43;2,75;3,75;;2,00;0,08;;
22/04/2020 18:00;1,32;1,68;2,70;;2,00;0,08;;
22/04/2020 19:00;1,29;1,92;2,82;;2,00;0,08;;
22/04/2020 20:00;1,20;2,60;3,66;;2,00;0,08;;
22/04/2020 21:00;1,04;1,51;2,66;;2,00;0,08;;
22/04/2020 22:00;1,22;1,29;2,36;;2,00;0,08;;
22/04/2020 23:00;1,24;1,14;2,12;;2,00;0,09;;
23/04/2020 00:00;1,37;1,98;2,92;;2,00;0,09;;
23/04/2020 01:00;;1,40;2,56;;1,20;0,09;;
23/04/2020 02:00;1,41;;;;1,20;0,08;;
23/04/2020 03:00;1,43;1,32;2,33;;1,20;0,08;;
23/04/2020 04:00;1,50;2,62;3,56;;1,20;0,13;;
23/04/2020 05:00;1,32;2,29;3,45;;1,20;0,13;;
23/04/2020 06:00;1,34;4,67;5,83;;1,20;0,17;;
23/04/2020 07:00;1,27;5,36;6,95;;1,20;0,22;;
23/04/2020 08:00;1,21;5,07;6,69;;1,20;0,14;;
23/04/2020 09:00;1,31;4,27;5,72;;1,20;0,12;;
23/04/2020 10:00;1,22;5,31;7,05;;1,20;0,20;;
23/04/2020 11:00;1,31;4,66;6,39;;1,20;0,68;;
23/04/2020 12:00;1,11;3,75;5,30;;1,20;0,41;;
23/04/2020 13:00;1,25;3,42;4,90;;1,20;0,50;;
23/04/2020 14:00;1,49;14,51;19,58;;1,20;0,09;;
23/04/2020 15:00;1,30;5,97;7,90;;1,20;0,09;;
23/04/2020 16:00;1,39;4,57;6,12;0,04;1,20;0,09;;
23/04/2020 17:00;1,30;3,07;4,22;0,04;1,20;0,08;;
23/04/2020 18:00;1,24;2,90;3,81;0,04;1,20;0,44;;
23/04/2020 19:00;1,27;4,43;5,32;0,04;1,20;0,31;;
23/04/2020 20:00;1,22;3,96;5,13;0,05;1,20;0,08;;
23/04/2020 21:00;1,21;9,70;10,62;0,07;1,20;0,34;;
23/04/2020 22:00;1,13;11,33;12,33;0,12;1,20;0,10;;
23/04/2020 23:00;1,20;9,53;10,79;0,05;1,20;0,10;;
24/04/2020 00:00;1,13;3,36;4,50;0,04;1,20;0,08;;
24/04/2020 01:00;1,21;3,89;4,80;0,05;12,80;0,09;;
24/04/2020 02:00;1,23;7,64;8,72;0,06;12,80;0,08;;
24/04/2020 03:00;1,13;9,37;10,39;0,06;12,80;0,09;;
24/04/2020 04:00;1,25;6,28;7,56;0,07;12,80;0,08;;
24/04/2020 05:00;1,22;10,89;12,40;0,08;12,80;0,09;;
24/04/2020 06:00;1,43;14,76;16,67;0,10;12,80;0,11;;
24/04/2020 07:00;0,82;14,23;18,51;0,08;12,80;0,06;;
24/04/2020 08:00;1,27;12,27;18,10;0,23;12,80;0,11;;
24/04/2020 09:00;1,35;9,79;14,73;0,21;12,80;0,12;;
24/04/2020 10:00;1,25;4,87;7,60;0,22;12,80;0,11;;
24/04/2020 11:00;1,42;5,61;8,87;0,22;12,80;0,10;;
24/04/2020 12:00;1,53;9,49;14,22;0,22;12,80;0,10;;
24/04/2020 13:00;1,40;6,43;9,15;0,22;12,80;0,10;;
24/04/2020 14:00;1,42;5,07;7,37;0,22;12,80;0,09;;
24/04/2020 15:00;1,42;6,43;9,34;0,22;12,80;0,09;;
24/04/2020 16:00;1,21;8,22;10,88;0,21;12,80;0,08;;
24/04/2020 17:00;1,34;13,75;17,66;0,22;12,80;0,07;;
24/04/2020 18:00;1,39;7,84;9,59;0,22;12,80;0,08;;
24/04/2020 19:00;1,33;15,33;16,97;0,25;12,80;0,09;;
24/04/2020 20:00;1,50;10,69;12,07;0,30;12,80;0,12;;
24/04/2020 21:00;1,39;14,48;15,84;0,35;12,80;0,20;;
24/04/2020 22:00;1,08;11,36;12,88;0,34;12,80;0,25;;
24/04/2020 23:00;1,14;5,67;6,98;0,33;12,80;0,14;;
25/04/2020 00:00;1,35;3,86;5,09;0,33;12,80;0,21;;
25/04/2020 01:00;;3,86;4,84;0,35;14,10;0,22;;
25/04/2020 02:00;0,93;;;0,37;14,10;0,22;;
25/04/2020 03:00;1,16;4,47;5,83;0,41;14,10;0,23;;
25/04/2020 04:00;1,35;4,31;5,63;0,42;14,10;0,24;;
25/04/2020 05:00;1,26;6,49;8,00;0,42;14,10;0,23;;
25/04/2020 06:00;1,07;10,78;13,48;0,40;14,10;0,21;;
25/04/2020 07:00;1,48;8,06;10,95;0,41;14,10;0,88;;
25/04/2020 08:00;1,59;6,67;9,77;0,35;14,10;0,36;;
25/04/2020 09:00;1,60;8,29;11,64;0,32;14,10;0,24;;
25/04/2020 10:00;1,31;9,66;12,90;0,30;14,10;0,14;;
25/04/2020 11:00;1,42;16,71;22,91;0,31;14,10;0,12;;
25/04/2020 12:00;1,44;17,55;23,96;0,31;14,10;0,10;;
25/04/2020 13:00;1,22;6,92;9,12;0,31;14,10;0,18;;
25/04/2020 14:00;1,53;7,50;9,76;0,33;14,10;0,21;;
25/04/2020 15:00;1,39;3,08;4,51;0,32;14,10;0,12;;
25/04/2020 16:00;1,53;2,52;3,96;0,31;14,10;0,09;;
25/04/2020 17:00;1,14;2,08;3,38;0,31;14,10;0,09;;
25/04/2020 18:00;1,15;2,02;3,24;0,31;14,10;0,07;;
25/04/2020 19:00;1,44;2,94;4,16;0,33;14,10;0,08;;
25/04/2020 20:00;1,31;3,82;4,96;0,33;14,10;0,09;;
25/04/2020 21:00;1,38;2,48;3,76;0,32;14,10;0,08;;
25/04/2020 22:00;1,51;3,06;4,23;0,31;14,10;0,08;;
25/04/2020 23:00;1,44;2,12;3,43;0,33;14,10;0,08;;
26/04/2020 00:00;1,38;1,76;2,81;0,32;14,10;0,08;;
26/04/2020 01:00;1,47;2,48;3,74;0,34;15,60;0,07;;
26/04/2020 02:00;1,33;2,26;3,36;0,35;15,60;0,08;;
26/04/2020 03:00;1,39;2,33;3,49;0,36;15,60;0,08;;
26/04/2020 04:00;1,49;2,39;3,63;0,38;15,60;0,09;;
26/04/2020 05:00;1,46;3,63;5,04;0,38;15,60;0,08;;
26/04/2020 06:00;1,36;8,89;11,59;0,40;15,60;0,08;;
26/04/2020 07:00;1,29;6,57;9,50;0,37;15,60;0,09;;
26/04/2020 08:00;1,42;4,12;6,34;0,38;15,60;0,09;;
26/04/2020 09:00;1,57;4,59;6,58;0,40;15,60;0,13;;
26/04/2020 10:00;1,68;5,08;6,92;0,40;15,60;0,12;;
26/04/2020 11:00;1,53;13,95;18,46;0,41;15,60;0,15;;
26/04/2020 12:00;1,65;12,25;15,73;0,37;15,60;0,27;;
26/04/2020 13:00;1,49;4,16;5,85;0,34;15,60;0,08;;
26/04/2020 14:00;1,41;1,51;2,69;0,34;15,60;0,05;;
26/04/2020 15:00;1,35;1,28;2,43;0,36;15,60;0,04;;
26/04/2020 16:00;1,57;1,29;2,41;0,36;15,60;0,03;;
26/04/2020 17:00;1,35;1,38;2,70;0,36;15,60;0,04;;
26/04/2020 18:00;1,33;1,46;2,71;0,36;15,60;0,03;;
26/04/2020 19:00;1,33;1,94;3,26;0,36;15,60;0,04;;
26/04/2020 20:00;1,54;2,31;3,47;0,36;15,60;0,04;;
26/04/2020 21:00;1,62;2,44;3,48;0,36;15,60;0,04;;
26/04/2020 22:00;1,35;2,42;3,84;0,38;15,60;0,04;;
26/04/2020 23:00;1,48;4,38;5,46;0,38;15,60;0,05;;
27/04/2020 00:00;1,37;4,35;5,56;0,41;15,60;0,06;;
27/04/2020 01:00;;3,08;4,29;0,41;11,30;0,06;;
27/04/2020 02:00;1,36;;;0,43;11,30;0,05;;
27/04/2020 03:00;1,33;3,54;4,90;0,41;11,30;0,06;;
27/04/2020 04:00;1,38;4,10;5,29;0,41;11,30;0,06;;
27/04/2020 05:00;1,46;4,10;5,93;0,41;11,30;0,08;;
27/04/2020 06:00;1,42;7,47;9,85;0,41;11,30;0,06;;
27/04/2020 07:00;1,42;5,27;7,68;0,41;11,30;0,17;;
27/04/2020 08:00;1,48;8,24;11,36;0,47;11,30;0,18;;
27/04/2020 09:00;1,60;15,18;23,61;0,47;11,30;0,17;;
27/04/2020 10:00;1,61;14,05;20,39;0,44;11,30;0,14;;
27/04/2020 11:00;1,47;6,82;9,18;;11,30;0,10;;
27/04/2020 12:00;1,44;16,83;24,33;0,40;11,30;0,09;;
27/04/2020 13:00;1,51;11,05;14,53;0,23;11,30;0,30;;
27/04/2020 14:00;1,45;8,72;10,67;0,23;11,30;0,67;;
27/04/2020 15:00;1,32;9,01;11,83;0,23;11,30;0,46;;
27/04/2020 16:00;1,57;10,69;13,08;0,25;11,30;0,21;;
27/04/2020 17:00;1,61;36,78;44,93;0,26;11,30;0,28;;
27/04/2020 18:00;1,58;24,88;27,94;0,26;11,30;0,20;;
27/04/2020 19:00;1,54;24,78;26,51;0,27;11,30;0,17;;
27/04/2020 20:00;1,44;25,76;27,19;0,26;11,30;0,07;;
27/04/2020 21:00;1,30;12,48;13,75;0,30;11,30;0,08;;
27/04/2020 22:00;1,23;6,58;7,87;0,29;11,30;0,12;;
27/04/2020 23:00;1,23;6,24;7,22;0,30;11,30;0,11;;
28/04/2020 00:00;1,36;3,84;4,92;0,31;11,30;0,12;;
28/04/2020 01:00;1,32;2,53;3,85;0,29;10,60;0,10;;
28/04/2020 02:00;1,31;2,82;3,95;0,30;10,60;0,09;;
28/04/2020 03:00;1,39;3,57;4,82;0,33;10,60;0,10;;
28/04/2020 04:00;1,47;5,27;6,42;0,35;10,60;0,11;;
28/04/2020 05:00;1,51;16,61;20,36;0,37;10,60;0,10;;
28/04/2020 06:00;1,73;23,96;32,80;0,37;10,60;0,11;;
28/04/2020 07:00;1,90;18,87;31,97;0,37;10,60;0,12;;
28/04/2020 08:00;1,55;6,10;8,94;0,35;10,60;0,14;;
28/04/2020 09:00;1,38;5,47;7,77;0,40;10,60;0,26;;
28/04/2020 10:00;1,49;4,32;6,15;0,36;10,60;0,19;;
28/04/2020 11:00;1,51;3,05;4,32;0,33;10,60;0,13;;
28/04/2020 12:00;1,44;2,65;4,26;0,30;10,60;0,08;;
28/04/2020 13:00;1,43;1,76;2,95;0,33;10,60;0,08;;
28/04/2020 14:00;1,37;1,24;2,23;0,31;10,60;0,05;;
28/04/2020 15:00;1,28;1,36;2,51;0,30;10,60;0,03;;
28/04/2020 16:00;1,24;2,28;3,86;0,29;10,60;0,03;;
28/04/2020 17:00;1,35;3,09;4,45;0,29;10,60;0,04;;
28/04/2020 18:00;1,24;1,92;3,20;0,27;10,60;0,04;;
28/04/2020 19:00;1,23;1,72;3,03;0,27;10,60;0,03;;
28/04/2020 20:00;1,28;2,08;3,09;0,26;10,60;0,03;;
28/04/2020 21:00;1,48;2,55;3,54;0,26;10,60;0,04;;
28/04/2020 22:00;1,14;1,83;2,85;0,28;10,60;0,03;;
28/04/2020 23:00;1,26;1,35;2,32;0,29;10,60;0,03;;
29/04/2020 00:00;1,52;1,75;2,73;0,30;10,60;0,03;;
29/04/2020 01:00;;2,13;3,38;0,31;12,20;0,03;;
29/04/2020 02:00;1,33;;;0,31;12,20;0,03;;
29/04/2020 03:00;1,33;1,94;3,16;0,34;12,20;0,03;;
29/04/2020 04:00;1,32;1,99;3,17;0,35;12,20;0,03;;
29/04/2020 05:00;1,38;4,01;4,85;0,36;12,20;0,03;;
29/04/2020 06:00;1,53;8,71;11,46;0,38;12,20;0,04;;
29/04/2020 07:00;1,68;17,50;22,48;0,38;12,20;0,16;;
29/04/2020 08:00;1,58;8,05;10,78;0,39;12,20;0,11;;
29/04/2020 09:00;1,57;5,29;7,44;0,40;12,20;0,17;;
29/04/2020 10:00;1,61;3,51;4,96;0,41;12,20;0,20;;
29/04/2020 11:00;1,64;1,96;3,19;0,39;12,20;0,03;;
29/04/2020 12:00;1,84;2,53;4,09;0,38;12,20;0,02;;
29/04/2020 13:00;1,45;1,59;3,00;0,37;12,20;0,02;;
29/04/2020 14:00;1,44;3,04;4,51;0,35;12,20;0,02;;
29/04/2020 15:00;1,26;13,73;16,20;0,35;12,20;0,41;;
29/04/2020 16:00;1,41;9,22;11,54;0,35;12,20;0,43;;
29/04/2020 17:00;1,51;13,66;16,38;0,34;12,20;0,04;;
29/04/2020 18:00;1,38;8,46;9,67;0,35;12,20;0,55;;
29/04/2020 19:00;1,45;2,55;3,55;0,34;12,20;0,06;;
29/04/2020 20:00;1,61;3,46;4,64;0,36;12,20;0,03;;
29/04/2020 21:00;1,60;5,60;6,91;0,43;12,20;0,10;;
29/04/2020 22:00;1,56;4,14;5,17;0,43;12,20;0,12;;
29/04/2020 23:00;1,57;2,11;3,40;0,42;12,20;0,09;;
30/04/2020 00:00;1,47;2,02;3,33;0,41;12,20;0,04;;
30/04/2020 01:00;1,52;3,50;4,66;0,44;6,60;0,04;;
30/04/2020 02:00;1,45;4,31;5,59;0,44;6,60;0,05;;
30/04/2020 03:00;1,41;4,01;5,31;0,45;6,60;0,04;;
30/04/2020 04:00;1,57;6,13;7,41;0,46;6,60;0,04;;
