NetC;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
08/12/20 22:00;Torchiarolo - Fanin     ;;35.90;17.34;;53.94;45.41;;;;2.96
08/12/20 23:00;Torchiarolo - Fanin     ;;;20.25;;23.07;18.47;;;;3.59
13/08/2020 00:00;Torchiarolo - Fanin     ;;60.07;19.43;;20.90;17.47;;;;3.51
13/08/2020 01:00;Torchiarolo - Fanin     ;;;14.99;;15.61;13.02;;;;
13/08/2020 02:00;Torchiarolo - Fanin     ;;36.87;17.60;;12.05;10.00;;;;2.59
13/08/2020 03:00;Torchiarolo - Fanin     ;;;15.38;;;;;;;2.92
13/08/2020 04:00;Torchiarolo - Fanin     ;;24.66;14.73;;11.34;9.43;;;;3.35
13/08/2020 05:00;Torchiarolo - Fanin     ;;;14.96;;15.43;13.37;;;;3.61
13/08/2020 06:00;Torchiarolo - Fanin     ;;22.95;11.27;;24.66;21.07;;;;3.12
13/08/2020 07:00;Torchiarolo - Fanin     ;;;17.40;;22.57;18.33;;;;3.11
13/08/2020 08:00;Torchiarolo - Fanin     ;;26.37;11.67;;23.65;19.16;;;;2.32
13/08/2020 09:00;Torchiarolo - Fanin     ;;;13.12;;19.10;15.56;;;;3.19
13/08/2020 10:00;Torchiarolo - Fanin     ;;35.65;14.01;;11.15;8.81;;;;2.53
13/08/2020 11:00;Torchiarolo - Fanin     ;;;14.88;;8.46;6.65;;;;2.48
13/08/2020 12:00;Torchiarolo - Fanin     ;;27.11;11.65;;8.22;6.41;;;;3.01
13/08/2020 13:00;Torchiarolo - Fanin     ;;;8.90;;7.39;5.78;;;;2.95
13/08/2020 14:00;Torchiarolo - Fanin     ;;27.11;13.66;;8.92;6.75;;;;2.41
13/08/2020 15:00;Torchiarolo - Fanin     ;;;13.84;;10.43;8.19;;;;2.90
13/08/2020 16:00;Torchiarolo - Fanin     ;;26.37;18.72;;4.18;2.86;;;;2.82
13/08/2020 17:00;Torchiarolo - Fanin     ;;;11.00;;5.98;4.58;;;;3.20
13/08/2020 18:00;Torchiarolo - Fanin     ;;22.95;15.15;;4.82;3.66;;;;1.71
13/08/2020 19:00;Torchiarolo - Fanin     ;;;16.72;;4.70;2.73;;;;3.12
13/08/2020 20:00;Torchiarolo - Fanin     ;;25.40;15.46;;11.29;8.42;;;;3.10
13/08/2020 21:00;Torchiarolo - Fanin     ;;;15.03;;22.67;17.23;;;;3.12
13/08/2020 22:00;Torchiarolo - Fanin     ;;31.75;20.95;;21.88;16.81;;;;3.03
13/08/2020 23:00;Torchiarolo - Fanin     ;;;19.59;;38.60;31.72;;;;3.47
14/08/2020 00:00;Torchiarolo - Fanin     ;;30.04;15.53;;56.62;37.44;;;;3.25
14/08/2020 01:00;Torchiarolo - Fanin     ;;;18.21;;114.54;43.38;;;;3.36
14/08/2020 02:00;Torchiarolo - Fanin     ;;23.20;19.20;;102.17;31.45;;;;3.54
14/08/2020 03:00;Torchiarolo - Fanin     ;;;18.26;;92.62;27.19;;;;3.33
14/08/2020 04:00;Torchiarolo - Fanin     ;;23.20;15.66;;88.94;25.15;;;;3.42
14/08/2020 05:00;Torchiarolo - Fanin     ;;;16.79;;69.60;27.17;;;;3.66
14/08/2020 06:00;Torchiarolo - Fanin     ;;27.84;16.99;;99.23;28.71;;;;3.76
14/08/2020 07:00;Torchiarolo - Fanin     ;;;29.45;;60.80;29.77;;;;3.99
14/08/2020 08:00;Torchiarolo - Fanin     ;;49.08;25.54;;15.22;10.35;;;;3.38
14/08/2020 09:00;Torchiarolo - Fanin     ;;;15.68;;4.99;3.45;;;;3.38
14/08/2020 10:00;Torchiarolo - Fanin     ;;27.84;10.90;;7.46;5.95;;;;3.10
14/08/2020 11:00;Torchiarolo - Fanin     ;;;12.81;;5.23;4.17;;;;3.59
14/08/2020 12:00;Torchiarolo - Fanin     ;;17.34;12.64;;3.91;3.21;;;;3.59
14/08/2020 13:00;Torchiarolo - Fanin     ;;;10.68;;3.38;2.59;;;;3.64
14/08/2020 14:00;Torchiarolo - Fanin     ;;13.92;9.33;;2.64;2.08;;;;3.12
14/08/2020 15:00;Torchiarolo - Fanin     ;;;8.64;;2.86;2.02;;;;3.59
14/08/2020 16:00;Torchiarolo - Fanin     ;;12.21;13.39;;3.15;2.18;;;;3.94
14/08/2020 17:00;Torchiarolo - Fanin     ;;;11.44;;4.97;4.41;;;;3.47
14/08/2020 18:00;Torchiarolo - Fanin     ;;18.56;11.84;;5.83;5.06;;;;4.07
14/08/2020 19:00;Torchiarolo - Fanin     ;;;15.41;;8.75;7.11;;;;3.77
14/08/2020 20:00;Torchiarolo - Fanin     ;;19.05;14.84;;7.10;6.10;;;;3.96
14/08/2020 21:00;Torchiarolo - Fanin     ;;;13.35;;9.05;7.73;;;;3.40
14/08/2020 22:00;Torchiarolo - Fanin     ;;23.69;10.40;;10.64;8.67;;;;3.37
14/08/2020 23:00;Torchiarolo - Fanin     ;;;9.02;;8.68;6.93;;;;3.49
15/08/2020 00:00;Torchiarolo - Fanin     ;;25.40;7.80;;5.80;4.69;;;;3.48
15/08/2020 01:00;Torchiarolo - Fanin     ;;;5.24;;6.68;4.60;;;;
15/08/2020 02:00;Torchiarolo - Fanin     ;;36.63;6.50;;7.58;5.51;;;;3.64
15/08/2020 03:00;Torchiarolo - Fanin     ;;;9.60;;;;;;;3.73
15/08/2020 04:00;Torchiarolo - Fanin     ;;46.64;11.70;;20.97;16.71;;;;3.02
15/08/2020 05:00;Torchiarolo - Fanin     ;;;13.81;;16.76;13.08;;;;4.18
15/08/2020 06:00;Torchiarolo - Fanin     ;;34.43;17.80;;22.57;16.21;;;;4.03
15/08/2020 07:00;Torchiarolo - Fanin     ;;;22.64;;24.97;16.89;;;;4.05
15/08/2020 08:00;Torchiarolo - Fanin     ;;29.06;16.29;;10.29;6.65;;;;4.21
15/08/2020 09:00;Torchiarolo - Fanin     ;;;18.94;;6.89;5.18;;;;3.68
15/08/2020 10:00;Torchiarolo - Fanin     ;;14.65;11.29;;4.45;3.60;;;;3.36
15/08/2020 11:00;Torchiarolo - Fanin     ;;;12.34;;3.87;3.16;;;;3.19
15/08/2020 12:00;Torchiarolo - Fanin     ;;7.33;10.96;;3.70;2.79;;;;3.70
15/08/2020 13:00;Torchiarolo - Fanin     ;;;12.34;;6.53;5.29;;;;3.96
15/08/2020 14:00;Torchiarolo - Fanin     ;;19.78;14.70;;4.85;3.82;;;;3.10
15/08/2020 15:00;Torchiarolo - Fanin     ;;;10.17;;5.39;4.05;;;;3.37
15/08/2020 16:00;Torchiarolo - Fanin     ;;22.95;13.50;;4.13;2.77;;;;3.66
15/08/2020 17:00;Torchiarolo - Fanin     ;;;13.99;;4.21;2.92;;;;3.48
15/08/2020 18:00;Torchiarolo - Fanin     ;;21.73;12.20;;6.16;4.64;;;;3.30
15/08/2020 19:00;Torchiarolo - Fanin     ;;;10.17;;5.93;4.39;;;;4.19
15/08/2020 20:00;Torchiarolo - Fanin     ;;30.28;11.70;;8.70;6.06;;;;4.13
15/08/2020 21:00;Torchiarolo - Fanin     ;;;11.67;;17.06;12.26;;;;3.86
15/08/2020 22:00;Torchiarolo - Fanin     ;;42.49;11.63;;12.09;8.26;;;;3.95
15/08/2020 23:00;Torchiarolo - Fanin     ;;;10.82;;9.76;6.23;;;;4.02
16/08/2020 00:00;Torchiarolo - Fanin     ;;40.29;15.80;;6.50;4.29;;;;3.70
16/08/2020 01:00;Torchiarolo - Fanin     ;;;15.72;;7.39;5.60;;;;3.61
16/08/2020 02:00;Torchiarolo - Fanin     ;;21.73;8.64;;7.52;5.53;;;;3.82
16/08/2020 03:00;Torchiarolo - Fanin     ;;;12.47;;10.10;7.62;;;;3.86
16/08/2020 04:00;Torchiarolo - Fanin     ;;11.97;10.75;;12.64;10.34;;;;3.83
16/08/2020 05:00;Torchiarolo - Fanin     ;;;13.62;;18.78;15.80;;;;4.25
16/08/2020 06:00;Torchiarolo - Fanin     ;;16.12;10.55;;14.12;10.97;;;;3.32
16/08/2020 07:00;Torchiarolo - Fanin     ;;;9.83;;19.14;14.56;;;;3.64
16/08/2020 08:00;Torchiarolo - Fanin     ;;31.75;12.73;;11.90;8.39;;;;4.28
16/08/2020 09:00;Torchiarolo - Fanin     ;;;9.52;;9.02;6.22;;;;3.82
16/08/2020 10:00;Torchiarolo - Fanin     ;;16.85;8.94;;5.11;3.65;;;;3.30
16/08/2020 11:00;Torchiarolo - Fanin     ;;;5.69;;3.89;2.58;;;;3.78
16/08/2020 12:00;Torchiarolo - Fanin     ;;8.55;4.93;;5.89;4.46;;;;3.51
16/08/2020 13:00;Torchiarolo - Fanin     ;;;4.90;;6.19;4.77;;;;3.84
16/08/2020 14:00;Torchiarolo - Fanin     ;;9.04;6.40;;3.27;2.20;;;;4.24
16/08/2020 15:00;Torchiarolo - Fanin     ;;;7.26;;2.61;1.71;;;;3.52
16/08/2020 16:00;Torchiarolo - Fanin     ;;9.52;5.20;;3.87;2.53;;;;3.79
16/08/2020 17:00;Torchiarolo - Fanin     ;;;3.29;;5.79;4.68;;;;3.52
16/08/2020 18:00;Torchiarolo - Fanin     ;;19.05;6.00;;4.98;3.63;;;;3.67
16/08/2020 19:00;Torchiarolo - Fanin     ;;;8.03;;4.69;3.42;;;;4.29
16/08/2020 20:00;Torchiarolo - Fanin     ;;13.19;5.32;;7.40;5.71;;;;3.99
16/08/2020 21:00;Torchiarolo - Fanin     ;;;8.10;;23.01;19.05;;;;4.38
16/08/2020 22:00;Torchiarolo - Fanin     ;;32.23;6.16;;28.28;23.49;;;;3.93
16/08/2020 23:00;Torchiarolo - Fanin     ;;;10.89;;32.88;27.22;;;;3.93
17/08/2020 00:00;Torchiarolo - Fanin     ;;27.11;11.63;;35.97;28.60;;;;3.91
17/08/2020 01:00;Torchiarolo - Fanin     ;;;9.23;;38.56;25.29;;;;
17/08/2020 02:00;Torchiarolo - Fanin     ;;14.90;6.20;;82.80;29.12;;;;4.60
17/08/2020 03:00;Torchiarolo - Fanin     ;;;6.53;;;;;;;4.26
17/08/2020 04:00;Torchiarolo - Fanin     ;;17.83;5.93;;74.18;31.80;;;;4.20
17/08/2020 05:00;Torchiarolo - Fanin     ;;;5.55;;91.82;39.06;;;;4.52
17/08/2020 06:00;Torchiarolo - Fanin     ;;15.87;4.12;;24.54;17.07;;;;4.13
17/08/2020 07:00;Torchiarolo - Fanin     ;;;0.50;;17.33;13.10;;;;4.22
17/08/2020 08:00;Torchiarolo - Fanin     ;;37.61;1.34;;6.49;4.99;;;;4.39
17/08/2020 09:00;Torchiarolo - Fanin     ;;;6.61;;5.29;4.26;;;;3.56
17/08/2020 10:00;Torchiarolo - Fanin     ;;18.80;7.08;;5.18;4.39;;;;2.91
17/08/2020 11:00;Torchiarolo - Fanin     ;;;8.64;;3.93;3.03;;;;3.29
17/08/2020 12:00;Torchiarolo - Fanin     ;;9.52;7.54;;3.11;2.46;;;;3.60
17/08/2020 13:00;Torchiarolo - Fanin     ;;;12.42;;3.74;2.57;;;;2.95
17/08/2020 14:00;Torchiarolo - Fanin     ;;5.86;10.75;;4.76;3.64;;;;3.84
17/08/2020 15:00;Torchiarolo - Fanin     ;;;14.15;;3.52;2.98;;;;4.00
17/08/2020 16:00;Torchiarolo - Fanin     ;;11.97;9.34;;3.55;2.70;;;;4.08
17/08/2020 17:00;Torchiarolo - Fanin     ;;;8.03;;4.31;3.39;;;;4.08
17/08/2020 18:00;Torchiarolo - Fanin     ;;17.34;8.49;;5.93;4.73;;;;3.88
17/08/2020 19:00;Torchiarolo - Fanin     ;;;16.05;;9.85;8.11;;;;4.43
17/08/2020 20:00;Torchiarolo - Fanin     ;;23.69;10.72;;13.79;11.53;;;;3.58
17/08/2020 21:00;Torchiarolo - Fanin     ;;;13.00;;16.60;13.89;;;;3.51
17/08/2020 22:00;Torchiarolo - Fanin     ;;27.84;13.72;;23.81;20.82;;;;4.40
17/08/2020 23:00;Torchiarolo - Fanin     ;;;8.69;;22.86;19.82;;;;4.22
18/08/2020 00:00;Torchiarolo - Fanin     ;;22.47;10.36;;16.57;13.64;;;;4.12
18/08/2020 01:00;Torchiarolo - Fanin     ;;;10.07;;16.14;13.27;;;;4.46
18/08/2020 02:00;Torchiarolo - Fanin     ;;41.51;11.97;;14.07;10.50;;;;4.47
18/08/2020 03:00;Torchiarolo - Fanin     ;;;10.37;;10.87;7.25;;;;3.99
18/08/2020 04:00;Torchiarolo - Fanin     ;;46.89;11.97;;8.33;5.38;;;;4.40
18/08/2020 05:00;Torchiarolo - Fanin     ;;;13.04;;7.87;5.04;;;;4.18
18/08/2020 06:00;Torchiarolo - Fanin     ;;46.64;10.77;;12.51;8.02;;;;4.27
18/08/2020 07:00;Torchiarolo - Fanin     ;;;7.99;;47.62;18.49;;;;5.02
18/08/2020 08:00;Torchiarolo - Fanin     ;;52.50;9.68;;7.20;3.97;;;;4.52
18/08/2020 09:00;Torchiarolo - Fanin     ;;;15.98;;7.64;4.04;;;;4.58
18/08/2020 10:00;Torchiarolo - Fanin     ;;27.11;16.29;;6.36;3.90;;;;4.39
18/08/2020 11:00;Torchiarolo - Fanin     ;;;16.48;;4.24;2.79;;;;3.59
18/08/2020 12:00;Torchiarolo - Fanin     ;;19.05;13.32;;3.61;2.48;;;;4.44
18/08/2020 13:00;Torchiarolo - Fanin     ;;;20.33;;4.05;2.59;;;;3.99
18/08/2020 14:00;Torchiarolo - Fanin     ;;23.69;16.61;;6.61;4.70;;;;4.67
18/08/2020 15:00;Torchiarolo - Fanin     ;;;14.84;;4.94;4.04;;;;4.49
18/08/2020 16:00;Torchiarolo - Fanin     ;;19.78;17.63;;5.52;4.44;;;;3.60
18/08/2020 17:00;Torchiarolo - Fanin     ;;;14.58;;5.55;4.21;;;;2.57
18/08/2020 18:00;Torchiarolo - Fanin     ;;18.32;14.08;;4.35;2.97;;;;1.16
18/08/2020 19:00;Torchiarolo - Fanin     ;;;11.43;;7.01;5.19;;;;4.56
18/08/2020 20:00;Torchiarolo - Fanin     ;;44.44;14.50;;6.37;4.48;;;;4.47
18/08/2020 21:00;Torchiarolo - Fanin     ;;;12.32;;4.68;2.80;;;;4.58
18/08/2020 22:00;Torchiarolo - Fanin     ;;39.80;10.86;;5.43;3.56;;;;4.98
18/08/2020 23:00;Torchiarolo - Fanin     ;;;10.97;;11.34;9.01;;;;4.55
19/08/2020 00:00;Torchiarolo - Fanin     ;;35.90;8.34;;4.21;3.20;;;;4.53
19/08/2020 01:00;Torchiarolo - Fanin     ;;;5.82;;5.10;3.40;;;;
19/08/2020 02:00;Torchiarolo - Fanin     ;;52.01;5.09;;4.66;3.04;;;;3.76
19/08/2020 03:00;Torchiarolo - Fanin     ;;;3.60;;;;;;;4.77
19/08/2020 04:00;Torchiarolo - Fanin     ;;33.70;5.77;;7.94;5.17;;;;4.51
19/08/2020 05:00;Torchiarolo - Fanin     ;;;9.33;;6.77;4.22;;;;3.69
19/08/2020 06:00;Torchiarolo - Fanin     ;;23.93;6.34;;8.62;6.04;;;;3.40
19/08/2020 07:00;Torchiarolo - Fanin     ;;;10.09;;8.68;6.04;;;;4.43
19/08/2020 08:00;Torchiarolo - Fanin     ;;13.43;9.91;;8.06;5.60;;;;4.96
19/08/2020 09:00;Torchiarolo - Fanin     ;;;13.21;;5.30;3.70;;;;4.79
19/08/2020 10:00;Torchiarolo - Fanin     ;;8.06;8.42;;5.67;4.14;;;;4.42
19/08/2020 11:00;Torchiarolo - Fanin     ;;;5.36;;3.90;3.31;;;;4.57
19/08/2020 12:00;Torchiarolo - Fanin     ;;4.88;8.39;;4.06;2.93;;;;4.18
19/08/2020 13:00;Torchiarolo - Fanin     ;;;7.54;;3.17;2.19;;;;4.66
19/08/2020 14:00;Torchiarolo - Fanin     ;;8.55;5.28;;3.50;2.84;;;;4.41
19/08/2020 15:00;Torchiarolo - Fanin     ;;;4.91;;3.78;2.97;;;;4.61
19/08/2020 16:00;Torchiarolo - Fanin     ;;16.61;8.37;;3.47;2.72;;;;4.34
19/08/2020 17:00;Torchiarolo - Fanin     ;;;14.41;;3.29;2.89;;;;3.42
19/08/2020 18:00;Torchiarolo - Fanin     ;;9.04;9.14;;3.80;3.07;;;;4.35
19/08/2020 19:00;Torchiarolo - Fanin     ;;;3.98;;4.89;3.93;;;;4.46
19/08/2020 20:00;Torchiarolo - Fanin     ;;6.11;6.04;;8.53;7.28;;;;4.07
19/08/2020 21:00;Torchiarolo - Fanin     ;;;3.49;;9.72;8.27;;;;4.06
19/08/2020 22:00;Torchiarolo - Fanin     ;;8.30;0.65;;12.28;10.20;;;;4.34
19/08/2020 23:00;Torchiarolo - Fanin     ;;;3.78;;11.06;9.19;;;;4.35
20/08/2020 00:00;Torchiarolo - Fanin     ;;21.73;3.21;;15.20;13.05;;;;4.27
20/08/2020 01:00;Torchiarolo - Fanin     ;;;0.76;;12.30;10.38;;;;4.46
20/08/2020 02:00;Torchiarolo - Fanin     ;;24.42;3.57;;9.51;8.06;;;;4.33
20/08/2020 03:00;Torchiarolo - Fanin     ;;;6.66;;7.69;6.47;;;;4.49
20/08/2020 04:00;Torchiarolo - Fanin     ;;19.54;4.90;;9.40;7.80;;;;4.75
20/08/2020 05:00;Torchiarolo - Fanin     ;;;2.45;;6.03;4.95;;;;4.83
20/08/2020 06:00;Torchiarolo - Fanin     ;;18.07;1.35;;9.19;7.07;;;;5.01
20/08/2020 07:00;Torchiarolo - Fanin     ;;;3.64;;8.28;6.57;;;;4.57
20/08/2020 08:00;Torchiarolo - Fanin     ;;20.27;1.32;;7.89;5.85;;;;4.16
20/08/2020 09:00;Torchiarolo - Fanin     ;;;0.12;;6.98;5.18;;;;4.02
20/08/2020 10:00;Torchiarolo - Fanin     ;;13.19;3.20;;5.98;4.62;;;;4.13
20/08/2020 11:00;Torchiarolo - Fanin     ;;;4.74;;4.85;3.47;;;;4.63
20/08/2020 12:00;Torchiarolo - Fanin     ;;7.57;4.05;;4.84;3.88;;;;3.97
20/08/2020 13:00;Torchiarolo - Fanin     ;;;4.86;;5.09;3.88;;;;3.07
20/08/2020 14:00;Torchiarolo - Fanin     ;;10.74;4.11;;5.35;4.13;;;;3.36
20/08/2020 15:00;Torchiarolo - Fanin     ;;;2.64;;4.54;3.50;;;;3.88
20/08/2020 16:00;Torchiarolo - Fanin     ;;10.50;4.65;;6.32;5.15;;;;3.92
20/08/2020 17:00;Torchiarolo - Fanin     ;;;8.39;;7.89;6.71;;;;3.92
20/08/2020 18:00;Torchiarolo - Fanin     ;;9.77;6.84;;7.05;5.97;;;;4.31
20/08/2020 19:00;Torchiarolo - Fanin     ;;;5.92;;3.87;3.22;;;;3.87
20/08/2020 20:00;Torchiarolo - Fanin     ;;7.33;7.42;;7.07;5.90;;;;3.25
20/08/2020 21:00;Torchiarolo - Fanin     ;;;7.12;;12.45;10.32;;;;4.56
20/08/2020 22:00;Torchiarolo - Fanin     ;;17.58;11.31;;14.05;12.10;;;;4.20
20/08/2020 23:00;Torchiarolo - Fanin     ;;;9.53;;9.75;7.97;;;;4.19
21/08/2020 00:00;Torchiarolo - Fanin     ;;22.95;11.85;;10.66;8.47;;;;4.20
21/08/2020 01:00;Torchiarolo - Fanin     ;;;8.78;;10.24;8.22;;;;
21/08/2020 02:00;Torchiarolo - Fanin     ;;19.78;6.63;;7.37;5.78;;;;2.09
21/08/2020 03:00;Torchiarolo - Fanin     ;;;5.63;;;;;;;4.26
21/08/2020 04:00;Torchiarolo - Fanin     ;;14.16;5.11;;7.67;6.34;;;;4.36
21/08/2020 05:00;Torchiarolo - Fanin     ;;;3.07;;6.69;5.58;;;;3.80
21/08/2020 06:00;Torchiarolo - Fanin     ;;8.06;0.37;;10.26;8.36;;;;3.67
21/08/2020 07:00;Torchiarolo - Fanin     ;;;0.62;;14.03;11.57;;;;3.81
21/08/2020 08:00;Torchiarolo - Fanin     ;;5.13;2.48;;9.40;7.19;;;;3.51
21/08/2020 09:00;Torchiarolo - Fanin     ;;;2.76;;3.89;2.63;;;;3.59
21/08/2020 10:00;Torchiarolo - Fanin     ;;11.23;8.08;;6.83;5.66;;;;2.73
21/08/2020 11:00;Torchiarolo - Fanin     ;;;10.47;;5.04;3.86;;;;2.56
21/08/2020 12:00;Torchiarolo - Fanin     ;;12.21;7.24;;2.59;2.35;;;;2.78
21/08/2020 13:00;Torchiarolo - Fanin     ;;;10.51;;3.59;2.94;;;;2.21
21/08/2020 14:00;Torchiarolo - Fanin     ;;10.74;12.38;;6.93;5.87;;;;2.11
21/08/2020 15:00;Torchiarolo - Fanin     ;;;7.75;;1.68;1.31;;;;2.24
21/08/2020 16:00;Torchiarolo - Fanin     ;;13.43;5.17;;3.31;2.99;;;;3.17
21/08/2020 17:00;Torchiarolo - Fanin     ;;;4.10;;2.89;2.13;;;;3.59
21/08/2020 18:00;Torchiarolo - Fanin     ;;16.85;10.66;;8.08;6.95;;;;2.73
21/08/2020 19:00;Torchiarolo - Fanin     ;;;8.16;;12.88;11.45;;;;2.63
21/08/2020 20:00;Torchiarolo - Fanin     ;;9.52;7.38;;13.60;11.74;;;;2.48
21/08/2020 21:00;Torchiarolo - Fanin     ;;;7.61;;15.47;13.31;;;;2.85
21/08/2020 22:00;Torchiarolo - Fanin     ;;21.00;9.79;;35.43;31.41;;;;2.48
21/08/2020 23:00;Torchiarolo - Fanin     ;;;11.44;;17.81;15.30;;;;2.17
22/08/2020 00:00;Torchiarolo - Fanin     ;;27.84;7.23;;30.19;27.06;;;;2.44
22/08/2020 01:00;Torchiarolo - Fanin     ;;;9.66;;17.45;15.28;;;;2.89
22/08/2020 02:00;Torchiarolo - Fanin     ;;15.63;7.96;;37.32;32.69;;;;2.47
22/08/2020 03:00;Torchiarolo - Fanin     ;;;5.25;;44.00;32.69;;;;2.39
22/08/2020 04:00;Torchiarolo - Fanin     ;;14.90;4.11;;18.89;16.83;;;;2.50
22/08/2020 05:00;Torchiarolo - Fanin     ;;;5.58;;71.61;32.07;;;;3.09
22/08/2020 06:00;Torchiarolo - Fanin     ;;18.07;9.49;;59.23;30.84;;;;3.42
22/08/2020 07:00;Torchiarolo - Fanin     ;;;6.36;;32.69;23.78;;;;2.47
22/08/2020 08:00;Torchiarolo - Fanin     ;;13.68;5.28;;11.98;8.98;;;;2.57
22/08/2020 09:00;Torchiarolo - Fanin     ;;;3.87;;7.23;5.40;;;;2.72
22/08/2020 10:00;Torchiarolo - Fanin     ;;13.19;5.27;;4.27;3.44;;;;2.51
22/08/2020 11:00;Torchiarolo - Fanin     ;;;7.64;;3.89;3.22;;;;2.18
22/08/2020 12:00;Torchiarolo - Fanin     ;;7.81;6.62;;3.90;2.81;;;;2.43
22/08/2020 13:00;Torchiarolo - Fanin     ;;;2.26;;3.47;2.56;;;;2.61
22/08/2020 14:00;Torchiarolo - Fanin     ;;8.55;4.22;;2.02;1.49;;;;2.81
22/08/2020 15:00;Torchiarolo - Fanin     ;;;5.39;;2.42;1.64;;;;2.02
22/08/2020 16:00;Torchiarolo - Fanin     ;;7.33;4.18;;3.05;2.54;;;;2.08
22/08/2020 17:00;Torchiarolo - Fanin     ;;;3.18;;2.42;1.97;;;;2.87
22/08/2020 18:00;Torchiarolo - Fanin     ;;5.86;0.75;;4.09;2.93;;;;3.15
22/08/2020 19:00;Torchiarolo - Fanin     ;;;0.07;;5.21;3.78;;;;3.16
22/08/2020 20:00;Torchiarolo - Fanin     ;;3.66;1.55;;19.54;16.90;;;;2.77
22/08/2020 21:00;Torchiarolo - Fanin     ;;;6.91;;45.96;41.09;;;;3.43
22/08/2020 22:00;Torchiarolo - Fanin     ;;9.52;16.19;;42.08;37.56;;;;3.37
22/08/2020 23:00;Torchiarolo - Fanin     ;;;9.97;;47.71;41.14;;;;3.32
23/08/2020 00:00;Torchiarolo - Fanin     ;;25.64;6.74;;38.23;32.99;;;;3.44
23/08/2020 01:00;Torchiarolo - Fanin     ;;;4.03;;44.07;31.97;;;;
23/08/2020 02:00;Torchiarolo - Fanin     ;;24.42;4.21;;51.14;26.37;;;;3.05
23/08/2020 03:00;Torchiarolo - Fanin     ;;;4.28;;;;;;;3.95
23/08/2020 04:00;Torchiarolo - Fanin     ;;23.69;6.15;;36.05;20.61;;;;3.74
23/08/2020 05:00;Torchiarolo - Fanin     ;;;10.59;;38.93;20.05;;;;2.85
23/08/2020 06:00;Torchiarolo - Fanin     ;;22.47;10.79;;52.79;18.12;;;;3.66
23/08/2020 07:00;Torchiarolo - Fanin     ;;;11.10;;31.62;18.31;;;;3.64
23/08/2020 08:00;Torchiarolo - Fanin     ;;23.93;11.44;;11.47;7.83;;;;3.47
23/08/2020 09:00;Torchiarolo - Fanin     ;;;9.33;;7.11;5.54;;;;3.06
23/08/2020 10:00;Torchiarolo - Fanin     ;;12.94;6.23;;12.68;10.21;;;;2.57
23/08/2020 11:00;Torchiarolo - Fanin     ;;;3.16;;6.10;4.59;;;;3.51
23/08/2020 12:00;Torchiarolo - Fanin     ;;14.16;1.69;;3.23;2.30;;;;3.17
23/08/2020 13:00;Torchiarolo - Fanin     ;;;3.69;;2.24;1.85;;;;2.90
23/08/2020 14:00;Torchiarolo - Fanin     ;;10.50;3.98;;2.46;1.78;;;;3.22
23/08/2020 15:00;Torchiarolo - Fanin     ;;;2.02;;3.02;2.64;;;;3.37
23/08/2020 16:00;Torchiarolo - Fanin     ;;6.84;3.43;;3.06;2.19;;;;3.55
23/08/2020 17:00;Torchiarolo - Fanin     ;;;5.80;;3.10;2.28;;;;3.86
23/08/2020 18:00;Torchiarolo - Fanin     ;;4.88;5.05;;4.18;2.98;;;;3.41
23/08/2020 19:00;Torchiarolo - Fanin     ;;;0.90;;5.91;4.69;;;;1.68
23/08/2020 20:00;Torchiarolo - Fanin     ;;10.50;0.04;;8.69;6.90;;;;2.77
23/08/2020 21:00;Torchiarolo - Fanin     ;;;19.45;;34.66;27.97;;;;2.60
23/08/2020 22:00;Torchiarolo - Fanin     ;;20.02;13.85;;70.23;47.56;;;;3.26
23/08/2020 23:00;Torchiarolo - Fanin     ;;;6.98;;70.13;43.12;;;;3.23
24/08/2020 00:00;Torchiarolo - Fanin     ;;24.66;4.79;;71.34;37.34;;;;4.09
24/08/2020 01:00;Torchiarolo - Fanin     ;;;6.46;;102.14;33.64;;;;4.00
24/08/2020 02:00;Torchiarolo - Fanin     ;;22.71;5.13;;106.63;30.42;;;;3.79
24/08/2020 03:00;Torchiarolo - Fanin     ;;;5.96;;114.54;29.09;;;;3.63
24/08/2020 04:00;Torchiarolo - Fanin     ;;14.65;5.59;;92.24;29.07;;;;3.35
24/08/2020 05:00;Torchiarolo - Fanin     ;;;4.21;;54.86;28.59;;;;3.80
24/08/2020 06:00;Torchiarolo - Fanin     ;;24.91;4.02;;84.04;26.39;;;;4.01
24/08/2020 07:00;Torchiarolo - Fanin     ;;;3.93;;60.50;28.94;;;;3.40
24/08/2020 08:00;Torchiarolo - Fanin     ;;21.25;3.98;;16.87;10.90;;;;3.32
24/08/2020 09:00;Torchiarolo - Fanin     ;;;12.67;;17.68;11.70;;;;2.45
24/08/2020 10:00;Torchiarolo - Fanin     ;;22.95;8.74;;12.23;9.31;;;;3.46
24/08/2020 11:00;Torchiarolo - Fanin     ;;;6.62;;9.27;6.73;;;;2.78
24/08/2020 12:00;Torchiarolo - Fanin     ;;16.85;3.76;;8.18;6.32;;;;3.47
24/08/2020 13:00;Torchiarolo - Fanin     ;;;1.50;;6.67;4.95;;;;3.40
24/08/2020 14:00;Torchiarolo - Fanin     ;;14.65;3.62;;3.94;2.78;;;;3.06
24/08/2020 15:00;Torchiarolo - Fanin     ;;;3.18;;2.90;2.02;;;;3.42
