NetC;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
31/07/2020 22:00;Torchiarolo - Fanin     ;;30.28;17.18;;9.57;7.54;;;;1.71
31/07/2020 23:00;Torchiarolo - Fanin     ;;;10.71;;24.41;21.09;;;;2.39
08/01/20 00:00;Torchiarolo - Fanin     ;;29.06;16.13;;13.12;10.90;;;;2.33
08/01/20 01:00;Torchiarolo - Fanin     ;;;17.03;;34.36;30.13;;;;
08/01/20 02:00;Torchiarolo - Fanin     ;;26.62;24.13;;17.41;14.86;;;;1.97
08/01/20 03:00;Torchiarolo - Fanin     ;;;21.59;;;;;;;2.17
08/01/20 04:00;Torchiarolo - Fanin     ;;24.42;16.80;;11.53;9.65;;;;0.63
08/01/20 05:00;Torchiarolo - Fanin     ;;;12.71;;11.56;9.27;;;;2.08
08/01/20 06:00;Torchiarolo - Fanin     ;;27.11;9.29;;13.43;10.37;;;;2.39
08/01/20 07:00;Torchiarolo - Fanin     ;;;9.92;;14.86;11.21;;;;1.51
08/01/20 08:00;Torchiarolo - Fanin     ;;39.80;10.37;;10.57;8.04;;;;1.78
08/01/20 09:00;Torchiarolo - Fanin     ;;;12.36;;7.56;5.84;;;;1.88
08/01/20 10:00;Torchiarolo - Fanin     ;;20.51;8.79;;5.85;4.44;;;;1.58
08/01/20 11:00;Torchiarolo - Fanin     ;;;12.03;;5.34;4.53;;;;1.98
08/01/20 12:00;Torchiarolo - Fanin     ;;11.72;18.20;;4.65;3.65;;;;1.66
08/01/20 13:00;Torchiarolo - Fanin     ;;;14.66;;3.27;2.47;;;;1.91
08/01/20 14:00;Torchiarolo - Fanin     ;;15.14;13.00;;3.12;2.75;;;;2.65
08/01/20 15:00;Torchiarolo - Fanin     ;;;15.01;;2.95;2.49;;;;2.62
08/01/20 16:00;Torchiarolo - Fanin     ;;20.27;14.23;;3.55;2.73;;;;2.39
08/01/20 17:00;Torchiarolo - Fanin     ;;;16.61;;4.50;3.67;;;;2.80
08/01/20 18:00;Torchiarolo - Fanin     ;;20.51;13.35;;5.14;4.32;;;;2.06
08/01/20 19:00;Torchiarolo - Fanin     ;;;21.20;;5.27;4.49;;;;2.63
08/01/20 20:00;Torchiarolo - Fanin     ;;28.82;18.55;;6.81;5.57;;;;2.70
08/01/20 21:00;Torchiarolo - Fanin     ;;;15.90;;8.26;6.63;;;;2.23
08/01/20 22:00;Torchiarolo - Fanin     ;;32.97;17.76;;9.11;6.76;;;;1.93
08/01/20 23:00;Torchiarolo - Fanin     ;;;17.08;;7.76;5.47;;;;1.89
08/02/20 00:00;Torchiarolo - Fanin     ;;44.93;18.47;;6.65;4.44;;;;2.17
08/02/20 01:00;Torchiarolo - Fanin     ;;;15.70;;7.70;5.51;;;;2.34
08/02/20 02:00;Torchiarolo - Fanin     ;;40.05;16.38;;6.16;4.41;;;;3.01
08/02/20 03:00;Torchiarolo - Fanin     ;;;22.18;;6.06;4.26;;;;2.06
08/02/20 04:00;Torchiarolo - Fanin     ;;21.73;21.33;;9.63;7.16;;;;2.75
08/02/20 05:00;Torchiarolo - Fanin     ;;;17.61;;6.69;5.27;;;;2.78
08/02/20 06:00;Torchiarolo - Fanin     ;;26.86;20.07;;6.98;5.34;;;;2.21
08/02/20 07:00;Torchiarolo - Fanin     ;;;15.91;;7.26;5.47;;;;2.76
08/02/20 08:00;Torchiarolo - Fanin     ;;24.18;17.72;;4.91;3.98;;;;2.82
08/02/20 09:00;Torchiarolo - Fanin     ;;;13.47;;5.63;4.26;;;;2.60
08/02/20 10:00;Torchiarolo - Fanin     ;;23.44;23.09;;4.51;3.42;;;;2.70
08/02/20 11:00;Torchiarolo - Fanin     ;;;17.47;;3.74;2.68;;;;2.45
08/02/20 12:00;Torchiarolo - Fanin     ;;23.44;21.91;;3.00;2.47;;;;2.87
08/02/20 13:00;Torchiarolo - Fanin     ;;;18.33;;5.29;4.58;;;;2.13
08/02/20 14:00;Torchiarolo - Fanin     ;;23.44;13.17;;4.49;3.95;;;;2.78
08/02/20 15:00;Torchiarolo - Fanin     ;;;14.97;;7.58;6.47;;;;4.01
08/02/20 16:00;Torchiarolo - Fanin     ;;13.68;13.14;;3.15;2.31;;;;6.10
08/02/20 17:00;Torchiarolo - Fanin     ;;;11.23;;1.84;1.61;;;;5.96
08/02/20 18:00;Torchiarolo - Fanin     ;;14.65;11.02;;11.59;10.47;;;;4.33
08/02/20 19:00;Torchiarolo - Fanin     ;;;17.25;;11.79;10.79;;;;3.89
08/02/20 20:00;Torchiarolo - Fanin     ;;22.22;11.95;;9.95;8.30;;;;2.89
08/02/20 21:00;Torchiarolo - Fanin     ;;;9.97;;11.92;10.01;;;;3.13
08/02/20 22:00;Torchiarolo - Fanin     ;;30.28;13.03;;67.80;54.34;;;;3.14
08/02/20 23:00;Torchiarolo - Fanin     ;;;15.89;;42.66;36.63;;;;2.99
08/03/20 00:00;Torchiarolo - Fanin     ;;31.99;17.30;;62.66;46.75;;;;3.02
08/03/20 01:00;Torchiarolo - Fanin     ;;;16.90;;47.65;37.67;;;;
08/03/20 02:00;Torchiarolo - Fanin     ;;33.21;11.17;;37.04;29.43;;;;3.01
08/03/20 03:00;Torchiarolo - Fanin     ;;;13.61;;;;;;;2.81
08/03/20 04:00;Torchiarolo - Fanin     ;;36.87;14.08;;41.47;31.34;;;;2.89
08/03/20 05:00;Torchiarolo - Fanin     ;;;16.23;;33.43;26.26;;;;3.07
08/03/20 06:00;Torchiarolo - Fanin     ;;25.64;14.11;;47.34;34.73;;;;2.69
08/03/20 07:00;Torchiarolo - Fanin     ;;;19.69;;37.66;27.76;;;;2.98
08/03/20 08:00;Torchiarolo - Fanin     ;;31.99;15.39;;12.33;10.67;;;;2.79
08/03/20 09:00;Torchiarolo - Fanin     ;;;10.67;;8.29;7.10;;;;2.21
08/03/20 10:00;Torchiarolo - Fanin     ;;17.34;10.92;;8.76;7.34;;;;1.58
08/03/20 11:00;Torchiarolo - Fanin     ;;;9.94;;7.35;6.06;;;;2.78
08/03/20 12:00;Torchiarolo - Fanin     ;;18.56;12.34;;6.06;5.15;;;;3.09
08/03/20 13:00;Torchiarolo - Fanin     ;;;12.84;;6.06;5.41;;;;2.75
08/03/20 14:00;Torchiarolo - Fanin     ;;16.12;14.20;;5.51;4.76;;;;2.57
08/03/20 15:00;Torchiarolo - Fanin     ;;;8.73;;4.78;4.27;;;;3.33
08/03/20 16:00;Torchiarolo - Fanin     ;;19.54;11.00;;4.43;3.77;;;;3.25
08/03/20 17:00;Torchiarolo - Fanin     ;;;12.96;;5.11;4.35;;;;2.85
08/03/20 18:00;Torchiarolo - Fanin     ;;14.65;11.58;;4.44;4.10;;;;3.46
08/03/20 19:00;Torchiarolo - Fanin     ;;;13.47;;6.22;5.75;;;;3.47
08/03/20 20:00;Torchiarolo - Fanin     ;;22.95;17.27;;8.42;7.52;;;;3.42
08/03/20 21:00;Torchiarolo - Fanin     ;;;15.60;;5.56;5.00;;;;3.11
08/03/20 22:00;Torchiarolo - Fanin     ;;26.86;16.38;;4.22;3.28;;;;2.74
08/03/20 23:00;Torchiarolo - Fanin     ;;;11.75;;3.79;2.75;;;;2.37
08/04/20 00:00;Torchiarolo - Fanin     ;;37.61;13.44;;3.70;2.45;;;;2.80
08/04/20 01:00;Torchiarolo - Fanin     ;;;13.23;;3.11;2.19;;;;2.62
08/04/20 02:00;Torchiarolo - Fanin     ;;42.49;9.12;;3.40;2.17;;;;2.56
08/04/20 03:00;Torchiarolo - Fanin     ;;;14.46;;4.11;2.63;;;;2.55
08/04/20 04:00;Torchiarolo - Fanin     ;;43.47;17.75;;4.22;3.00;;;;3.19
08/04/20 05:00;Torchiarolo - Fanin     ;;;15.65;;5.05;3.33;;;;2.82
08/04/20 06:00;Torchiarolo - Fanin     ;;41.51;18.83;;8.89;6.51;;;;2.69
08/04/20 07:00;Torchiarolo - Fanin     ;;;19.04;;8.15;5.59;;;;2.90
08/04/20 08:00;Torchiarolo - Fanin     ;;52.01;15.74;;6.86;4.69;;;;2.99
08/04/20 09:00;Torchiarolo - Fanin     ;;;16.79;;6.23;4.95;;;;3.03
08/04/20 10:00;Torchiarolo - Fanin     ;;26.13;17.93;;7.77;6.35;;;;2.96
08/04/20 11:00;Torchiarolo - Fanin     ;;;19.67;;;;;;;2.77
08/04/20 12:00;Torchiarolo - Fanin     ;;14.16;16.12;;6.70;5.18;;;;2.14
08/04/20 13:00;Torchiarolo - Fanin     ;;;41.43;;6.16;4.25;;;;2.72
08/04/20 14:00;Torchiarolo - Fanin     ;;26.37;14.85;;3.15;2.49;;;;3.12
08/04/20 15:00;Torchiarolo - Fanin     ;;;16.14;;3.78;2.80;;;;3.23
08/04/20 16:00;Torchiarolo - Fanin     ;;29.06;7.78;;4.33;3.07;;;;3.25
08/04/20 17:00;Torchiarolo - Fanin     ;;;10.52;;5.28;3.43;;;;2.80
08/04/20 18:00;Torchiarolo - Fanin     ;;42.25;9.42;;4.31;2.95;;;;3.54
08/04/20 19:00;Torchiarolo - Fanin     ;;;14.02;;5.28;4.10;;;;3.87
08/04/20 20:00;Torchiarolo - Fanin     ;;34.19;15.76;;7.33;5.29;;;;3.42
08/04/20 21:00;Torchiarolo - Fanin     ;;;17.26;;7.04;4.89;;;;3.84
08/04/20 22:00;Torchiarolo - Fanin     ;;61.54;12.09;;7.73;5.44;;;;3.65
08/04/20 23:00;Torchiarolo - Fanin     ;;;14.03;;6.70;4.43;;;;4.04
08/05/20 00:00;Torchiarolo - Fanin     ;;69.84;13.31;;6.50;3.83;;;;3.70
08/05/20 01:00;Torchiarolo - Fanin     ;;;15.84;;9.03;5.10;;;;
08/05/20 02:00;Torchiarolo - Fanin     ;;68.62;13.80;;15.30;6.95;;;;3.33
08/05/20 03:00;Torchiarolo - Fanin     ;;;9.70;;;;;;;4.00
08/05/20 04:00;Torchiarolo - Fanin     ;;34.43;4.68;;5.24;4.47;;;;3.47
08/05/20 05:00;Torchiarolo - Fanin     ;;;4.80;;5.54;4.23;;;;3.53
08/05/20 06:00;Torchiarolo - Fanin     ;;17.34;7.57;;10.27;8.66;;;;3.72
08/05/20 07:00;Torchiarolo - Fanin     ;;;7.69;;17.90;15.61;;;;3.62
08/05/20 08:00;Torchiarolo - Fanin     ;;8.79;21.37;;11.92;9.83;;;;3.71
08/05/20 09:00;Torchiarolo - Fanin     ;;;11.68;;7.15;5.20;;;;3.86
08/05/20 10:00;Torchiarolo - Fanin     ;;4.40;9.29;;6.93;5.30;;;;3.35
08/05/20 11:00;Torchiarolo - Fanin     ;;;9.45;;6.80;4.93;;;;3.40
08/05/20 12:00;Torchiarolo - Fanin     ;;2.20;8.68;;6.62;5.51;;;;2.70
08/05/20 13:00;Torchiarolo - Fanin     ;;;8.57;;6.88;5.99;;;;3.69
08/05/20 14:00;Torchiarolo - Fanin     ;;4.40;7.22;;4.63;3.39;;;;3.25
08/05/20 15:00;Torchiarolo - Fanin     ;;;9.73;;2.86;1.95;;;;2.97
08/05/20 16:00;Torchiarolo - Fanin     ;;15.87;7.14;;2.87;2.54;;;;3.12
08/05/20 17:00;Torchiarolo - Fanin     ;;;2.97;;9.32;7.16;;;;3.16
08/05/20 18:00;Torchiarolo - Fanin     ;;28.08;2.18;;10.83;8.74;;;;2.67
08/05/20 19:00;Torchiarolo - Fanin     ;;;5.10;;7.29;5.48;;;;3.27
08/05/20 20:00;Torchiarolo - Fanin     ;;18.32;4.97;;10.53;8.59;;;;3.52
08/05/20 21:00;Torchiarolo - Fanin     ;;;1.40;;10.55;8.27;;;;3.49
08/05/20 22:00;Torchiarolo - Fanin     ;;19.29;0.11;;10.94;8.44;;;;3.39
08/05/20 23:00;Torchiarolo - Fanin     ;;;3.54;;9.39;7.30;;;;2.75
08/06/20 00:00;Torchiarolo - Fanin     ;;19.78;5.87;;10.13;7.95;;;;3.24
08/06/20 01:00;Torchiarolo - Fanin     ;;;11.90;;10.02;7.72;;;;3.40
08/06/20 02:00;Torchiarolo - Fanin     ;;19.54;7.46;;9.47;7.07;;;;3.39
08/06/20 03:00;Torchiarolo - Fanin     ;;;5.66;;7.84;6.17;;;;3.44
08/06/20 04:00;Torchiarolo - Fanin     ;;24.91;5.51;;7.92;6.15;;;;3.15
08/06/20 05:00;Torchiarolo - Fanin     ;;;6.05;;9.53;7.73;;;;2.59
08/06/20 06:00;Torchiarolo - Fanin     ;;13.68;6.64;;8.64;7.03;;;;3.35
08/06/20 07:00;Torchiarolo - Fanin     ;;;6.70;;8.79;7.00;;;;3.62
08/06/20 08:00;Torchiarolo - Fanin     ;;8.30;4.31;;12.31;9.40;;;;3.62
08/06/20 09:00;Torchiarolo - Fanin     ;;;0.48;;13.44;10.67;;;;2.75
08/06/20 10:00;Torchiarolo - Fanin     ;;25.89;4.57;;11.33;8.58;;;;3.18
08/06/20 11:00;Torchiarolo - Fanin     ;;;3.15;;8.70;6.43;;;;3.40
08/06/20 12:00;Torchiarolo - Fanin     ;;14.41;1.16;;6.46;4.56;;;;3.04
08/06/20 13:00;Torchiarolo - Fanin     ;;;1.19;;5.41;3.51;;;;2.58
08/06/20 14:00;Torchiarolo - Fanin     ;;14.90;2.30;;4.00;2.72;;;;2.57
08/06/20 15:00;Torchiarolo - Fanin     ;;;6.21;;4.35;2.81;;;;3.29
08/06/20 16:00;Torchiarolo - Fanin     ;;8.55;7.81;;5.33;3.90;;;;2.75
08/06/20 17:00;Torchiarolo - Fanin     ;;;6.34;;5.45;4.04;;;;2.90
08/06/20 18:00;Torchiarolo - Fanin     ;;5.62;5.85;;7.39;5.74;;;;3.06
08/06/20 19:00;Torchiarolo - Fanin     ;;;3.93;;5.64;3.99;;;;3.22
08/06/20 20:00;Torchiarolo - Fanin     ;;12.94;2.96;;11.52;9.14;;;;3.10
08/06/20 21:00;Torchiarolo - Fanin     ;;;9.26;;17.91;14.08;;;;2.94
08/06/20 22:00;Torchiarolo - Fanin     ;;21.49;6.88;;15.77;12.39;;;;2.57
08/06/20 23:00;Torchiarolo - Fanin     ;;;4.01;;16.55;13.13;;;;2.61
08/07/20 00:00;Torchiarolo - Fanin     ;;27.84;4.21;;13.14;10.52;;;;2.81
08/07/20 01:00;Torchiarolo - Fanin     ;;;8.04;;14.22;11.54;;;;
08/07/20 02:00;Torchiarolo - Fanin     ;;15.14;7.78;;11.09;8.73;;;;3.06
08/07/20 03:00;Torchiarolo - Fanin     ;;;4.56;;;;;;;3.01
08/07/20 04:00;Torchiarolo - Fanin     ;;9.04;3.46;;14.39;11.82;;;;3.29
08/07/20 05:00;Torchiarolo - Fanin     ;;;3.90;;14.57;12.07;;;;2.98
08/07/20 06:00;Torchiarolo - Fanin     ;;9.77;9.32;;15.96;12.73;;;;3.22
08/07/20 07:00;Torchiarolo - Fanin     ;;;9.23;;11.32;8.61;;;;2.84
08/07/20 08:00;Torchiarolo - Fanin     ;;13.43;7.57;;9.30;6.17;;;;3.35
08/07/20 09:00;Torchiarolo - Fanin     ;;;6.81;;7.95;5.46;;;;2.78
08/07/20 10:00;Torchiarolo - Fanin     ;;13.19;7.27;;4.32;3.09;;;;3.14
08/07/20 11:00;Torchiarolo - Fanin     ;;;5.46;;3.89;2.32;;;;2.19
08/07/20 12:00;Torchiarolo - Fanin     ;;6.59;5.20;;4.29;3.02;;;;2.75
08/07/20 13:00;Torchiarolo - Fanin     ;;;4.13;;3.19;2.34;;;;2.93
08/07/20 14:00;Torchiarolo - Fanin     ;;4.64;3.17;;2.87;1.93;;;;2.98
08/07/20 15:00;Torchiarolo - Fanin     ;;;2.52;;3.35;2.32;;;;3.05
08/07/20 16:00;Torchiarolo - Fanin     ;;6.11;1.00;;2.79;1.83;;;;3.08
08/07/20 17:00;Torchiarolo - Fanin     ;;;2.52;;3.02;2.28;;;;3.46
08/07/20 18:00;Torchiarolo - Fanin     ;;3.66;2.77;;3.76;2.72;;;;2.89
08/07/20 19:00;Torchiarolo - Fanin     ;;;5.19;;6.62;5.04;;;;2.96
08/07/20 20:00;Torchiarolo - Fanin     ;;8.55;5.51;;15.79;13.51;;;;3.02
08/07/20 21:00;Torchiarolo - Fanin     ;;;4.70;;16.90;14.44;;;;3.00
08/07/20 22:00;Torchiarolo - Fanin     ;;15.63;2.71;;21.58;18.01;;;;2.99
08/07/20 23:00;Torchiarolo - Fanin     ;;;4.06;;14.24;11.41;;;;2.78
08/08/20 00:00;Torchiarolo - Fanin     ;;16.36;4.82;;17.21;13.66;;;;3.10
08/08/20 01:00;Torchiarolo - Fanin     ;;;3.10;;14.99;11.78;;;;3.40
08/08/20 02:00;Torchiarolo - Fanin     ;;21.00;2.24;;24.25;20.10;;;;2.73
08/08/20 03:00;Torchiarolo - Fanin     ;;;3.48;;11.61;8.87;;;;3.37
08/08/20 04:00;Torchiarolo - Fanin     ;;12.45;4.48;;12.00;9.30;;;;3.74
08/08/20 05:00;Torchiarolo - Fanin     ;;;3.78;;13.74;10.88;;;;3.23
08/08/20 06:00;Torchiarolo - Fanin     ;;11.48;10.48;;12.56;9.53;;;;3.13
08/08/20 07:00;Torchiarolo - Fanin     ;;;12.16;;12.45;9.18;;;;3.28
08/08/20 08:00;Torchiarolo - Fanin     ;;17.34;9.55;;10.76;8.19;;;;3.29
08/08/20 09:00;Torchiarolo - Fanin     ;;;8.91;;7.76;5.94;;;;3.26
08/08/20 10:00;Torchiarolo - Fanin     ;;14.65;11.83;;4.62;3.29;;;;2.61
08/08/20 11:00;Torchiarolo - Fanin     ;;;8.48;;2.69;2.19;;;;2.33
08/08/20 12:00;Torchiarolo - Fanin     ;;10.74;4.20;;2.94;2.09;;;;3.01
08/08/20 13:00;Torchiarolo - Fanin     ;;;3.67;;2.68;1.53;;;;3.24
08/08/20 14:00;Torchiarolo - Fanin     ;;8.79;5.28;;2.22;1.51;;;;2.84
08/08/20 15:00;Torchiarolo - Fanin     ;;;8.68;;2.43;1.94;;;;3.48
08/08/20 16:00;Torchiarolo - Fanin     ;;5.13;7.02;;3.67;3.13;;;;3.11
08/08/20 17:00;Torchiarolo - Fanin     ;;;5.93;;6.44;5.59;;;;2.42
08/08/20 18:00;Torchiarolo - Fanin     ;;7.57;6.08;;4.30;3.46;;;;3.42
08/08/20 19:00;Torchiarolo - Fanin     ;;;5.85;;6.37;5.44;;;;3.09
08/08/20 20:00;Torchiarolo - Fanin     ;;9.28;3.67;;6.44;5.30;;;;3.23
08/08/20 21:00;Torchiarolo - Fanin     ;;;3.97;;6.42;4.90;;;;3.01
08/08/20 22:00;Torchiarolo - Fanin     ;;20.02;8.01;;5.49;4.51;;;;3.05
08/08/20 23:00;Torchiarolo - Fanin     ;;;6.42;;5.34;3.87;;;;3.02
08/09/20 00:00;Torchiarolo - Fanin     ;;24.42;2.90;;5.84;4.13;;;;3.31
08/09/20 01:00;Torchiarolo - Fanin     ;;;6.74;;8.81;6.68;;;;
08/09/20 02:00;Torchiarolo - Fanin     ;;25.40;7.88;;5.04;3.66;;;;3.04
08/09/20 03:00;Torchiarolo - Fanin     ;;;10.10;;;;;;;3.48
08/09/20 04:00;Torchiarolo - Fanin     ;;16.61;8.00;;4.34;3.36;;;;3.56
08/09/20 05:00;Torchiarolo - Fanin     ;;;12.76;;5.41;4.49;;;;3.18
08/09/20 06:00;Torchiarolo - Fanin     ;;23.93;11.53;;6.99;5.62;;;;3.21
08/09/20 07:00;Torchiarolo - Fanin     ;;;6.75;;4.03;3.10;;;;3.38
08/09/20 08:00;Torchiarolo - Fanin     ;;13.43;7.19;;9.23;7.04;;;;2.78
08/09/20 09:00;Torchiarolo - Fanin     ;;;11.10;;3.67;2.54;;;;2.43
08/09/20 10:00;Torchiarolo - Fanin     ;;7.33;11.90;;3.06;2.36;;;;2.64
08/09/20 11:00;Torchiarolo - Fanin     ;;;7.91;;3.86;3.28;;;;3.26
08/09/20 12:00;Torchiarolo - Fanin     ;;4.40;8.76;;2.90;2.11;;;;3.02
08/09/20 13:00;Torchiarolo - Fanin     ;;;7.29;;2.00;1.63;;;;3.19
08/09/20 14:00;Torchiarolo - Fanin     ;;5.86;10.84;;2.40;1.50;;;;3.05
08/09/20 15:00;Torchiarolo - Fanin     ;;;9.99;;1.92;1.37;;;;3.12
08/09/20 16:00;Torchiarolo - Fanin     ;;10.99;10.87;;3.71;2.77;;;;3.15
08/09/20 17:00;Torchiarolo - Fanin     ;;;8.05;;8.70;7.34;;;;3.43
08/09/20 18:00;Torchiarolo - Fanin     ;;10.99;11.14;;4.21;3.52;;;;3.43
08/09/20 19:00;Torchiarolo - Fanin     ;;;10.29;;4.53;3.74;;;;3.52
08/09/20 20:00;Torchiarolo - Fanin     ;;16.36;10.37;;5.38;4.32;;;;3.08
08/09/20 21:00;Torchiarolo - Fanin     ;;;12.02;;5.90;4.66;;;;2.96
08/09/20 22:00;Torchiarolo - Fanin     ;;19.78;17.37;;5.93;4.39;;;;3.47
08/09/20 23:00;Torchiarolo - Fanin     ;;;12.42;;8.20;6.55;;;;3.11
08/10/20 00:00;Torchiarolo - Fanin     ;;30.04;14.84;;7.89;6.10;;;;3.49
08/10/20 01:00;Torchiarolo - Fanin     ;;;11.54;;7.27;5.57;;;;3.04
08/10/20 02:00;Torchiarolo - Fanin     ;;30.28;13.71;;7.36;5.51;;;;2.95
08/10/20 03:00;Torchiarolo - Fanin     ;;;17.56;;6.18;4.60;;;;3.20
08/10/20 04:00;Torchiarolo - Fanin     ;;35.16;16.44;;6.20;4.58;;;;3.10
08/10/20 05:00;Torchiarolo - Fanin     ;;;13.26;;8.38;6.34;;;;3.48
08/10/20 06:00;Torchiarolo - Fanin     ;;38.10;14.72;;10.35;8.13;;;;2.93
08/10/20 07:00;Torchiarolo - Fanin     ;;;12.04;;8.18;5.86;;;;3.13
08/10/20 08:00;Torchiarolo - Fanin     ;;36.39;12.70;;10.27;7.68;;;;3.56
08/10/20 09:00;Torchiarolo - Fanin     ;;;16.49;;12.92;9.79;;;;3.00
08/10/20 10:00;Torchiarolo - Fanin     ;;18.80;21.21;;8.01;5.52;;;;2.87
08/10/20 11:00;Torchiarolo - Fanin     ;;;12.68;;4.95;3.80;;;;2.94
08/10/20 12:00;Torchiarolo - Fanin     ;;9.52;12.95;;5.93;4.64;;;;2.79
08/10/20 13:00;Torchiarolo - Fanin     ;;;12.66;;7.34;5.99;;;;3.42
08/10/20 14:00;Torchiarolo - Fanin     ;;9.77;11.28;;2.81;1.98;;;;3.10
08/10/20 15:00;Torchiarolo - Fanin     ;;;9.70;;2.42;1.68;;;;3.03
08/10/20 16:00;Torchiarolo - Fanin     ;;14.16;11.12;;2.58;2.19;;;;3.03
08/10/20 17:00;Torchiarolo - Fanin     ;;;14.81;;2.62;2.11;;;;3.15
08/10/20 18:00;Torchiarolo - Fanin     ;;20.51;9.74;;4.07;3.24;;;;3.15
08/10/20 19:00;Torchiarolo - Fanin     ;;;10.51;;6.09;4.75;;;;2.53
08/10/20 20:00;Torchiarolo - Fanin     ;;27.11;9.64;;7.49;5.60;;;;3.05
08/10/20 21:00;Torchiarolo - Fanin     ;;;18.60;;13.36;10.01;;;;3.21
08/10/20 22:00;Torchiarolo - Fanin     ;;53.97;18.33;;12.90;8.74;;;;3.14
08/10/20 23:00;Torchiarolo - Fanin     ;;;15.40;;30.73;23.91;;;;2.86
08/11/20 00:00;Torchiarolo - Fanin     ;;45.18;16.07;;31.26;22.43;;;;3.01
08/11/20 01:00;Torchiarolo - Fanin     ;;;19.43;;21.94;16.52;;;;
08/11/20 02:00;Torchiarolo - Fanin     ;;45.18;19.50;;20.63;15.58;;;;2.64
08/11/20 03:00;Torchiarolo - Fanin     ;;;15.82;;;;;;;3.61
08/11/20 04:00;Torchiarolo - Fanin     ;;38.10;20.13;;15.78;11.25;;;;3.63
08/11/20 05:00;Torchiarolo - Fanin     ;;;16.79;;31.90;25.50;;;;3.32
08/11/20 06:00;Torchiarolo - Fanin     ;;31.01;20.89;;37.87;28.64;;;;3.15
08/11/20 07:00;Torchiarolo - Fanin     ;;;12.88;;25.35;17.78;;;;2.33
08/11/20 08:00;Torchiarolo - Fanin     ;;62.52;13.50;;14.15;9.19;;;;2.19
08/11/20 09:00;Torchiarolo - Fanin     ;;;20.21;;16.21;12.24;;;;2.62
08/11/20 10:00;Torchiarolo - Fanin     ;;31.26;10.66;;11.13;8.48;;;;2.02
08/11/20 11:00;Torchiarolo - Fanin     ;;;19.13;;10.53;8.21;;;;2.39
08/11/20 12:00;Torchiarolo - Fanin     ;;15.63;15.41;;9.14;7.10;;;;2.82
08/11/20 13:00;Torchiarolo - Fanin     ;;;14.15;;9.01;6.93;;;;3.10
08/11/20 14:00;Torchiarolo - Fanin     ;;16.36;14.35;;3.42;2.23;;;;1.37
08/11/20 15:00;Torchiarolo - Fanin     ;;;11.16;;3.84;3.02;;;;2.30
08/11/20 16:00;Torchiarolo - Fanin     ;;18.07;13.12;;3.22;2.12;;;;2.72
08/11/20 17:00;Torchiarolo - Fanin     ;;;14.27;;3.02;2.22;;;;2.88
08/11/20 18:00;Torchiarolo - Fanin     ;;21.73;10.63;;4.79;3.83;;;;2.42
08/11/20 19:00;Torchiarolo - Fanin     ;;;10.90;;2.95;2.56;;;;3.34
08/11/20 20:00;Torchiarolo - Fanin     ;;22.47;7.19;;7.06;5.10;;;;3.19
08/11/20 21:00;Torchiarolo - Fanin     ;;;9.15;;8.28;5.60;;;;3.20
08/11/20 22:00;Torchiarolo - Fanin     ;;41.27;9.75;;8.48;5.69;;;;3.18
08/11/20 23:00;Torchiarolo - Fanin     ;;;8.99;;9.53;6.65;;;;3.40
08/12/20 00:00;Torchiarolo - Fanin     ;;43.47;10.48;;38.82;20.87;;;;3.48
08/12/20 01:00;Torchiarolo - Fanin     ;;;10.18;;62.67;30.77;;;;3.46
08/12/20 02:00;Torchiarolo - Fanin     ;;24.66;9.30;;57.92;26.89;;;;3.59
08/12/20 03:00;Torchiarolo - Fanin     ;;;12.40;;59.66;25.43;;;;3.51
08/12/20 04:00;Torchiarolo - Fanin     ;;36.63;13.65;;32.96;20.83;;;;2.98
08/12/20 05:00;Torchiarolo - Fanin     ;;;17.26;;22.12;17.25;;;;3.29
08/12/20 06:00;Torchiarolo - Fanin     ;;36.39;13.75;;58.41;30.08;;;;3.48
08/12/20 07:00;Torchiarolo - Fanin     ;;;16.91;;26.79;19.42;;;;3.59
08/12/20 08:00;Torchiarolo - Fanin     ;;26.13;9.13;;15.75;11.52;;;;3.28
08/12/20 09:00;Torchiarolo - Fanin     ;;;12.25;;9.30;7.07;;;;3.27
08/12/20 10:00;Torchiarolo - Fanin     ;;17.09;13.12;;6.39;4.72;;;;3.26
08/12/20 11:00;Torchiarolo - Fanin     ;;;11.01;;9.74;7.86;;;;3.02
08/12/20 12:00;Torchiarolo - Fanin     ;;9.77;15.81;;8.00;6.18;;;;2.48
08/12/20 13:00;Torchiarolo - Fanin     ;;;11.16;;7.57;6.00;;;;3.10
08/12/20 14:00;Torchiarolo - Fanin     ;;14.65;10.14;;5.80;4.48;;;;2.99
08/12/20 15:00;Torchiarolo - Fanin     ;;;18.14;;8.33;7.01;;;;3.09
08/12/20 16:00;Torchiarolo - Fanin     ;;17.58;9.09;;8.62;7.29;;;;2.59
08/12/20 17:00;Torchiarolo - Fanin     ;;;12.99;;7.69;6.48;;;;2.95
08/12/20 18:00;Torchiarolo - Fanin     ;;19.29;10.55;;3.96;3.07;;;;3.13
08/12/20 19:00;Torchiarolo - Fanin     ;;;15.46;;6.27;5.44;;;;3.56
08/12/20 20:00;Torchiarolo - Fanin     ;;16.85;12.73;;8.50;6.60;;;;2.75
08/12/20 21:00;Torchiarolo - Fanin     ;;;10.27;;17.00;13.97;;;;2.83
