ts;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;BENZENE;SO2
02/12/20 22:00;Brindisi - Casale;;14;9.01;;14.06;12.95;;53.38;0.66;
02/12/20 23:00;Brindisi - Casale;;14;9.01;;10.78;9.24;;57.1;0.06;
03/12/20 00:00;Brindisi - Casale;;14;9.01;;7.55;6.34;;62.21;0.54;
03/12/20 01:00;Brindisi - Casale;;10.08;3.08;;5.44;4.36;;65.79;0.04;
03/12/20 02:00;Brindisi - Casale;;10.08;3.08;;3.84;2.88;;70.05;0.24;
03/12/20 03:00;Brindisi - Casale;;10.08;3.08;;;;;68.91;0.16;
03/12/20 04:00;Brindisi - Casale;;10.08;3.08;;5.09;4.09;;;0.02;
03/12/20 05:00;Brindisi - Casale;;10.08;3.08;;4.97;4.12;;71.08;0.16;
03/12/20 06:00;Brindisi - Casale;;10.08;3.08;;5.08;4.17;;69.63;;
03/12/20 07:00;Brindisi - Casale;;10.08;3.08;;8.66;7.65;;64.88;;
03/12/20 08:00;Brindisi - Casale;;10.08;3.08;;15.47;13.55;;60.54;;
03/12/20 09:00;Brindisi - Casale;;10.08;3.08;;17.78;14.99;;61.98;;
03/12/20 10:00;Brindisi - Casale;;10.08;3.08;;15.08;12.88;;63.65;;
03/12/20 11:00;Brindisi - Casale;;10.08;3.08;;;;;57.05;;
03/12/20 12:00;Brindisi - Casale;;10.08;3.08;;;;;;;
03/12/20 13:00;Brindisi - Casale;;10.08;3.08;;;;;;;
03/12/20 14:00;Brindisi - Casale;;10.08;3.08;;14.56;12.14;;63.06;0.01;
03/12/20 15:00;Brindisi - Casale;;10.08;3.08;;14;11.06;;60.65;0.11;
03/12/20 16:00;Brindisi - Casale;;10.08;3.08;;13.16;11.39;;64.35;0.14;
03/12/20 17:00;Brindisi - Casale;;10.08;3.08;;10.66;9.08;;70.22;0.14;
03/12/20 18:00;Brindisi - Casale;;10.08;3.08;;16.05;13.85;;61.96;0.15;
03/12/20 19:00;Brindisi - Casale;;10.08;3.08;;12.72;10.05;;65.77;0.16;
03/12/20 20:00;Brindisi - Casale;;10.08;3.08;;13.95;12.24;;69.87;0.19;
03/12/20 21:00;Brindisi - Casale;;10.08;3.08;;11.77;10.29;;72.81;0.15;
03/12/20 22:00;Brindisi - Casale;;10.08;3.08;;7.82;6.49;;71.59;0.18;
03/12/20 23:00;Brindisi - Casale;;10.08;3.08;;9.98;8.58;;67.26;0.18;
04/12/20 00:00;Brindisi - Casale;;10.08;3.08;;8.59;7.47;;61.64;0.25;
04/12/20 01:00;Brindisi - Casale;;13.05;8.01;;8.05;7.46;;66.27;0.23;
04/12/20 02:00;Brindisi - Casale;;13.05;8.01;;6.62;5.59;;74.75;0.11;
04/12/20 03:00;Brindisi - Casale;;13.05;8.01;;8.84;8.01;;73.52;0.05;
04/12/20 04:00;Brindisi - Casale;;13.05;8.01;;6.67;5.62;;74.17;0.06;
04/12/20 05:00;Brindisi - Casale;;13.05;8.01;;6.21;5.36;;71.8;0.05;
04/12/20 06:00;Brindisi - Casale;;13.05;8.01;;6.58;5.26;;76.21;0.03;
04/12/20 07:00;Brindisi - Casale;;13.05;8.01;;9.59;8.28;;73.32;0.05;
04/12/20 08:00;Brindisi - Casale;;13.05;8.01;;9.69;8.11;;74.19;0.08;
04/12/20 09:00;Brindisi - Casale;;13.05;8.01;;20.79;18.03;;58.88;0.13;
04/12/20 10:00;Brindisi - Casale;;13.05;8.01;;20.73;17.85;;49.77;0.02;
04/12/20 11:00;Brindisi - Casale;;13.05;8.01;;12.53;10.08;;42.76;0.25;
04/12/20 12:00;Brindisi - Casale;;13.05;8.01;;16.95;11.72;;40.47;0.32;
04/12/20 13:00;Brindisi - Casale;;13.05;8.01;;14.76;11.71;;38.48;0.39;
04/12/20 14:00;Brindisi - Casale;;13.05;8.01;;20.35;16.77;;35.73;0.49;
04/12/20 15:00;Brindisi - Casale;;13.05;8.01;;14.64;12.09;;43.36;0.05;
04/12/20 16:00;Brindisi - Casale;;13.05;8.01;;13.89;11.31;;43.96;0.48;
04/12/20 17:00;Brindisi - Casale;;13.05;8.01;;29.69;25.79;;26.18;0.57;
04/12/20 18:00;Brindisi - Casale;;13.05;8.01;;46.7;38.6;;18.63;0.78;
04/12/20 19:00;Brindisi - Casale;;13.05;8.01;;44.52;35.06;;20.71;1.09;
04/12/20 20:00;Brindisi - Casale;;13.05;8.01;;47.71;36.62;;19.88;1.02;
04/12/20 21:00;Brindisi - Casale;;13.05;8.01;;36.79;29.15;;34.05;1.43;
04/12/20 22:00;Brindisi - Casale;;13.05;8.01;;27.93;24.07;;39.03;1.25;
04/12/20 23:00;Brindisi - Casale;;13.05;8.01;;22.48;19.83;;40.27;1.06;
05/12/20 00:00;Brindisi - Casale;;13.05;8.01;;18.52;14.04;;43.48;0.94;
05/12/20 01:00;Brindisi - Casale;;10.09;6.05;;7.09;6.54;;49.08;0.83;
05/12/20 02:00;Brindisi - Casale;;10.09;6.05;;7.21;6.12;;49.29;0.74;
05/12/20 03:00;Brindisi - Casale;;10.09;6.05;;6.02;5.36;;53.42;0.59;
05/12/20 04:00;Brindisi - Casale;;10.09;6.05;;6.51;5.49;;54.07;0.43;
05/12/20 05:00;Brindisi - Casale;;10.09;6.05;;6.11;5.04;;57.41;0.32;
05/12/20 06:00;Brindisi - Casale;;10.09;6.05;;5.98;5.05;;57.99;0.26;
05/12/20 07:00;Brindisi - Casale;;10.09;6.05;;12.47;10.94;;52.99;0.18;
05/12/20 08:00;Brindisi - Casale;;10.09;6.05;;23.73;20.31;;43.23;0.18;
05/12/20 09:00;Brindisi - Casale;;10.09;6.05;;21.48;17.32;;46.64;0.02;
05/12/20 10:00;Brindisi - Casale;;10.09;6.05;;16.27;11.07;;59.13;0.25;
05/12/20 11:00;Brindisi - Casale;;10.09;6.05;;16.62;10.97;;54.96;0.16;
05/12/20 12:00;Brindisi - Casale;;10.09;6.05;;14.52;9.99;;50.58;0.17;
05/12/20 13:00;Brindisi - Casale;;10.09;6.05;;16.05;11.18;;55.82;0.02;
05/12/20 14:00;Brindisi - Casale;;10.09;6.05;;14.78;11;;58.99;0.18;
05/12/20 15:00;Brindisi - Casale;;10.09;6.05;;17.74;14.09;;58.18;0.35;
05/12/20 16:00;Brindisi - Casale;;10.09;6.05;;18.49;15.06;;55.78;0.43;
05/12/20 17:00;Brindisi - Casale;;10.09;6.05;;13.02;10.75;;68.15;0.05;
05/12/20 18:00;Brindisi - Casale;;10.09;6.05;;15.33;12.98;;64.18;0.39;
05/12/20 19:00;Brindisi - Casale;;10.09;6.05;;17.56;15.01;;57.81;0.42;
05/12/20 20:00;Brindisi - Casale;;10.09;6.05;;16.44;13.65;;61.6;0.44;
05/12/20 21:00;Brindisi - Casale;;10.09;6.05;;16.06;13.33;;63.85;0.53;
05/12/20 22:00;Brindisi - Casale;;10.09;6.05;;14.45;12.29;;64.24;0.46;
05/12/20 23:00;Brindisi - Casale;;10.09;6.05;;11.36;9.51;;66.57;0.46;
06/12/20 00:00;Brindisi - Casale;;10.09;6.05;;8.05;6.59;;68.48;0.41;
06/12/20 01:00;Brindisi - Casale;;15.08;7.02;;5.33;3.89;;70.04;0.28;
06/12/20 02:00;Brindisi - Casale;;15.08;7.02;;4.39;3.03;;72.86;0.22;
06/12/20 03:00;Brindisi - Casale;;15.08;7.02;;3.98;3.18;;72.63;0.15;
06/12/20 04:00;Brindisi - Casale;;15.08;7.02;;13.72;12.68;;62.1;0.11;
06/12/20 05:00;Brindisi - Casale;;15.08;7.02;;10.37;9.03;;63.92;0.11;
06/12/20 06:00;Brindisi - Casale;;15.08;7.02;;10.16;9;;66;0.11;
06/12/20 07:00;Brindisi - Casale;;15.08;7.02;;8.31;7.16;;65.81;0.08;
06/12/20 08:00;Brindisi - Casale;;15.08;7.02;;8.63;7.06;;60.92;0.09;
06/12/20 09:00;Brindisi - Casale;;15.08;7.02;;8.06;5.65;;57.2;0.16;
06/12/20 10:00;Brindisi - Casale;;15.08;7.02;;10.09;6.43;;44.82;0.19;
06/12/20 11:00;Brindisi - Casale;;15.08;7.02;;11.33;6.84;;47.92;0.12;
06/12/20 12:00;Brindisi - Casale;;15.08;7.02;;13.03;7.98;;37.74;0.01;
06/12/20 13:00;Brindisi - Casale;;15.08;7.02;;15.17;10.82;;44.61;0.01;
06/12/20 14:00;Brindisi - Casale;;15.08;7.02;;11.25;7.05;;45.97;0.08;
06/12/20 15:00;Brindisi - Casale;;15.08;7.02;;9.91;6.01;;44.58;0.09;
06/12/20 16:00;Brindisi - Casale;;15.08;7.02;;9.91;5.82;;40.67;0.09;
06/12/20 17:00;Brindisi - Casale;;15.08;7.02;;9.98;6.08;;40.38;0.09;
06/12/20 18:00;Brindisi - Casale;;15.08;7.02;;10.18;6.87;;55.15;0.01;
06/12/20 19:00;Brindisi - Casale;;15.08;7.02;;9.87;6.86;;62.37;0.28;
06/12/20 20:00;Brindisi - Casale;;15.08;7.02;;8.77;7.03;;67.01;0.32;
06/12/20 21:00;Brindisi - Casale;;15.08;7.02;;10.97;9.19;;58.62;0.42;
06/12/20 22:00;Brindisi - Casale;;15.08;7.02;;23.64;20.26;;52.27;0.41;
06/12/20 23:00;Brindisi - Casale;;15.08;7.02;;16.82;15.01;;57.91;0.63;
07/12/20 00:00;Brindisi - Casale;;15.08;7.02;;7.55;6.25;;63.69;0.41;
07/12/20 01:00;Brindisi - Casale;;15.07;11;;6.08;5.03;;61.42;0.19;
07/12/20 02:00;Brindisi - Casale;;15.07;11;;6.55;5.44;;60.6;0.14;
07/12/20 03:00;Brindisi - Casale;;15.07;11;;5.11;4.01;;60.22;0.11;
07/12/20 04:00;Brindisi - Casale;;15.07;11;;4.92;4.12;;65.26;0.01;
07/12/20 05:00;Brindisi - Casale;;15.07;11;;3.69;2.84;;67.44;0.13;
07/12/20 06:00;Brindisi - Casale;;15.07;11;;7.02;6.15;;48.61;0.12;
07/12/20 07:00;Brindisi - Casale;;15.07;11;;18.94;16.61;;30.94;0.23;
07/12/20 08:00;Brindisi - Casale;;15.07;11;;28.5;23.79;;24.99;0.27;
07/12/20 09:00;Brindisi - Casale;;15.07;11;;91.16;47.2;;9.18;0.45;
07/12/20 10:00;Brindisi - Casale;;15.07;11;;68.49;38.82;;18.05;0.82;
07/12/20 11:00;Brindisi - Casale;;15.07;11;;32.93;19.73;;43.73;0.68;
07/12/20 12:00;Brindisi - Casale;;15.07;11;;18.43;12.66;;52.9;0.37;
07/12/20 13:00;Brindisi - Casale;;15.07;11;;15.47;11.38;;56.55;0.21;
07/12/20 14:00;Brindisi - Casale;;15.07;11;;13.89;10.34;;61.28;0.27;
07/12/20 15:00;Brindisi - Casale;;15.07;11;;15.96;13.04;;55.74;0.24;
07/12/20 16:00;Brindisi - Casale;;15.07;11;;20.27;16.95;;54.31;0.29;
07/12/20 17:00;Brindisi - Casale;;15.07;11;;27.42;24.05;;47.26;0.36;
07/12/20 18:00;Brindisi - Casale;;15.07;11;;32.23;28.63;;37.71;0.52;
07/12/20 19:00;Brindisi - Casale;;15.07;11;;41.05;35.18;;28.26;0.08;
07/12/20 20:00;Brindisi - Casale;;15.07;11;;44.54;36.67;;26.38;0.99;
07/12/20 21:00;Brindisi - Casale;;15.07;11;;39.16;32.47;;29.57;1.34;
07/12/20 22:00;Brindisi - Casale;;15.07;11;;27.53;23.24;;34.39;1.38;
07/12/20 23:00;Brindisi - Casale;;15.07;11;;20.69;17.08;;38.75;1.18;
08/12/20 00:00;Brindisi - Casale;;15.07;11;;17.78;14.88;;34.96;0.89;
08/12/20 01:00;Brindisi - Casale;;17.01;8.02;;12.22;10.24;;34.72;0.95;
08/12/20 02:00;Brindisi - Casale;;17.01;8.02;;9.72;8.33;;41.92;0.09;
08/12/20 03:00;Brindisi - Casale;;17.01;8.02;;8.04;5.57;;39.97;0.66;
08/12/20 04:00;Brindisi - Casale;;17.01;8.02;;6.55;5.46;;46.76;0.05;
08/12/20 05:00;Brindisi - Casale;;17.01;8.02;;6.31;5.38;;45.58;0.05;
08/12/20 06:00;Brindisi - Casale;;17.01;8.02;;11.96;10.04;;36.73;0.43;
08/12/20 07:00;Brindisi - Casale;;17.01;8.02;;17.67;15.99;;35.37;0.32;
08/12/20 08:00;Brindisi - Casale;;17.01;8.02;;22.78;19.58;;34.23;0.34;
08/12/20 09:00;Brindisi - Casale;;17.01;8.02;;27.19;21.31;;35.23;0.28;
08/12/20 10:00;Brindisi - Casale;;17.01;8.02;;23.83;17.03;;41.59;0.27;
08/12/20 11:00;Brindisi - Casale;;17.01;8.02;;19.05;13.59;;48.77;0.33;
08/12/20 12:00;Brindisi - Casale;;17.01;8.02;;18.24;9.94;;50.74;0.33;
08/12/20 13:00;Brindisi - Casale;;17.01;8.02;;15.05;9.67;;54.83;0.27;
08/12/20 14:00;Brindisi - Casale;;17.01;8.02;;13.62;9.06;;53.55;0.27;
08/12/20 15:00;Brindisi - Casale;;17.01;8.02;;9.58;6.56;;60.5;0.29;
08/12/20 16:00;Brindisi - Casale;;17.01;8.02;;9.56;6.08;;63.42;0.33;
08/12/20 17:00;Brindisi - Casale;;17.01;8.02;;10.81;8.65;;63.93;0.26;
08/12/20 18:00;Brindisi - Casale;;17.01;8.02;;17.34;15.08;;60.26;0.04;
08/12/20 19:00;Brindisi - Casale;;17.01;8.02;;15.08;13.69;;58.89;0.35;
08/12/20 20:00;Brindisi - Casale;;17.01;8.02;;17.01;14.42;;56.48;0.49;
08/12/20 21:00;Brindisi - Casale;;17.01;8.02;;14.34;11.42;;61.53;0.41;
08/12/20 22:00;Brindisi - Casale;;17.01;8.02;;13.49;11;;61.48;0.59;
08/12/20 23:00;Brindisi - Casale;;17.01;8.02;;8.28;6.15;;64.09;0.52;
09/12/20 00:00;Brindisi - Casale;;17.01;8.02;;5.04;3.26;;66.12;0.32;
09/12/20 01:00;Brindisi - Casale;;15.04;7.09;;4.01;2.46;;66.34;0.17;
09/12/20 02:00;Brindisi - Casale;;15.04;7.09;;3.91;2.76;;63.21;0.11;
09/12/20 03:00;Brindisi - Casale;;15.04;7.09;;3.91;2.57;;63.13;0.11;
09/12/20 04:00;Brindisi - Casale;;15.04;7.09;;4.32;3.32;;57.81;0.11;
09/12/20 05:00;Brindisi - Casale;;15.04;7.09;;5.08;4.17;;59.19;0.01;
09/12/20 06:00;Brindisi - Casale;;15.04;7.09;;5.88;4.98;;55.81;0.08;
09/12/20 07:00;Brindisi - Casale;;15.04;7.09;;10.15;8.61;;53.85;0.08;
09/12/20 08:00;Brindisi - Casale;;15.04;7.09;;32.58;28.31;;34.16;0.09;
09/12/20 09:00;Brindisi - Casale;;15.04;7.09;;29.7;23.27;;34.14;0.25;
09/12/20 10:00;Brindisi - Casale;;15.04;7.09;;47.31;30.61;;21.07;0.31;
09/12/20 11:00;Brindisi - Casale;;15.04;7.09;;40.74;32.06;;24.38;0.37;
09/12/20 12:00;Brindisi - Casale;;15.04;7.09;;14.49;10.99;;52.05;0.37;
09/12/20 13:00;Brindisi - Casale;;15.04;7.09;;13.05;10.46;;55.39;0.26;
09/12/20 14:00;Brindisi - Casale;;15.04;7.09;;22.78;18.65;;51.36;0.22;
09/12/20 15:00;Brindisi - Casale;;15.04;7.09;;23.88;20.01;;46.77;0.35;
09/12/20 16:00;Brindisi - Casale;;15.04;7.09;;23.32;19.67;;47.51;0.52;
09/12/20 17:00;Brindisi - Casale;;15.04;7.09;;23.57;20.55;;50.14;0.35;
09/12/20 18:00;Brindisi - Casale;;15.04;7.09;;22.96;19.88;;49.89;0.46;
09/12/20 19:00;Brindisi - Casale;;15.04;7.09;;16.87;14.16;;60.06;0.49;
09/12/20 20:00;Brindisi - Casale;;15.04;7.09;;20.63;17.79;;54.27;0.58;
09/12/20 21:00;Brindisi - Casale;;15.04;7.09;;28.62;24.9;;45.71;0.62;
09/12/20 22:00;Brindisi - Casale;;15.04;7.09;;26.28;22.85;;39.59;0.67;
09/12/20 23:00;Brindisi - Casale;;15.04;7.09;;23.05;19.99;;40.81;0.81;
10/12/20 00:00;Brindisi - Casale;;15.04;7.09;;13.23;11.41;;44.5;0.67;
10/12/20 01:00;Brindisi - Casale;;18.03;12.05;;13.01;11.71;;41.63;0.59;
10/12/20 02:00;Brindisi - Casale;;18.03;12.05;;10.84;9.63;;40.35;0.58;
10/12/20 03:00;Brindisi - Casale;;18.03;12.05;;11.07;9.75;;36.56;0.57;
10/12/20 04:00;Brindisi - Casale;;18.03;12.05;;9.09;7.08;;35.13;0.49;
10/12/20 05:00;Brindisi - Casale;;18.03;12.05;;8.19;7;;35.25;0.43;
10/12/20 06:00;Brindisi - Casale;;18.03;12.05;;8.53;7.45;;47.24;0.04;
10/12/20 07:00;Brindisi - Casale;;18.03;12.05;;14.79;12.95;;34.57;0.33;
10/12/20 08:00;Brindisi - Casale;;18.03;12.05;;50.61;34.5;;12.24;0.51;
10/12/20 09:00;Brindisi - Casale;;18.03;12.05;;69.68;41.83;;11.76;0.69;
10/12/20 10:00;Brindisi - Casale;;18.03;12.05;;75.29;40.04;;12.36;0.84;
10/12/20 11:00;Brindisi - Casale;;18.03;12.05;;57.85;31.25;;31.08;0.69;
10/12/20 12:00;Brindisi - Casale;;18.03;12.05;;27.07;15.68;;48.16;0.54;
10/12/20 13:00;Brindisi - Casale;;18.03;12.05;;15.21;8.12;;56.5;0.43;
10/12/20 14:00;Brindisi - Casale;;18.03;12.05;;13.07;10.27;;53.7;0.29;
10/12/20 15:00;Brindisi - Casale;;18.03;12.05;;15.35;12.61;;54.23;0.34;
10/12/20 16:00;Brindisi - Casale;;18.03;12.05;;17.06;14.09;;54.52;;
10/12/20 17:00;Brindisi - Casale;;18.03;12.05;;23.05;20.76;;;;
10/12/20 18:00;Brindisi - Casale;;18.03;12.05;;36.03;32.55;;;0.77;
10/12/20 19:00;Brindisi - Casale;;18.03;12.05;;43.1;38.16;;;1.08;
10/12/20 20:00;Brindisi - Casale;;18.03;12.05;;44.73;38.66;;;1.02;
10/12/20 21:00;Brindisi - Casale;;18.03;12.05;;69.04;55.91;;;1.46;
10/12/20 22:00;Brindisi - Casale;;18.03;12.05;;44.36;36.83;;;1.74;
10/12/20 23:00;Brindisi - Casale;;18.03;12.05;;39.06;32.46;;;2;
11/12/20 00:00;Brindisi - Casale;;18.03;12.05;;16.06;14.05;;;1.88;
11/12/20 01:00;Brindisi - Casale;;18.02;11.07;;16.52;14.25;;;1.71;
11/12/20 02:00;Brindisi - Casale;;18.02;11.07;;12.15;10.34;;;1.68;
11/12/20 03:00;Brindisi - Casale;;18.02;11.07;;;;;;1.44;
11/12/20 04:00;Brindisi - Casale;;18.02;11.07;;;;;;;
11/12/20 05:00;Brindisi - Casale;;18.02;11.07;;;;;;0.65;
11/12/20 06:00;Brindisi - Casale;;18.02;11.07;;;;;;0.61;
11/12/20 07:00;Brindisi - Casale;;18.02;11.07;;;;;;0.54;
11/12/20 08:00;Brindisi - Casale;;18.02;11.07;;;;;;0.06;
11/12/20 09:00;Brindisi - Casale;;18.02;11.07;;107.19;59.55;;;1.02;
11/12/20 10:00;Brindisi - Casale;;18.02;11.07;;91.98;52.81;;;1;
11/12/20 11:00;Brindisi - Casale;;18.02;11.07;;46.01;32.92;;;0.78;
11/12/20 12:00;Brindisi - Casale;;18.02;11.07;;30.81;24.76;;;0.61;
11/12/20 13:00;Brindisi - Casale;;18.02;11.07;;27.75;21.01;;;0.64;
11/12/20 14:00;Brindisi - Casale;;18.02;11.07;;23.59;17.08;;;0.05;
11/12/20 15:00;Brindisi - Casale;;18.02;11.07;;21.22;17.08;;;0.48;
11/12/20 16:00;Brindisi - Casale;;18.02;11.07;;26.86;23.58;;;0.44;
11/12/20 17:00;Brindisi - Casale;;18.02;11.07;;37.32;32.88;;;0.62;
11/12/20 18:00;Brindisi - Casale;;18.02;11.07;;37.73;29.24;;;0.87;
11/12/20 19:00;Brindisi - Casale;;18.02;11.07;;32.87;27.65;;;1.18;
11/12/20 20:00;Brindisi - Casale;;18.02;11.07;;25.87;21.92;;;1.23;
11/12/20 21:00;Brindisi - Casale;;18.02;11.07;;25.21;21.46;;;1.34;
11/12/20 22:00;Brindisi - Casale;;18.02;11.07;;24.91;20.36;;;1.03;
11/12/20 23:00;Brindisi - Casale;;18.02;11.07;;13.71;11.21;;;1.05;
12/12/20 00:00;Brindisi - Casale;;18.02;11.07;;11.09;9.06;;;0.79;
12/12/20 01:00;Brindisi - Casale;;24.1;20.01;;7.97;6.52;;;0.72;
12/12/20 02:00;Brindisi - Casale;;24.1;20.01;;6.39;5.14;;;0.05;
12/12/20 03:00;Brindisi - Casale;;24.1;20.01;;5.74;4.55;;;0.45;
12/12/20 04:00;Brindisi - Casale;;24.1;20.01;;6.41;5.13;;;0.37;
12/12/20 05:00;Brindisi - Casale;;24.1;20.01;;6.25;5.22;;;0.04;
12/12/20 06:00;Brindisi - Casale;;24.1;20.01;;6.97;5.65;;;0.36;
12/12/20 07:00;Brindisi - Casale;;24.1;20.01;;9.79;8.41;;;0.43;
12/12/20 08:00;Brindisi - Casale;;24.1;20.01;;16.09;14.34;;;0.48;
12/12/20 09:00;Brindisi - Casale;;24.1;20.01;;31.41;21.83;;;0.44;
12/12/20 10:00;Brindisi - Casale;;24.1;20.01;;16.09;11.03;;;0.06;
12/12/20 11:00;Brindisi - Casale;;24.1;20.01;;11.35;7.02;;;0.47;
12/12/20 12:00;Brindisi - Casale;;24.1;20.01;;7.77;5.19;;;0.48;
12/12/20 13:00;Brindisi - Casale;;24.1;20.01;;7.71;5.34;;;0.35;
12/12/20 14:00;Brindisi - Casale;;24.1;20.01;;6.83;4.82;;;0.42;
12/12/20 15:00;Brindisi - Casale;;24.1;20.01;;5.89;4.36;;;0.45;
12/12/20 16:00;Brindisi - Casale;;24.1;20.01;;6.72;5.28;;;0.42;
12/12/20 17:00;Brindisi - Casale;;24.1;20.01;;22.15;19.65;;;0.45;
12/12/20 18:00;Brindisi - Casale;;24.1;20.01;;99.95;64.28;;;1.66;
12/12/20 19:00;Brindisi - Casale;;24.1;20.01;;106.97;65.65;;;2.55;
12/12/20 20:00;Brindisi - Casale;;24.1;20.01;;114.46;66.07;;;2.53;
12/12/20 21:00;Brindisi - Casale;;24.1;20.01;;185.41;71.6;;;2.58;
12/12/20 22:00;Brindisi - Casale;;24.1;20.01;;208.22;64.07;;;4.33;
12/12/20 23:00;Brindisi - Casale;;24.1;20.01;;87.89;43.77;;;4.43;
13/12/20 00:00;Brindisi - Casale;;24.1;20.01;;27.34;20.87;;;3.06;
13/12/20 01:00;Brindisi - Casale;;16;12.05;;17.54;13.94;;;3.08;
13/12/20 02:00;Brindisi - Casale;;16;12.05;;14.94;12.26;;;2.59;
13/12/20 03:00;Brindisi - Casale;;16;12.05;;;;;;2.03;
13/12/20 04:00;Brindisi - Casale;;16;12.05;;8.32;6.46;;;;
13/12/20 05:00;Brindisi - Casale;;16;12.05;;7.41;5.82;;;1.58;
13/12/20 06:00;Brindisi - Casale;;16;12.05;;7.76;6.15;;;1.32;
13/12/20 07:00;Brindisi - Casale;;16;12.05;;8.95;7.17;;;1.11;
13/12/20 08:00;Brindisi - Casale;;16;12.05;;10.94;8.65;;;0.92;
13/12/20 09:00;Brindisi - Casale;;16;12.05;;16.48;11.39;;;0.09;
13/12/20 10:00;Brindisi - Casale;;16;12.05;;9.04;6.13;;;0.72;
13/12/20 11:00;Brindisi - Casale;;16;12.05;;14.05;7.45;;;0.68;
13/12/20 12:00;Brindisi - Casale;;16;12.05;;14.27;7.71;;;0.63;
13/12/20 13:00;Brindisi - Casale;;16;12.05;;14.61;8.44;;;0.07;
13/12/20 14:00;Brindisi - Casale;;16;12.05;;8.58;5.81;;;0.62;
13/12/20 15:00;Brindisi - Casale;;16;12.05;;7.69;5.54;;;0.53;
13/12/20 16:00;Brindisi - Casale;;16;12.05;;5.49;3.92;;;0.43;
13/12/20 17:00;Brindisi - Casale;;16;12.05;;5.57;4.09;;;0.46;
13/12/20 18:00;Brindisi - Casale;;16;12.05;;6.13;4.23;;;0.48;
13/12/20 19:00;Brindisi - Casale;;16;12.05;;7.21;4.52;;;0.45;
13/12/20 20:00;Brindisi - Casale;;16;12.05;;8.47;5.31;;;0.32;
13/12/20 21:00;Brindisi - Casale;;16;12.05;;6.39;3.35;;;0.28;
13/12/20 22:00;Brindisi - Casale;;16;12.05;;9.38;5.53;;;0.34;
13/12/20 23:00;Brindisi - Casale;;16;12.05;;7.15;4.02;;;0.45;
14/12/20 00:00;Brindisi - Casale;;16;12.05;;6.74;3.42;;;0.05;
14/12/20 01:00;Brindisi - Casale;;;;;6.91;3.64;;;0.43;
14/12/20 02:00;Brindisi - Casale;;;;;7.02;3.37;;;0.45;
14/12/20 03:00;Brindisi - Casale;;;;;6.84;3.34;;;0.53;
14/12/20 04:00;Brindisi - Casale;;;;;6.09;3.01;;;0.67;
14/12/20 05:00;Brindisi - Casale;;;;;6.27;3.51;;;0.71;
14/12/20 06:00;Brindisi - Casale;;;;;6.71;3.44;;;0.07;
14/12/20 07:00;Brindisi - Casale;;;;;6.33;3.22;;;0.61;
14/12/20 08:00;Brindisi - Casale;;;;;7.03;3.86;;;0.63;
14/12/20 09:00;Brindisi - Casale;;;;;9.23;5.05;;;0.61;
14/12/20 10:00;Brindisi - Casale;;;;;8.69;4.96;;;0.61;
14/12/20 11:00;Brindisi - Casale;;;;;;;;47.86;0.49;
14/12/20 12:00;Brindisi - Casale;;;;;6.48;4.25;;51.76;0.37;
14/12/20 13:00;Brindisi - Casale;;;;;14.18;8.44;;45.4;0.37;
14/12/20 14:00;Brindisi - Casale;;;;;5.75;3.08;;51.32;0.34;
14/12/20 15:00;Brindisi - Casale;;;;;6.08;4.27;;46.03;;
14/12/20 16:00;Brindisi - Casale;;;;;6.08;4.07;;49.22;;
14/12/20 17:00;Brindisi - Casale;;;;;;;;48.39;;
14/12/20 18:00;Brindisi - Casale;;;;;5.58;3.71;;52.11;0.38;
14/12/20 19:00;Brindisi - Casale;;;;;4.84;3.16;;58.55;0.34;
14/12/20 20:00;Brindisi - Casale;;;;;4.67;3.16;;63.14;0.37;
14/12/20 21:00;Brindisi - Casale;;;;;3.94;2.52;;67.84;0.34;
14/12/20 22:00;Brindisi - Casale;;;;;4.19;2.48;;63.97;0.31;
14/12/20 23:00;Brindisi - Casale;;;;;4.02;2.32;;63.36;0.03;
15/12/20 00:00;Brindisi - Casale;;;;;4.95;2.85;;56.83;0.03;
15/12/20 01:00;Brindisi - Casale;;20.04;12.08;;4.52;2.75;;55.56;0.37;
15/12/20 02:00;Brindisi - Casale;;20.04;12.08;;3.65;2.82;;57.33;0.46;
15/12/20 03:00;Brindisi - Casale;;20.04;12.08;;;;;57.44;0.55;
15/12/20 04:00;Brindisi - Casale;;20.04;12.08;;3.04;2.65;;;;
15/12/20 05:00;Brindisi - Casale;;20.04;12.08;;3.21;2.49;;52.7;0.67;
15/12/20 06:00;Brindisi - Casale;;20.04;12.08;;3.08;3.21;;52.41;0.62;
15/12/20 07:00;Brindisi - Casale;;20.04;12.08;;3.53;2.82;;53.41;0.65;
15/12/20 08:00;Brindisi - Casale;;20.04;12.08;;23.03;13.35;;42.82;0.62;
15/12/20 09:00;Brindisi - Casale;;20.04;12.08;;10.15;7.79;;45.98;0.54;
15/12/20 10:00;Brindisi - Casale;;20.04;12.08;;13.51;8.05;;48.26;0.45;
15/12/20 11:00;Brindisi - Casale;;20.04;12.08;;23.04;11.22;;46.77;0.39;
15/12/20 12:00;Brindisi - Casale;;20.04;12.08;;28.74;13.83;;46.63;0.44;
15/12/20 13:00;Brindisi - Casale;;20.04;12.08;;32.55;16.14;;48.11;0.42;
