Data;Station;CO;PM10;PM2.5;NO;NOX;NO2;NO3;O3;Benzene
19/10/20 22:00;Altamura - Via Santeramo;0;18;8;2.68;43.88;39.60;;33.72;
19/10/20 23:00;Altamura - Via Santeramo;0;18;8;1.56;32.88;30.36;;40.16;
20/10/20 00:00;Altamura - Via Santeramo;0;18;8;0.97;18.87;17.31;;54.11;
20/10/20 01:00;Altamura - Via Santeramo;0;15;9;0.84;11.84;10.51;;59.81;
20/10/20 02:00;Altamura - Via Santeramo;0;15;9;0.52;6.82;5.99;;;
20/10/20 03:00;Altamura - Via Santeramo;0;15;9;1.01;9.18;7.60;;57.87;
20/10/20 04:00;Altamura - Via Santeramo;0;15;9;;;;;59.42;
20/10/20 05:00;Altamura - Via Santeramo;0;15;9;1.22;16.53;14.60;;47.85;
20/10/20 06:00;Altamura - Via Santeramo;0;15;9;9.34;59.30;44.79;;19.71;
20/10/20 07:00;Altamura - Via Santeramo;0;15;9;9.49;64.07;49.32;;18.76;
20/10/20 08:00;Altamura - Via Santeramo;0;15;9;35.35;120.83;66.36;;14.62;
20/10/20 09:00;Altamura - Via Santeramo;0;15;9;12.27;61.71;42.72;;34.52;
20/10/20 10:00;Altamura - Via Santeramo;0;15;9;5.18;32.03;23.99;;56.83;
20/10/20 11:00;Altamura - Via Santeramo;0;15;9;5.41;29.84;21.45;;66.16;
20/10/20 12:00;Altamura - Via Santeramo;0;15;9;5.64;31.02;22.28;;71.55;
20/10/20 13:00;Altamura - Via Santeramo;0;15;9;5.85;33.56;24.49;;73.72;
20/10/20 14:00;Altamura - Via Santeramo;0;15;9;3.14;19.47;14.60;;80.08;
20/10/20 15:00;Altamura - Via Santeramo;0;15;9;5.05;28.02;20.19;;74.69;
20/10/20 16:00;Altamura - Via Santeramo;0;15;9;6.59;39.87;29.65;;63.35;
20/10/20 17:00;Altamura - Via Santeramo;0;15;9;12.00;68.89;50.29;;41.29;
20/10/20 18:00;Altamura - Via Santeramo;0;15;9;15.95;85.71;61.00;;26.55;
20/10/20 19:00;Altamura - Via Santeramo;0;15;9;20.95;100.19;67.78;;19.12;
20/10/20 20:00;Altamura - Via Santeramo;0;15;9;8.09;67.38;54.75;;26.60;
20/10/20 21:00;Altamura - Via Santeramo;0;15;9;4.69;53.29;45.91;;36.41;
20/10/20 22:00;Altamura - Via Santeramo;0;15;9;1.69;35.63;32.90;;45.06;
20/10/20 23:00;Altamura - Via Santeramo;0;15;9;1.34;23.70;21.55;;51.41;
21/10/20 00:00;Altamura - Via Santeramo;0;15;9;1.22;22.92;20.96;;51.61;
21/10/20 01:00;Altamura - Via Santeramo;0;15;11;1.04;23.33;21.64;;46.28;
21/10/20 02:00;Altamura - Via Santeramo;0;15;11;0.91;18.27;16.80;;43.72;
21/10/20 03:00;Altamura - Via Santeramo;0;15;11;0.76;10.08;8.88;;60.86;
21/10/20 04:00;Altamura - Via Santeramo;0;15;11;0.87;9.93;8.57;;56.76;
21/10/20 05:00;Altamura - Via Santeramo;0;15;11;0.83;14.41;13.09;;53.62;
21/10/20 06:00;Altamura - Via Santeramo;0;15;11;9.39;64.21;49.60;;21.31;
21/10/20 07:00;Altamura - Via Santeramo;0;15;11;29.03;116.35;71.54;;4.16;
21/10/20 08:00;Altamura - Via Santeramo;0;15;11;92.24;225.20;83.42;;4.51;
21/10/20 09:00;Altamura - Via Santeramo;0;15;11;21.45;82.89;49.78;;40.29;
21/10/20 10:00;Altamura - Via Santeramo;0;15;11;6.48;33.35;23.33;;65.37;
21/10/20 11:00;Altamura - Via Santeramo;0;15;11;8.70;38.68;25.24;;69.20;
21/10/20 12:00;Altamura - Via Santeramo;0;15;11;4.87;25.68;18.14;;75.10;
21/10/20 13:00;Altamura - Via Santeramo;0;15;11;7.29;32.10;20.85;;74.39;
21/10/20 14:00;Altamura - Via Santeramo;0;15;11;2.90;15.81;11.31;;84.11;
21/10/20 15:00;Altamura - Via Santeramo;0;15;11;4.09;20.98;14.65;;81.96;
21/10/20 16:00;Altamura - Via Santeramo;0;15;11;7.42;42.07;30.57;;68.31;
21/10/20 17:00;Altamura - Via Santeramo;0;15;11;40.91;131.80;68.79;;35.23;
21/10/20 18:00;Altamura - Via Santeramo;0;15;11;21.27;89.40;56.54;;34.82;
21/10/20 19:00;Altamura - Via Santeramo;0;15;11;11.70;58.39;40.28;;46.06;
21/10/20 20:00;Altamura - Via Santeramo;0;15;11;27.93;104.26;61.17;;25.48;
21/10/20 21:00;Altamura - Via Santeramo;0;15;11;9.77;69.12;53.91;;28.22;
21/10/20 22:00;Altamura - Via Santeramo;0;15;11;5.23;47.40;39.22;;36.51;
21/10/20 23:00;Altamura - Via Santeramo;0;15;11;3.35;42.88;37.59;;32.84;
22/10/20 00:00;Altamura - Via Santeramo;0;15;11;11.64;78.05;59.94;;10.01;
22/10/20 01:00;Altamura - Via Santeramo;0;23;15;4.07;58.70;52.23;;12.73;
22/10/20 02:00;Altamura - Via Santeramo;0;23;15;2.87;40.11;35.56;;;
22/10/20 03:00;Altamura - Via Santeramo;0;23;15;1.15;15.71;13.88;;57.48;
22/10/20 04:00;Altamura - Via Santeramo;0;23;15;;;;;57.90;
22/10/20 05:00;Altamura - Via Santeramo;0;23;15;1.36;19.91;17.75;;58.64;
22/10/20 06:00;Altamura - Via Santeramo;0;23;15;19.51;89.93;59.76;;21.79;
22/10/20 07:00;Altamura - Via Santeramo;0;23;15;84.81;221.36;90.95;;3.18;
22/10/20 08:00;Altamura - Via Santeramo;0;23;15;61.96;189.01;93.63;;6.35;
22/10/20 09:00;Altamura - Via Santeramo;0;23;15;55.48;162.43;77.04;;18.51;
22/10/20 10:00;Altamura - Via Santeramo;0;23;15;7.84;50.63;38.45;;58.39;
22/10/20 11:00;Altamura - Via Santeramo;0;23;15;9.12;45.16;31.05;;72.05;
22/10/20 12:00;Altamura - Via Santeramo;0;23;15;6.30;38.90;29.12;;76.52;
22/10/20 13:00;Altamura - Via Santeramo;0;23;15;3.73;24.74;18.95;;89.40;
22/10/20 14:00;Altamura - Via Santeramo;0;23;15;2.62;16.17;12.10;;93.02;
22/10/20 15:00;Altamura - Via Santeramo;0;23;15;6.64;36.61;26.32;;87.79;
22/10/20 16:00;Altamura - Via Santeramo;0;23;15;7.19;46.04;34.87;;85.29;
22/10/20 17:00;Altamura - Via Santeramo;0;23;15;6.67;56.01;45.59;;62.42;
22/10/20 18:00;Altamura - Via Santeramo;0;23;15;7.43;71.55;59.91;;41.20;
22/10/20 19:00;Altamura - Via Santeramo;0;23;15;12.56;89.56;70.02;;33.44;
22/10/20 20:00;Altamura - Via Santeramo;0;23;15;12.87;81.14;61.15;;40.71;
22/10/20 21:00;Altamura - Via Santeramo;0;23;15;27.25;120.30;78.19;;21.84;
22/10/20 22:00;Altamura - Via Santeramo;0;23;15;39.72;156.70;95.40;;8.24;
22/10/20 23:00;Altamura - Via Santeramo;0;23;15;24.95;129.52;90.90;;7.38;
23/10/20 00:00;Altamura - Via Santeramo;0;23;15;20.59;115.76;83.84;;4.37;
23/10/20 01:00;Altamura - Via Santeramo;0;26;17;7.04;75.22;64.16;;16.73;
23/10/20 02:00;Altamura - Via Santeramo;0;26;17;2.75;36.97;32.61;;42.75;
23/10/20 03:00;Altamura - Via Santeramo;0;26;17;1.13;17.45;15.66;;66.22;
23/10/20 04:00;Altamura - Via Santeramo;0;26;17;0.93;10.99;9.53;;73.12;
23/10/20 05:00;Altamura - Via Santeramo;0;26;17;1.14;17.72;15.91;;64.91;
23/10/20 06:00;Altamura - Via Santeramo;0;26;17;27.38;112.76;70.48;;8.86;
23/10/20 07:00;Altamura - Via Santeramo;0;26;17;71.78;201.96;91.52;;2.57;
23/10/20 08:00;Altamura - Via Santeramo;0;26;17;168.12;367.08;108.84;;3.39;
23/10/20 09:00;Altamura - Via Santeramo;0;26;17;16.58;83.81;58.14;;45.05;
23/10/20 10:00;Altamura - Via Santeramo;0;26;17;8.93;42.27;28.46;;75.69;
23/10/20 11:00;Altamura - Via Santeramo;0;26;17;5.17;34.36;26.33;;80.39;
23/10/20 12:00;Altamura - Via Santeramo;0;26;17;8.82;43.47;29.82;;85.78;
23/10/20 13:00;Altamura - Via Santeramo;0;26;17;7.30;40.91;29.59;;87.09;
23/10/20 14:00;Altamura - Via Santeramo;0;26;17;4.89;28.17;20.59;;91.50;
23/10/20 15:00;Altamura - Via Santeramo;0;26;17;7.04;36.51;25.60;;86.46;
23/10/20 16:00;Altamura - Via Santeramo;0;26;17;13.00;66.76;46.63;;66.41;
23/10/20 17:00;Altamura - Via Santeramo;0;26;17;10.46;68.10;51.85;;53.13;
23/10/20 18:00;Altamura - Via Santeramo;0;26;17;24.80;115.34;76.99;;25.69;
23/10/20 19:00;Altamura - Via Santeramo;0;26;17;18.43;98.04;69.50;;37.42;
23/10/20 20:00;Altamura - Via Santeramo;0;26;17;29.35;119.90;74.59;;26.26;
23/10/20 21:00;Altamura - Via Santeramo;0;26;17;9.98;80.09;64.51;;45.57;
23/10/20 22:00;Altamura - Via Santeramo;0;26;17;8.92;58.97;45.10;;41.23;
23/10/20 23:00;Altamura - Via Santeramo;0;26;17;4.97;47.41;39.63;;59.82;
24/10/20 00:00;Altamura - Via Santeramo;0;26;17;3.42;58.70;53.24;;31.48;
24/10/20 01:00;Altamura - Via Santeramo;0;21;13;2.90;50.00;45.36;;42.61;
24/10/20 02:00;Altamura - Via Santeramo;0;21;13;1.64;39.34;36.67;;;
24/10/20 03:00;Altamura - Via Santeramo;0;21;13;1.18;13.94;12.09;;79.51;
24/10/20 04:00;Altamura - Via Santeramo;0;21;13;;;;;82.77;
24/10/20 05:00;Altamura - Via Santeramo;0;21;13;1.27;13.29;11.30;;76.16;
24/10/20 06:00;Altamura - Via Santeramo;0;21;13;3.58;39.07;33.45;;47.79;
24/10/20 07:00;Altamura - Via Santeramo;0;21;13;28.27;114.48;70.84;;13.45;
24/10/20 08:00;Altamura - Via Santeramo;0;21;13;86.30;213.78;81.12;;2.70;
24/10/20 09:00;Altamura - Via Santeramo;0;21;13;69.16;175.75;69.42;;8.89;
24/10/20 10:00;Altamura - Via Santeramo;0;21;13;12.71;66.84;47.16;;36.91;
24/10/20 11:00;Altamura - Via Santeramo;0;21;13;137.84;304.71;92.97;;22.35;
24/10/20 12:00;Altamura - Via Santeramo;0;21;13;104.91;236.76;75.59;;31.30;
24/10/20 13:00;Altamura - Via Santeramo;0;21;13;6.73;35.13;24.71;;57.95;
24/10/20 14:00;Altamura - Via Santeramo;0;21;13;2.47;16.32;12.48;;66.90;
24/10/20 15:00;Altamura - Via Santeramo;0;21;13;2.49;18.24;14.36;;62.21;
24/10/20 16:00;Altamura - Via Santeramo;0;21;13;3.39;23.88;18.61;;50.83;
24/10/20 17:00;Altamura - Via Santeramo;0;21;13;7.85;38.11;25.97;;45.39;
24/10/20 18:00;Altamura - Via Santeramo;0;21;13;11.16;55.96;38.68;;28.30;
24/10/20 19:00;Altamura - Via Santeramo;0;21;13;11.19;58.16;40.83;;24.75;
24/10/20 20:00;Altamura - Via Santeramo;0;21;13;14.28;72.29;50.19;;15.90;
24/10/20 21:00;Altamura - Via Santeramo;0;21;13;9.38;61.58;47.01;;17.16;
24/10/20 22:00;Altamura - Via Santeramo;0;21;13;5.24;45.01;36.82;;18.17;
24/10/20 23:00;Altamura - Via Santeramo;0;21;13;6.05;42.68;33.27;;19.36;
25/10/20 00:00;Altamura - Via Santeramo;0;21;13;2.47;33.60;29.69;;21.74;
25/10/20 01:00;Altamura - Via Santeramo;0;10;5;3.90;36.17;30.06;;17.82;
25/10/20 02:00;Altamura - Via Santeramo;0;10;5;1.19;10.86;8.99;;55.85;
25/10/20 03:00;Altamura - Via Santeramo;0;10;5;0.72;5.51;4.39;;61.26;
25/10/20 04:00;Altamura - Via Santeramo;0;10;5;0.75;5.08;3.92;;61.40;
25/10/20 05:00;Altamura - Via Santeramo;0;10;5;0.88;5.19;3.83;;61.54;
25/10/20 06:00;Altamura - Via Santeramo;0;10;5;0.93;6.97;5.53;;56.08;
25/10/20 07:00;Altamura - Via Santeramo;0;10;5;1.00;10.94;9.36;;52.71;
25/10/20 08:00;Altamura - Via Santeramo;0;10;5;2.28;15.77;12.23;;51.94;
25/10/20 09:00;Altamura - Via Santeramo;0;10;5;2.31;14.51;10.92;;54.96;
25/10/20 10:00;Altamura - Via Santeramo;0;10;5;2.82;15.97;11.59;;61.77;
25/10/20 11:00;Altamura - Via Santeramo;0;10;5;2.85;16.14;11.73;;63.87;
25/10/20 12:00;Altamura - Via Santeramo;0;10;5;3.02;17.80;13.11;;62.24;
25/10/20 13:00;Altamura - Via Santeramo;0;10;5;6.39;32.17;22.28;;51.51;
25/10/20 14:00;Altamura - Via Santeramo;0;10;5;5.30;23.89;15.70;;63.73;
25/10/20 15:00;Altamura - Via Santeramo;0;10;5;1.22;7.43;5.55;;72.88;
25/10/20 16:00;Altamura - Via Santeramo;0;10;5;1.75;13.81;11.07;;64.56;
25/10/20 17:00;Altamura - Via Santeramo;0;10;5;3.17;24.97;20.02;;51.29;
25/10/20 18:00;Altamura - Via Santeramo;0;10;5;5.73;40.02;31.10;;34.69;
25/10/20 19:00;Altamura - Via Santeramo;0;10;5;20.58;83.12;51.36;;16.03;
25/10/20 20:00;Altamura - Via Santeramo;0;10;5;5.07;54.97;47.00;;19.88;
25/10/20 21:00;Altamura - Via Santeramo;0;10;5;4.61;43.58;36.36;;32.89;
25/10/20 22:00;Altamura - Via Santeramo;0;10;5;3.33;35.97;30.74;;40.56;
25/10/20 23:00;Altamura - Via Santeramo;0;10;5;1.92;28.16;25.11;;41.32;
26/10/20 00:00;Altamura - Via Santeramo;0;10;5;1.53;26.46;24.02;;37.64;
26/10/20 01:00;Altamura - Via Santeramo;0;15;7;2.66;36.98;32.76;;23.40;
26/10/20 02:00;Altamura - Via Santeramo;0;15;7;2.85;39.40;34.89;;;
26/10/20 03:00;Altamura - Via Santeramo;0;15;7;1.32;19.83;17.74;;32.31;
26/10/20 04:00;Altamura - Via Santeramo;0;15;7;;;;;47.71;
26/10/20 05:00;Altamura - Via Santeramo;0;15;7;0.85;10.18;8.84;;47.48;
26/10/20 06:00;Altamura - Via Santeramo;0;15;7;7.67;39.37;27.50;;31.84;
26/10/20 07:00;Altamura - Via Santeramo;0;15;7;28.81;97.94;53.55;;11.66;
26/10/20 08:00;Altamura - Via Santeramo;0;15;7;40.80;121.53;58.73;;5.30;
26/10/20 09:00;Altamura - Via Santeramo;0;15;7;14.18;64.55;42.62;;31.32;
26/10/20 10:00;Altamura - Via Santeramo;0;15;7;5.86;31.34;22.26;;50.56;
26/10/20 11:00;Altamura - Via Santeramo;0;15;7;13.81;47.48;26.20;;53.38;
26/10/20 12:00;Altamura - Via Santeramo;0;15;7;13.20;46.43;26.08;;55.32;
26/10/20 13:00;Altamura - Via Santeramo;0;15;7;13.36;46.46;25.86;;58.65;
26/10/20 14:00;Altamura - Via Santeramo;0;15;7;14.92;54.74;31.73;;54.31;
26/10/20 15:00;Altamura - Via Santeramo;0;15;7;8.28;34.43;21.64;;61.51;
26/10/20 16:00;Altamura - Via Santeramo;0;15;7;13.01;44.46;24.41;;58.98;
26/10/20 17:00;Altamura - Via Santeramo;0;15;7;15.59;55.13;31.10;;49.83;
26/10/20 18:00;Altamura - Via Santeramo;0;15;7;25.14;80.04;41.32;;34.60;
26/10/20 19:00;Altamura - Via Santeramo;0;15;7;32.72;91.29;40.95;;34.94;
26/10/20 20:00;Altamura - Via Santeramo;0;15;7;34.12;99.99;47.48;;29.65;
26/10/20 21:00;Altamura - Via Santeramo;0;15;7;10.07;51.62;36.03;;31.38;
26/10/20 22:00;Altamura - Via Santeramo;0;15;7;9.26;45.09;30.76;;38.26;
26/10/20 23:00;Altamura - Via Santeramo;0;15;7;2.08;35.79;32.46;;29.86;
27/10/20 00:00;Altamura - Via Santeramo;0;15;7;3.88;41.33;35.24;;25.66;
27/10/20 01:00;Altamura - Via Santeramo;0;13;6;2.39;26.35;22.59;;33.13;
27/10/20 02:00;Altamura - Via Santeramo;0;13;6;0.96;13.22;11.69;;45.22;
27/10/20 03:00;Altamura - Via Santeramo;0;13;6;0.80;7.64;6.39;;54.44;
27/10/20 04:00;Altamura - Via Santeramo;0;13;6;0.68;6.12;5.06;;58.51;
27/10/20 05:00;Altamura - Via Santeramo;0;13;6;0.82;6.25;4.97;;62.46;
27/10/20 06:00;Altamura - Via Santeramo;0;13;6;3.46;19.09;13.74;;55.59;
27/10/20 07:00;Altamura - Via Santeramo;0;13;6;8.25;38.50;25.75;;44.66;
27/10/20 08:00;Altamura - Via Santeramo;0;13;6;19.20;68.46;38.87;;35.54;
27/10/20 09:00;Altamura - Via Santeramo;0;13;6;38.97;107.18;47.23;;28.20;
27/10/20 10:00;Altamura - Via Santeramo;0;13;6;16.91;53.64;27.59;;48.89;
27/10/20 11:00;Altamura - Via Santeramo;0;13;6;12.18;45.73;26.95;;60.38;
27/10/20 12:00;Altamura - Via Santeramo;0;13;6;14.18;51.43;29.57;;63.08;
27/10/20 13:00;Altamura - Via Santeramo;0;13;6;14.38;52.25;30.08;;61.20;
27/10/20 14:00;Altamura - Via Santeramo;0;13;6;10.14;46.40;30.72;;59.02;
27/10/20 15:00;Altamura - Via Santeramo;0;13;6;5.65;31.71;22.94;;51.22;
27/10/20 16:00;Altamura - Via Santeramo;0;13;6;2.33;21.51;17.87;;59.59;
27/10/20 17:00;Altamura - Via Santeramo;0;13;6;4.30;35.78;29.07;;41.26;
27/10/20 18:00;Altamura - Via Santeramo;0;13;6;12.34;69.59;50.46;;21.97;
27/10/20 19:00;Altamura - Via Santeramo;0;13;6;10.68;63.73;47.16;;26.78;
27/10/20 20:00;Altamura - Via Santeramo;0;13;6;7.73;45.55;33.56;;34.82;
27/10/20 21:00;Altamura - Via Santeramo;0;13;6;4.10;29.82;23.43;;42.73;
27/10/20 22:00;Altamura - Via Santeramo;0;13;6;3.98;30.61;24.41;;41.12;
27/10/20 23:00;Altamura - Via Santeramo;0;13;6;1.81;17.05;14.21;;47.35;
28/10/20 00:00;Altamura - Via Santeramo;0;13;6;1.60;12.77;10.28;;47.44;
28/10/20 01:00;Altamura - Via Santeramo;0;10;5;1.44;9.62;7.37;;48.68;
28/10/20 02:00;Altamura - Via Santeramo;0;10;5;0.85;6.28;4.96;;;
28/10/20 03:00;Altamura - Via Santeramo;0;10;5;0.80;5.26;4.01;;47.68;
28/10/20 04:00;Altamura - Via Santeramo;0;10;5;;;;;46.27;
28/10/20 05:00;Altamura - Via Santeramo;0;10;5;0.92;6.57;5.14;;46.74;
28/10/20 06:00;Altamura - Via Santeramo;0;10;5;1.03;7.84;6.23;;46.59;
28/10/20 07:00;Altamura - Via Santeramo;0;10;5;2.35;20.06;16.39;;41.35;
28/10/20 08:00;Altamura - Via Santeramo;0;10;5;3.77;26.32;20.47;;41.74;
28/10/20 09:00;Altamura - Via Santeramo;0;10;5;8.50;40.23;27.07;;35.85;
28/10/20 10:00;Altamura - Via Santeramo;0;10;5;7.52;35.13;23.49;;44.88;
28/10/20 11:00;Altamura - Via Santeramo;0;10;5;4.84;24.09;16.61;;56.87;
28/10/20 12:00;Altamura - Via Santeramo;0;10;5;5.82;27.86;18.85;;58.08;
28/10/20 13:00;Altamura - Via Santeramo;0;10;5;4.68;24.66;17.41;;61.26;
28/10/20 14:00;Altamura - Via Santeramo;0;10;5;5.38;27.28;18.96;;54.52;
28/10/20 15:00;Altamura - Via Santeramo;0;10;5;4.61;24.86;17.71;;48.22;
28/10/20 16:00;Altamura - Via Santeramo;0;10;5;3.63;22.45;16.81;;48.99;
28/10/20 17:00;Altamura - Via Santeramo;0;10;5;3.92;26.87;20.78;;45.91;
28/10/20 18:00;Altamura - Via Santeramo;0;10;5;6.12;34.88;25.39;;40.67;
28/10/20 19:00;Altamura - Via Santeramo;0;10;5;6.69;39.51;29.14;;38.41;
28/10/20 20:00;Altamura - Via Santeramo;0;10;5;7.27;44.38;33.10;;38.83;
28/10/20 21:00;Altamura - Via Santeramo;0;10;5;4.31;30.24;23.53;;51.03;
28/10/20 22:00;Altamura - Via Santeramo;0;10;5;2.21;18.06;14.61;;55.88;
28/10/20 23:00;Altamura - Via Santeramo;0;10;5;1.29;11.75;9.73;;58.82;
29/10/20 00:00;Altamura - Via Santeramo;0;10;5;1.13;10.80;9.03;;56.25;
29/10/20 01:00;Altamura - Via Santeramo;0;14;8;1.04;7.63;6.02;;60.19;
29/10/20 02:00;Altamura - Via Santeramo;0;14;8;0.55;5.33;4.47;;62.51;
29/10/20 03:00;Altamura - Via Santeramo;0;14;8;0.78;5.14;3.94;;61.51;
29/10/20 04:00;Altamura - Via Santeramo;0;14;8;0.77;5.01;3.82;;60.79;
29/10/20 05:00;Altamura - Via Santeramo;0;14;8;0.67;5.32;4.27;;60.20;
29/10/20 06:00;Altamura - Via Santeramo;0;14;8;0.98;12.80;11.25;;48.65;
29/10/20 07:00;Altamura - Via Santeramo;0;14;8;4.73;38.59;31.21;;28.96;
29/10/20 08:00;Altamura - Via Santeramo;0;14;8;9.15;49.99;35.80;;27.27;
29/10/20 09:00;Altamura - Via Santeramo;0;14;8;16.91;64.32;38.23;;29.03;
29/10/20 10:00;Altamura - Via Santeramo;0;14;8;7.82;34.63;22.55;;46.96;
29/10/20 11:00;Altamura - Via Santeramo;0;14;8;4.02;21.10;14.88;;62.14;
29/10/20 12:00;Altamura - Via Santeramo;0;14;8;4.01;19.89;13.68;;66.22;
29/10/20 13:00;Altamura - Via Santeramo;0;14;8;6.98;30.25;19.46;;63.54;
29/10/20 14:00;Altamura - Via Santeramo;0;14;8;4.91;25.31;17.70;;64.45;
29/10/20 15:00;Altamura - Via Santeramo;0;14;8;4.69;27.49;20.21;;58.55;
29/10/20 16:00;Altamura - Via Santeramo;0;14;8;3.96;29.85;23.68;;50.44;
29/10/20 17:00;Altamura - Via Santeramo;0;14;8;5.28;38.73;30.51;;40.91;
29/10/20 18:00;Altamura - Via Santeramo;0;14;8;10.12;59.05;43.36;;24.61;
29/10/20 19:00;Altamura - Via Santeramo;0;14;8;15.02;74.56;51.32;;18.56;
29/10/20 20:00;Altamura - Via Santeramo;0;14;8;9.41;60.47;45.85;;22.06;
29/10/20 21:00;Altamura - Via Santeramo;0;14;8;8.46;57.53;44.38;;21.03;
29/10/20 22:00;Altamura - Via Santeramo;0;14;8;5.09;40.22;32.28;;29.56;
29/10/20 23:00;Altamura - Via Santeramo;0;14;8;2.04;21.10;17.89;;39.69;
30/10/20 00:00;Altamura - Via Santeramo;0;14;8;1.90;20.69;17.70;;38.92;
30/10/20 01:00;Altamura - Via Santeramo;0;15;9;1.53;13.91;11.52;;44.62;
30/10/20 02:00;Altamura - Via Santeramo;0;15;9;1.12;8.73;6.98;;;
30/10/20 03:00;Altamura - Via Santeramo;0;15;9;1.05;6.50;4.86;;48.20;
30/10/20 04:00;Altamura - Via Santeramo;0;15;9;;;;;54.03;
30/10/20 05:00;Altamura - Via Santeramo;0;15;9;0.93;5.95;4.50;;53.23;
30/10/20 06:00;Altamura - Via Santeramo;0;15;9;1.11;9.05;7.33;;50.98;
30/10/20 07:00;Altamura - Via Santeramo;0;15;9;3.07;23.00;18.22;;38.03;
30/10/20 08:00;Altamura - Via Santeramo;0;15;9;5.78;33.43;24.46;;32.02;
30/10/20 09:00;Altamura - Via Santeramo;0;15;9;8.30;39.86;27.02;;32.24;
30/10/20 10:00;Altamura - Via Santeramo;0;15;9;6.35;32.59;22.76;;46.20;
30/10/20 11:00;Altamura - Via Santeramo;0;15;9;6.88;34.01;23.36;;46.18;
30/10/20 12:00;Altamura - Via Santeramo;0;15;9;5.45;26.18;17.75;;55.35;
30/10/20 13:00;Altamura - Via Santeramo;0;15;9;6.48;30.80;20.79;;55.07;
30/10/20 14:00;Altamura - Via Santeramo;0;15;9;6.35;30.14;20.33;;58.04;
30/10/20 15:00;Altamura - Via Santeramo;0;15;9;3.70;21.72;15.99;;63.92;
30/10/20 16:00;Altamura - Via Santeramo;0;15;9;4.71;32.22;24.89;;56.02;
30/10/20 17:00;Altamura - Via Santeramo;0;15;9;7.96;49.53;37.18;;37.73;
30/10/20 18:00;Altamura - Via Santeramo;0;15;9;9.46;64.89;50.17;;22.52;
30/10/20 19:00;Altamura - Via Santeramo;0;15;9;25.38;106.11;66.92;;9.10;
30/10/20 20:00;Altamura - Via Santeramo;0;15;9;17.61;94.00;66.73;;9.55;
30/10/20 21:00;Altamura - Via Santeramo;0;15;9;17.65;92.50;65.17;;10.10;
30/10/20 22:00;Altamura - Via Santeramo;0;15;9;6.93;57.47;46.65;;21.95;
30/10/20 23:00;Altamura - Via Santeramo;0;15;9;2.25;30.99;27.43;;35.53;
31/10/20 00:00;Altamura - Via Santeramo;0;15;9;2.37;19.69;15.99;;50.85;
31/10/20 01:00;Altamura - Via Santeramo;0;18;12;1.59;14.55;12.06;;55.41;
31/10/20 02:00;Altamura - Via Santeramo;0;18;12;1.26;14.02;12.04;;48.28;
31/10/20 03:00;Altamura - Via Santeramo;0;18;12;1.16;11.14;9.32;;50.05;
31/10/20 04:00;Altamura - Via Santeramo;0;18;12;0.99;8.93;7.38;;51.34;
31/10/20 05:00;Altamura - Via Santeramo;0;18;12;1.19;10.93;9.06;;47.63;
31/10/20 06:00;Altamura - Via Santeramo;0;18;12;1.35;15.18;13.05;;41.43;
31/10/20 07:00;Altamura - Via Santeramo;0;18;12;11.58;53.41;35.51;;24.39;
31/10/20 08:00;Altamura - Via Santeramo;0;18;12;11.00;56.05;39.02;;20.75;
31/10/20 09:00;Altamura - Via Santeramo;0;18;12;11.97;54.00;35.50;;27.82;
31/10/20 10:00;Altamura - Via Santeramo;0;18;12;7.46;39.55;27.99;;44.93;
31/10/20 11:00;Altamura - Via Santeramo;0;18;12;7.54;37.56;25.90;;53.60;
31/10/20 12:00;Altamura - Via Santeramo;0;18;12;5.90;30.77;21.63;;59.18;
31/10/20 13:00;Altamura - Via Santeramo;0;18;12;6.14;34.22;24.70;;59.44;
31/10/20 14:00;Altamura - Via Santeramo;0;18;12;6.14;33.65;24.13;;58.38;
31/10/20 15:00;Altamura - Via Santeramo;0;18;12;3.20;17.59;12.62;;67.10;
31/10/20 16:00;Altamura - Via Santeramo;0;18;12;3.32;26.44;21.26;;59.35;
31/10/20 17:00;Altamura - Via Santeramo;0;18;12;5.45;46.78;38.26;;46.48;
31/10/20 18:00;Altamura - Via Santeramo;0;18;12;11.02;70.57;53.45;;27.75;
31/10/20 19:00;Altamura - Via Santeramo;0;18;12;24.98;108.38;69.79;;10.11;
31/10/20 20:00;Altamura - Via Santeramo;0;18;12;21.84;110.26;76.44;;5.98;
31/10/20 21:00;Altamura - Via Santeramo;0;18;12;29.79;118.55;72.57;;6.72;
31/10/20 22:00;Altamura - Via Santeramo;0;18;12;26.79;110.43;69.06;;4.31;
31/10/20 23:00;Altamura - Via Santeramo;0;18;12;6.00;52.45;43.08;;24.44;
01/11/20 00:00;Altamura - Via Santeramo;0;18;12;3.09;27.60;22.77;;42.41;
01/11/20 01:00;Altamura - Via Santeramo;0;20;14;2.07;20.37;17.13;;49.55;
01/11/20 02:00;Altamura - Via Santeramo;0;20;14;2.44;28.52;24.68;;;
01/11/20 03:00;Altamura - Via Santeramo;0;20;14;2.66;32.52;28.32;;29.75;
01/11/20 04:00;Altamura - Via Santeramo;0;20;14;;;;;48.02;
01/11/20 05:00;Altamura - Via Santeramo;0;20;14;1.08;8.72;7.03;;57.14;
01/11/20 06:00;Altamura - Via Santeramo;0;20;14;1.10;11.49;9.77;;48.90;
01/11/20 07:00;Altamura - Via Santeramo;0;20;14;8.58;46.81;33.52;;28.12;
